Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,League,Season
Dominik Szoboszlai,hu HUN,"MF,FW",RB Leipzig,20,2000,31,15,1543,17.1,6,8,14,6,0,1,2,0,4.8,4.0,5.4,9.4,44,85,130,Bundesliga,2021-2022
Lucas Alario,ar ARG,FW,Leverkusen,28,1992,27,5,655,7.3,6,0,6,6,0,1,2,0,6.0,5.2,1.0,6.2,6,10,44,Bundesliga,2021-2022
Mark Uth,de GER,"MF,FW",Köln,29,1991,30,24,2025,22.5,5,8,13,5,0,0,3,0,5.2,5.2,6.8,11.9,41,82,160,Bundesliga,2021-2022
Jeong Woo-yeong,kr KOR,"FW,MF",Freiburg,21,1999,32,23,1782,19.8,5,2,7,5,0,0,1,0,5.3,5.3,1.8,7.2,35,62,140,Bundesliga,2021-2022
Marco Richter,de GER,"FW,MF",Hertha BSC,23,1997,30,19,1704,18.9,5,1,6,5,0,0,6,0,3.2,3.2,1.6,4.9,34,45,97,Bundesliga,2021-2022
Nils Petersen,de GER,FW,Freiburg,32,1988,22,3,580,6.4,5,1,6,5,0,0,0,0,2.5,2.5,0.5,3.0,4,9,30,Bundesliga,2021-2022
Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,21,2000,29,26,1976,22.0,5,4,9,5,0,0,0,0,8.0,8.0,5.5,13.5,80,43,154,Bundesliga,2021-2022
Jamal Musiala,de GER,"MF,FW",Bayern Munich,18,2003,30,12,1465,16.3,5,5,10,5,0,0,2,0,4.1,4.1,4.9,9.0,55,95,137,Bundesliga,2021-2022
Emre Can,de GER,"DF,MF",Dortmund,27,1994,24,19,1690,18.8,5,1,6,1,4,4,5,0,3.3,0.2,0.8,1.0,31,119,19,Bundesliga,2021-2022
Donyell Malen,nl NED,FW,Dortmund,22,1999,27,20,1684,18.7,5,3,8,5,0,0,2,0,4.6,4.6,4.1,8.6,61,39,144,Bundesliga,2021-2022
Jamie Leweling,de GER,"FW,MF",Greuther Fürth,20,2001,33,22,1959,21.8,5,1,6,5,0,0,3,0,4.0,4.0,1.7,5.8,76,34,153,Bundesliga,2021-2022
Florian Niederlechner,de GER,FW,Augsburg,30,1990,26,13,1165,12.9,5,3,8,5,0,0,1,0,5.0,5.0,0.7,5.7,15,19,49,Bundesliga,2021-2022
Ishak Belfodil,dz ALG,FW,Hertha BSC,29,1992,26,17,1636,18.2,5,2,7,4,1,1,1,0,3.7,3.0,2.2,5.2,35,34,129,Bundesliga,2021-2022
Karim Onisiwo,at AUT,FW,Mainz 05,29,1992,31,28,2361,26.2,5,8,13,5,0,0,0,0,8.2,8.2,6.6,14.8,82,51,237,Bundesliga,2021-2022
Jonas Wind,dk DEN,"FW,MF",Wolfsburg,22,1999,14,14,1180,13.1,5,1,6,5,0,0,0,0,4.5,4.5,2.5,7.0,9,57,58,Bundesliga,2021-2022
Gerrit Holtmann,ph PHI,"FW,MF",Bochum,26,1995,29,23,1840,20.4,5,4,9,5,0,0,0,0,3.7,3.7,4.9,8.6,81,43,132,Bundesliga,2021-2022
Max Kruse,de GER,"FW,MF",Union Berlin,33,1988,16,16,1270,14.1,5,4,9,2,3,3,1,0,4.6,2.2,4.1,6.3,18,62,90,Bundesliga,2021-2022
André Hahn,de GER,"MF,FW",Augsburg,30,1990,32,25,2101,23.3,5,2,7,5,0,0,5,0,2.9,2.9,2.1,5.0,25,31,95,Bundesliga,2021-2022
Philipp Lienhart,at AUT,DF,Freiburg,25,1996,32,32,2870,31.9,5,0,5,5,0,0,2,0,3.3,3.3,0.7,3.9,16,101,6,Bundesliga,2021-2022
Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,26,1995,28,22,1758,19.5,4,6,10,4,0,0,4,0,2.4,2.4,6.8,9.1,82,58,195,Bundesliga,2021-2022
Tuta,br BRA,DF,Eint Frankfurt,22,1999,26,26,2183,24.3,4,0,4,4,0,0,4,1,2.2,2.2,0.1,2.4,26,63,9,Bundesliga,2021-2022
Kevin Schade,de GER,"MF,FW",Freiburg,19,2001,21,7,831,9.2,4,1,5,4,0,0,2,0,2.1,2.0,0.9,2.9,23,16,63,Bundesliga,2021-2022
Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,22,1998,25,9,812,9.0,4,0,4,4,0,0,1,0,2.8,2.8,2.0,4.8,31,27,106,Bundesliga,2021-2022
Lars Stindl,de GER,"MF,FW",Gladbach,32,1988,26,20,1629,18.1,4,5,9,4,0,2,10,0,6.3,4.7,3.6,8.3,14,87,96,Bundesliga,2021-2022
Ellyes Skhiri,tn TUN,MF,Köln,26,1995,22,20,1820,20.2,4,1,5,4,0,0,3,0,3.2,3.2,0.9,4.1,19,83,39,Bundesliga,2021-2022
Robert Andrich,de GER,MF,Leverkusen,26,1994,26,21,1817,20.2,4,2,6,4,0,0,5,1,3.2,2.8,1.5,4.3,19,100,27,Bundesliga,2021-2022
Tiago Tomás,pt POR,FW,Stuttgart,19,2002,14,13,1075,11.9,4,0,4,4,0,0,2,0,4.0,4.0,1.5,5.5,23,21,92,Bundesliga,2021-2022
Thorgan Hazard,be BEL,"FW,DF",Dortmund,28,1993,23,14,1337,14.9,4,1,5,4,0,0,2,0,2.6,2.6,2.0,4.6,37,44,131,Bundesliga,2021-2022
Lee Jae-sung,kr KOR,"MF,FW",Mainz 05,28,1992,27,19,1436,16.0,4,3,7,4,0,0,3,0,3.2,3.2,1.6,4.8,21,68,93,Bundesliga,2021-2022
Moussa Niakhate,sn SEN,DF,Mainz 05,25,1996,30,29,2567,28.5,4,0,4,2,2,2,1,0,3.9,2.3,0.5,2.9,27,112,14,Bundesliga,2021-2022
Wataru Endo,jp JPN,MF,Stuttgart,28,1993,33,33,2899,32.2,4,2,6,4,0,0,4,0,5.0,4.8,1.3,6.2,34,165,63,Bundesliga,2021-2022
Maximilian Arnold,de GER,MF,Wolfsburg,27,1994,34,34,2994,33.3,4,2,6,4,0,0,4,0,1.7,1.7,4.7,6.4,18,171,24,Bundesliga,2021-2022
Konrad Laimer,at AUT,MF,RB Leipzig,24,1997,26,15,1240,13.8,4,4,8,4,0,0,2,0,2.4,2.4,2.4,4.7,34,64,53,Bundesliga,2021-2022
Florian Kainz,at AUT,"MF,FW",Köln,28,1992,32,31,2320,25.8,4,4,8,4,0,0,3,1,3.5,3.5,5.3,8.9,63,145,175,Bundesliga,2021-2022
Daichi Kamada,jp JPN,MF,Eint Frankfurt,24,1996,32,23,2139,23.8,4,3,7,4,0,0,0,0,4.6,4.6,2.8,7.3,57,128,142,Bundesliga,2021-2022
Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,28,1992,31,28,2522,28.0,4,9,13,4,0,0,2,0,2.4,2.4,9.2,11.6,130,101,245,Bundesliga,2021-2022
Raphaël Guerreiro,pt POR,DF,Dortmund,27,1993,23,21,1795,19.9,4,2,6,3,1,1,1,0,2.9,2.1,2.1,4.2,61,118,95,Bundesliga,2021-2022
Silvan Widmer,ch SUI,DF,Mainz 05,28,1993,33,33,2920,32.4,4,5,9,4,0,0,1,0,2.4,2.4,3.0,5.4,51,117,135,Bundesliga,2021-2022
Obite N'Dicka,ci CIV,DF,Eint Frankfurt,21,1999,32,32,2857,31.7,4,4,8,4,0,0,3,0,2.6,2.6,1.5,4.1,37,114,11,Bundesliga,2021-2022
Florian Neuhaus,de GER,MF,Gladbach,24,1997,29,24,2121,23.6,4,4,8,4,0,0,2,0,4.9,4.9,2.2,7.1,48,133,58,Bundesliga,2021-2022
Daniel Caligiuri,it ITA,"DF,MF",Augsburg,33,1988,28,24,2004,22.3,4,2,6,1,3,3,4,0,4.3,1.9,2.4,4.3,52,77,90,Bundesliga,2021-2022
Nico Schlotterbeck,de GER,DF,Freiburg,21,1999,32,32,2785,30.9,4,1,5,4,0,0,5,0,3.6,3.6,1.5,5.1,35,173,21,Bundesliga,2021-2022
Roland Sallai,hu HUN,"MF,FW",Freiburg,24,1997,31,18,1551,17.2,4,4,8,4,0,0,1,0,6.0,6.0,3.8,9.8,44,46,136,Bundesliga,2021-2022
Ramy Bensebaini,dz ALG,DF,Gladbach,26,1995,23,22,2020,22.4,4,1,5,2,2,2,6,0,3.7,2.1,0.9,3.0,26,72,66,Bundesliga,2021-2022
Davie Selke,de GER,FW,Hertha BSC,26,1995,25,10,1004,11.2,4,0,4,3,1,1,2,0,4.2,3.4,0.6,4.0,10,13,50,Bundesliga,2021-2022
Konstantinos Mavropanos,gr GRE,DF,Stuttgart,23,1997,31,31,2705,30.1,4,0,4,4,0,0,3,0,2.7,2.7,0.4,3.1,33,124,18,Bundesliga,2021-2022
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,32,1989,20,1,377,4.2,4,2,6,4,0,0,0,0,2.3,2.3,1.0,3.3,7,15,36,Bundesliga,2021-2022
Paulinho,br BRA,"FW,MF",Leverkusen,21,2000,24,14,1218,13.5,4,1,5,4,0,0,1,0,4.1,4.1,2.1,6.2,58,43,121,Bundesliga,2021-2022
Miloš Pantović,rs SRB,"MF,FW",Bochum,25,1996,28,18,1533,17.0,4,3,7,3,1,1,2,0,6.0,5.2,3.9,9.1,21,45,82,Bundesliga,2021-2022
Niko Gießelmann,de GER,"DF,FW",Union Berlin,29,1991,28,25,2083,23.1,3,6,9,3,0,0,3,0,3.4,3.4,1.6,5.0,19,80,81,Bundesliga,2021-2022
Ridle Baku,de GER,"DF,FW",Wolfsburg,23,1998,34,28,2446,27.2,3,5,8,3,0,0,4,0,1.8,1.8,5.3,7.1,74,104,171,Bundesliga,2021-2022
Amine Adli,ma MAR,"FW,MF",Leverkusen,21,2000,25,13,1256,14.0,3,2,5,3,0,0,3,0,4.3,4.3,2.1,6.4,51,56,105,Bundesliga,2021-2022
Alexander Hack,de GER,DF,Mainz 05,27,1993,28,24,2074,23.0,3,1,4,3,0,0,6,1,2.8,2.8,1.2,4.0,5,74,7,Bundesliga,2021-2022
Patrick Wimmer,at AUT,"FW,MF",Arminia,20,2001,31,27,2052,22.8,3,6,9,3,0,0,7,0,3.7,3.7,3.8,7.5,64,76,105,Bundesliga,2021-2022
Marius Wolf,de GER,"DF,FW",Dortmund,26,1995,27,15,1321,14.7,3,1,4,3,0,0,4,0,2.0,2.0,1.0,2.9,37,49,112,Bundesliga,2021-2022
Joshua Kimmich,de GER,MF,Bayern Munich,26,1995,28,28,2474,27.5,3,9,12,3,0,0,4,0,2.3,2.3,8.7,11.0,43,292,53,Bundesliga,2021-2022
Marc-Oliver Kempf,de GER,DF,Stuttgart,26,1995,12,10,840,9.3,3,0,3,3,0,0,2,0,1.1,1.1,0.6,1.7,11,56,6,Bundesliga,2021-2022
Janik Haberer,de GER,MF,Freiburg,27,1994,26,7,818,9.1,3,0,3,3,0,0,1,0,1.1,1.1,0.1,1.2,4,31,17,Bundesliga,2021-2022
Benjamin Henrichs,de GER,DF,RB Leipzig,24,1997,22,12,1143,12.7,3,3,6,3,0,0,3,0,1.3,1.3,2.5,3.8,24,60,87,Bundesliga,2021-2022
Amadou Haidara,ml MLI,MF,RB Leipzig,23,1998,20,15,1326,14.7,3,1,4,3,0,0,2,0,1.2,1.2,0.7,2.0,12,99,18,Bundesliga,2021-2022
Takuma Asano,jp JPN,"FW,MF",Bochum,26,1994,27,20,1608,17.9,3,4,7,3,0,0,1,0,3.7,3.7,1.9,5.7,48,40,109,Bundesliga,2021-2022
Sven Michel,de GER,FW,Union Berlin,31,1990,13,2,338,3.8,3,1,4,3,0,0,2,0,1.5,1.5,0.9,2.3,9,7,45,Bundesliga,2021-2022
Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,21,2000,21,6,718,8.0,3,0,3,3,0,0,1,0,1.5,1.5,0.4,1.9,9,24,48,Bundesliga,2021-2022
Suat Serdar,de GER,"MF,FW",Hertha BSC,24,1997,30,27,2218,24.6,3,0,3,3,0,0,6,0,2.1,2.1,1.4,3.5,43,83,77,Bundesliga,2021-2022
Janni Serra,de GER,FW,Arminia,23,1998,26,15,1117,12.4,3,2,5,3,0,0,1,0,3.2,3.2,0.8,4.0,7,14,62,Bundesliga,2021-2022
Simon Zoller,de GER,FW,Bochum,30,1991,10,6,596,6.6,3,2,5,3,0,0,3,0,1.8,1.8,0.7,2.5,7,7,30,Bundesliga,2021-2022
Sebastian Andersson,se SWE,FW,Köln,30,1991,26,13,1257,14.0,3,1,4,3,0,0,3,0,4.5,4.5,1.0,5.5,10,14,86,Bundesliga,2021-2022
Jude Bellingham,eng ENG,MF,Dortmund,18,2003,32,32,2790,31.0,3,8,11,3,0,0,9,0,4.8,4.8,6.0,10.8,78,144,138,Bundesliga,2021-2022
Sebastian Rudy,de GER,MF,Hoffenheim,31,1990,21,7,773,8.6,3,1,4,3,0,0,5,0,2.1,2.1,0.3,2.5,5,44,25,Bundesliga,2021-2022
Karim Bellarabi,de GER,"FW,MF",Leverkusen,31,1990,16,9,683,7.6,3,2,5,3,0,0,2,0,2.0,2.0,1.2,3.2,24,17,69,Bundesliga,2021-2022
Steffen Tigges,de GER,"FW,MF",Dortmund,23,1998,9,0,112,1.2,3,0,3,3,0,0,0,0,1.1,1.1,0.4,1.5,2,3,9,Bundesliga,2021-2022
Jan Thielmann,de GER,"MF,FW",Köln,19,2002,29,10,1192,13.2,3,3,6,3,0,0,6,0,1.4,1.4,2.2,3.5,36,40,97,Bundesliga,2021-2022
Marcus Thuram,fr FRA,FW,Gladbach,23,1997,21,9,979,10.9,3,0,3,3,0,0,2,0,4.6,4.6,1.1,5.7,32,17,95,Bundesliga,2021-2022
Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,29,1992,27,17,1310,14.6,3,4,7,3,0,0,5,0,4.5,4.5,2.4,6.9,11,51,96,Bundesliga,2021-2022
Omar Marmoush,eg EGY,FW,Stuttgart,22,1999,21,19,1571,17.5,3,5,8,3,0,1,3,0,5.1,4.3,2.0,6.3,38,33,119,Bundesliga,2021-2022
Leon Goretzka,de GER,MF,Bayern Munich,26,1995,19,19,1396,15.5,3,3,6,3,0,0,0,0,4.1,4.1,2.3,6.4,25,98,71,Bundesliga,2021-2022
Fabian Klos,de GER,FW,Arminia,33,1987,25,14,1420,15.8,3,1,4,1,2,2,2,1,4.6,3.0,1.0,4.0,13,43,74,Bundesliga,2021-2022
Dani Olmo,es ESP,"MF,FW",RB Leipzig,23,1998,19,7,743,8.3,3,3,6,3,0,0,2,0,1.9,1.9,2.6,4.4,15,53,55,Bundesliga,2021-2022
David Raum,de GER,"DF,FW",Hoffenheim,23,1998,32,31,2757,30.6,3,11,14,3,0,0,5,0,1.7,1.7,11.4,13.1,95,130,228,Bundesliga,2021-2022
Dejan Ljubicic,at AUT,"MF,FW",Köln,23,1997,30,22,1969,21.9,3,1,4,3,0,0,4,0,1.8,1.8,2.7,4.5,60,97,136,Bundesliga,2021-2022
Chris Führich,de GER,"FW,MF",Stuttgart,23,1998,25,21,1714,19.0,3,2,5,3,0,0,3,0,3.2,3.2,4.2,7.4,61,69,102,Bundesliga,2021-2022
Gonçalo Paciência,pt POR,FW,Eint Frankfurt,26,1994,18,4,516,5.7,3,0,3,2,1,2,3,0,3.5,1.9,0.2,2.1,7,18,43,Bundesliga,2021-2022
Diadie Samassékou,ml MLI,MF,Hoffenheim,25,1996,24,21,1655,18.4,2,0,2,2,0,0,7,0,1.1,1.1,1.0,2.2,8,62,23,Bundesliga,2021-2022
Julian Ryerson,no NOR,DF,Union Berlin,23,1997,28,13,1429,15.9,2,0,2,2,0,0,3,0,1.3,1.3,1.5,2.8,30,50,50,Bundesliga,2021-2022
Djibril Sow,ch SUI,MF,Eint Frankfurt,24,1997,31,28,2415,26.8,2,3,5,2,0,0,5,0,0.6,0.6,1.7,2.3,34,140,32,Bundesliga,2021-2022
Lucas Tousart,fr FRA,MF,Hertha BSC,24,1997,30,22,1962,21.8,2,0,2,2,0,0,3,0,1.5,1.5,0.9,2.4,30,79,25,Bundesliga,2021-2022
Corentin Tolisso,fr FRA,MF,Bayern Munich,26,1994,15,8,703,7.8,2,1,3,2,0,0,0,0,2.1,2.1,1.9,4.0,10,97,26,Bundesliga,2021-2022
Denis Zakaria,ch SUI,"MF,DF",Gladbach,24,1996,16,15,1395,15.5,2,1,3,2,0,0,4,0,0.9,0.9,0.8,1.7,31,88,20,Bundesliga,2021-2022
Andi Zeqiri,ch SUI,"FW,MF",Augsburg,22,1999,22,11,1016,11.3,2,1,3,2,0,0,2,0,2.9,2.9,0.7,3.6,10,19,44,Bundesliga,2021-2022
Kevin Behrens,de GER,FW,Union Berlin,30,1991,24,2,499,5.5,2,2,4,2,0,0,1,0,2.4,2.4,1.6,4.0,9,16,48,Bundesliga,2021-2022
Stefan Bell,de GER,DF,Mainz 05,29,1991,33,33,2864,31.8,2,0,2,2,0,0,9,0,1.7,1.7,1.4,3.1,13,93,15,Bundesliga,2021-2022
Andreas Voglsammer,de GER,"FW,MF",Union Berlin,29,1992,32,5,882,9.8,2,1,3,2,0,0,1,0,2.4,2.4,1.4,3.8,15,18,57,Bundesliga,2021-2022
Christopher Trimmel,at AUT,"DF,FW",Union Berlin,34,1987,25,23,1990,22.1,2,0,2,2,0,0,5,0,1.4,1.4,2.2,3.6,42,81,70,Bundesliga,2021-2022
Waldemar Anton,de GER,DF,Stuttgart,25,1996,29,29,2595,28.8,2,1,3,2,0,0,6,1,2.1,2.1,1.4,3.5,26,108,12,Bundesliga,2021-2022
Angeliño,es ESP,DF,RB Leipzig,24,1997,29,26,2298,25.5,2,5,7,2,0,0,3,0,1.2,1.2,5.2,6.4,35,73,177,Bundesliga,2021-2022
Jonathan Tah,de GER,DF,Leverkusen,25,1996,33,33,2878,32.0,2,2,4,2,0,0,4,0,1.2,1.2,1.9,3.1,18,102,6,Bundesliga,2021-2022
Danny Blum,de GER,FW,Bochum,30,1991,13,2,346,3.8,2,0,2,2,0,0,0,0,0.8,0.8,1.1,1.9,9,10,34,Bundesliga,2021-2022
Jean-Paul Boëtius,nl NED,MF,Mainz 05,27,1994,33,19,1800,20.0,2,2,4,2,0,0,3,0,1.0,1.0,2.7,3.7,17,119,49,Bundesliga,2021-2022
Jacob Barrett Laursen,dk DEN,DF,Arminia,26,1994,24,20,1632,18.1,2,0,2,2,0,0,1,0,0.2,0.2,0.4,0.7,25,42,24,Bundesliga,2021-2022
Angelo Stiller,de GER,MF,Hoffenheim,20,2001,26,18,1693,18.8,2,1,3,2,0,0,1,0,1.1,1.1,1.2,2.4,20,115,63,Bundesliga,2021-2022
Gio Reyna,us USA,MF,Dortmund,18,2002,10,6,439,4.9,2,1,3,2,0,0,0,0,1.7,1.7,1.6,3.3,13,10,32,Bundesliga,2021-2022
Salih Özcan,tr TUR,MF,Köln,23,1998,31,26,2312,25.7,2,0,2,2,0,0,5,0,1.9,1.9,1.0,2.9,39,113,47,Bundesliga,2021-2022
Reece Oxford,eng ENG,DF,Augsburg,22,1998,30,30,2693,29.9,2,1,3,2,0,0,9,0,2.2,2.2,0.7,2.9,10,41,2,Bundesliga,2021-2022
Jens Petter Hauge,no NOR,"MF,FW",Eint Frankfurt,21,1999,26,9,1040,11.6,2,2,4,2,0,0,4,0,2.0,2.0,0.8,2.8,21,35,78,Bundesliga,2021-2022
Stefan Posch,at AUT,DF,Hoffenheim,24,1997,28,26,2199,24.4,2,0,2,2,0,0,5,0,1.1,1.1,0.7,1.7,27,104,15,Bundesliga,2021-2022
Mads Pedersen,dk DEN,"MF,DF",Augsburg,24,1996,29,15,1391,15.5,2,1,3,2,0,0,5,0,1.1,1.1,1.7,2.8,25,34,46,Bundesliga,2021-2022
Exequiel Palacios,ar ARG,MF,Leverkusen,22,1998,23,12,1097,12.2,2,2,4,2,0,0,2,0,0.8,0.8,2.2,2.9,10,77,17,Bundesliga,2021-2022
Ermedin Demirović,ba BIH,FW,Freiburg,23,1998,31,9,871,9.7,2,3,5,2,0,0,4,0,3.0,3.0,1.6,4.6,16,10,74,Bundesliga,2021-2022
Willi Orban,hu HUN,DF,RB Leipzig,28,1992,30,30,2642,29.4,2,1,3,2,0,0,1,0,2.8,2.8,1.4,4.2,8,89,7,Bundesliga,2021-2022
