Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,League,Season
Ridle Baku,de GER,"FW,DF",Wolfsburg,22,1998,32,31,2678,29.8,6,7,13,6,0,0,1,0,3.4,3.4,4.1,7.6,69,104,243,Bundesliga,2020-2021
Daniel Caligiuri,it ITA,"MF,FW",Augsburg,32,1988,33,31,2665,29.6,6,4,10,4,2,3,5,0,4.8,2.4,4.6,7.0,64,114,136,Bundesliga,2020-2021
Robin Quaison,se SWE,"FW,MF",Mainz 05,26,1993,28,18,1476,16.4,6,2,8,5,1,1,1,0,6.2,5.4,2.6,8.0,14,40,68,Bundesliga,2020-2021
Ermedin Demirović,ba BIH,FW,Freiburg,22,1998,30,19,1498,16.6,5,6,11,5,0,0,7,0,4.9,4.9,4.3,9.3,16,39,88,Bundesliga,2020-2021
Florian Niederlechner,de GER,FW,Augsburg,29,1990,28,21,1737,19.3,5,4,9,5,0,0,3,1,6.0,6.0,2.2,8.3,18,31,87,Bundesliga,2020-2021
Dani Olmo,es ESP,MF,RB Leipzig,22,1998,32,26,2194,24.4,5,9,14,4,1,1,1,0,6.6,5.8,5.1,10.9,50,175,174,Bundesliga,2020-2021
Elvis Rexhbeçaj,xk KVX,"MF,FW",Köln,22,1997,30,20,1833,20.4,5,2,7,5,0,0,4,0,2.3,2.3,2.6,4.8,27,67,73,Bundesliga,2020-2021
Josh Sargent,us USA,"FW,MF",Werder Bremen,20,2000,32,30,2506,27.8,5,2,7,5,0,0,7,0,5.5,5.5,3.8,9.3,28,45,114,Bundesliga,2020-2021
Ellyes Skhiri,tn TUN,MF,Köln,25,1995,32,32,2785,30.9,5,2,7,5,0,0,5,0,4.5,4.5,1.0,5.5,19,109,28,Bundesliga,2020-2021
Ritsu Doan,jp JPN,"MF,FW",Arminia,22,1998,34,33,2768,30.8,5,2,7,5,0,0,1,0,5.2,5.1,3.6,8.7,88,86,169,Bundesliga,2020-2021
Renato Steffen,ch SUI,"FW,MF",Wolfsburg,28,1991,21,19,1566,17.4,5,4,9,5,0,0,3,0,4.1,4.1,2.3,6.4,39,69,113,Bundesliga,2020-2021
Breel Embolo,ch SUI,"FW,MF",Gladbach,23,1997,31,16,1440,16.0,5,2,7,5,0,0,4,0,7.7,7.7,1.3,9.0,37,31,124,Bundesliga,2020-2021
Alexander Sørloth,no NOR,FW,RB Leipzig,24,1995,29,13,1443,16.0,5,3,8,5,0,1,2,0,6.4,5.6,2.7,8.3,43,34,143,Bundesliga,2020-2021
Taiwo Awoniyi,ng NGA,FW,Union Berlin,22,1997,21,16,1359,15.1,5,2,7,5,0,0,0,0,6.1,6.1,1.3,7.4,19,16,108,Bundesliga,2020-2021
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,24,1996,29,23,1752,19.5,5,10,15,5,0,0,1,0,4.2,4.2,6.4,10.6,103,76,268,Bundesliga,2020-2021
Raphaël Guerreiro,pt POR,DF,Dortmund,26,1993,27,25,2218,24.6,5,10,15,5,0,0,1,0,3.8,3.8,7.4,11.2,86,243,169,Bundesliga,2020-2021
Mats Hummels,de GER,DF,Dortmund,31,1988,33,32,2813,31.3,5,0,5,5,0,0,6,0,4.6,4.6,0.8,5.4,17,149,7,Bundesliga,2020-2021
Yussuf Poulsen,dk DEN,FW,RB Leipzig,26,1994,27,14,1354,15.0,5,4,9,5,0,0,1,0,4.6,4.6,1.8,6.4,24,37,119,Bundesliga,2020-2021
Marvin Friedrich,de GER,DF,Union Berlin,24,1995,34,34,3060,34.0,5,2,7,5,0,0,1,0,1.6,1.6,2.5,4.1,30,123,13,Bundesliga,2020-2021
Leon Goretzka,de GER,MF,Bayern Munich,25,1995,24,18,1705,18.9,5,5,10,5,0,0,2,0,3.7,3.7,2.8,6.5,45,137,42,Bundesliga,2020-2021
Fabian Klos,de GER,FW,Arminia,32,1987,34,32,2709,30.1,5,2,7,4,1,2,4,0,7.9,6.3,4.8,11.1,24,79,141,Bundesliga,2020-2021
Kevin Möhwald,de GER,MF,Werder Bremen,27,1993,27,17,1555,17.3,5,1,6,5,0,0,4,1,1.7,1.7,0.8,2.4,12,76,24,Bundesliga,2020-2021
Daichi Kamada,jp JPN,MF,Eint Frankfurt,23,1996,32,28,2356,26.2,5,12,17,5,0,0,3,0,5.6,5.6,7.5,13.1,63,124,210,Bundesliga,2020-2021
Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,22,1997,29,21,1855,20.6,5,5,10,3,2,2,4,1,6.9,5.3,2.8,8.1,49,39,124,Bundesliga,2020-2021
Florian Wirtz,de GER,MF,Leverkusen,17,2003,29,25,2224,24.7,5,6,11,5,0,0,1,0,4.0,4.0,3.4,7.4,54,114,154,Bundesliga,2020-2021
Robert Andrich,de GER,MF,Union Berlin,25,1994,29,29,2526,28.1,5,2,7,5,0,0,5,1,2.6,2.6,2.0,4.5,25,128,31,Bundesliga,2020-2021
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,21,1999,32,28,2388,26.5,4,11,15,4,0,0,5,0,4.6,4.6,6.7,11.3,142,62,270,Bundesliga,2020-2021
Kerem Demirbay,de GER,MF,Leverkusen,27,1993,29,20,1744,19.4,4,3,7,4,0,0,2,0,3.5,3.5,3.7,7.1,41,130,74,Bundesliga,2020-2021
Gonzalo Castro,de GER,MF,Stuttgart,33,1987,26,23,1729,19.2,4,2,6,4,0,0,9,0,3.3,3.3,2.8,6.2,55,119,108,Bundesliga,2020-2021
Ramy Bensebaini,dz ALG,DF,Gladbach,25,1995,25,20,1811,20.1,4,0,4,3,1,1,7,0,2.3,1.6,1.2,2.7,27,83,64,Bundesliga,2020-2021
Leonardo Bittencourt,de GER,"MF,FW",Werder Bremen,26,1993,27,19,1514,16.8,4,1,5,3,1,1,3,0,4.3,3.6,1.0,4.6,40,42,106,Bundesliga,2020-2021
Willi Orban,hu HUN,DF,RB Leipzig,27,1992,29,25,2363,26.3,4,1,5,4,0,0,4,0,3.8,3.8,1.6,5.4,33,166,5,Bundesliga,2020-2021
Filip Kostić,rs SRB,DF,Eint Frankfurt,27,1992,30,29,2534,28.2,4,14,18,4,0,0,4,0,4.4,4.4,12.8,17.2,124,108,288,Bundesliga,2020-2021
Luka Jović,rs SRB,FW,Eint Frankfurt,22,1997,18,8,894,9.9,4,1,5,4,0,0,2,0,2.9,2.9,0.7,3.6,15,37,62,Bundesliga,2020-2021
Philipp Lienhart,at AUT,DF,Freiburg,24,1996,34,34,2993,33.3,4,0,4,4,0,0,4,0,1.9,1.9,0.2,2.0,16,76,7,Bundesliga,2020-2021
Lucas Höler,de GER,"FW,MF",Freiburg,26,1994,33,22,2089,23.2,4,4,8,4,0,0,5,0,8.5,8.5,2.8,11.3,57,46,148,Bundesliga,2020-2021
Angeliño,es ESP,"DF,FW",RB Leipzig,23,1997,26,24,2161,24.0,4,4,8,4,0,0,2,0,4.2,4.2,5.5,9.7,47,93,242,Bundesliga,2020-2021
Jeong Woo-yeong,kr KOR,"FW,MF",Freiburg,20,1999,26,7,823,9.1,4,0,4,4,0,0,0,0,1.3,1.3,1.1,2.4,28,46,78,Bundesliga,2020-2021
Joshua Kimmich,de GER,MF,Bayern Munich,25,1995,27,25,2194,24.4,4,10,14,4,0,0,4,0,2.3,2.3,6.7,9.1,54,288,66,Bundesliga,2020-2021
Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,28,1992,22,11,999,11.1,4,0,4,4,0,1,2,0,5.3,4.5,0.6,5.1,20,35,80,Bundesliga,2020-2021
Karim Onisiwo,at AUT,"FW,MF",Mainz 05,28,1992,31,19,1843,20.5,4,0,4,4,0,0,2,0,6.2,6.2,1.8,8.0,54,36,153,Bundesliga,2020-2021
Gio Reyna,us USA,"MF,FW",Dortmund,17,2002,32,23,1976,22.0,4,5,9,4,0,0,1,0,4.1,4.1,5.2,9.2,65,64,215,Bundesliga,2020-2021
Bas Dost,nl NED,FW,Eint Frankfurt,31,1989,12,9,817,9.1,4,2,6,3,1,1,3,0,4.0,3.2,2.6,5.8,3,30,40,Bundesliga,2020-2021
Daniel Didavi,de GER,"MF,FW",Stuttgart,30,1990,23,10,970,10.8,4,3,7,4,0,0,2,0,2.8,2.8,2.7,5.6,21,62,83,Bundesliga,2020-2021
Maximilian Arnold,de GER,MF,Wolfsburg,26,1994,30,30,2585,28.7,3,6,9,3,0,0,7,1,2.4,2.4,4.2,6.6,30,180,33,Bundesliga,2020-2021
Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,24,1996,30,24,1963,21.8,3,5,8,3,0,1,4,0,4.0,3.2,2.1,5.3,29,53,107,Bundesliga,2020-2021
Nordi Mukiele,fr FRA,DF,RB Leipzig,22,1997,28,21,1677,18.6,3,1,4,3,0,0,5,0,2.6,2.6,1.5,4.1,39,73,117,Bundesliga,2020-2021
Philipp Förster,de GER,MF,Stuttgart,25,1995,25,17,1509,16.8,3,1,4,3,0,1,4,0,3.5,2.7,2.3,5.0,69,93,117,Bundesliga,2020-2021
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,33,1986,34,34,3032,33.7,3,1,4,3,0,0,3,0,1.5,1.5,1.1,2.7,37,84,123,Bundesliga,2020-2021
Obite N'Dicka,ci CIV,DF,Eint Frankfurt,20,1999,23,23,2044,22.7,3,1,4,3,0,0,10,0,1.4,1.4,0.4,1.8,43,95,29,Bundesliga,2020-2021
Jonas Hector,de GER,"MF,FW",Köln,30,1990,19,15,1290,14.3,3,1,4,3,0,0,2,0,3.1,3.1,1.6,4.7,8,60,57,Bundesliga,2020-2021
Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,22,1998,31,21,1905,21.2,3,1,4,3,0,0,4,0,3.9,3.9,3.0,6.8,53,99,121,Bundesliga,2020-2021
Moussa Niakhate,sn SEN,DF,Mainz 05,24,1996,32,32,2866,31.8,3,1,4,2,1,1,10,1,2.3,1.5,2.1,3.7,47,117,18,Bundesliga,2020-2021
Christian Günter,de GER,"DF,MF",Freiburg,27,1993,34,34,3060,34.0,3,3,6,3,0,0,2,0,1.0,1.0,5.9,6.9,67,115,188,Bundesliga,2020-2021
Peter Pekarík,sk SVK,DF,Hertha BSC,33,1986,23,22,1692,18.8,3,1,4,3,0,0,4,0,1.8,1.8,0.8,2.6,42,61,74,Bundesliga,2020-2021
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,31,1989,22,8,820,9.1,3,0,3,3,0,0,2,0,4.7,4.7,1.5,6.1,9,19,63,Bundesliga,2020-2021
Amin Younes,de GER,MF,Eint Frankfurt,26,1993,26,16,1391,15.5,3,3,6,3,0,0,5,0,2.8,2.8,1.6,4.5,61,98,119,Bundesliga,2020-2021
Justin Kluivert,nl NED,"FW,MF",RB Leipzig,21,1999,19,8,813,9.0,3,1,4,3,0,0,2,0,3.6,3.6,1.0,4.6,42,11,108,Bundesliga,2020-2021
Hannes Wolf,at AUT,"MF,FW",Gladbach,21,1999,32,14,1378,15.3,3,2,5,3,0,0,2,0,1.8,1.8,2.5,4.3,34,56,102,Bundesliga,2020-2021
Sebastian Andersson,se SWE,FW,Köln,29,1991,16,14,1126,12.5,3,0,3,2,1,1,1,0,6.2,5.4,0.3,5.7,6,20,55,Bundesliga,2020-2021
Youssoufa Moukoko,de GER,"FW,MF",Dortmund,15,2004,14,2,422,4.7,3,0,3,3,0,0,0,0,2.2,2.2,0.8,3.0,6,7,43,Bundesliga,2020-2021
Milot Rashica,xk KVX,"FW,MF",Werder Bremen,24,1996,24,14,1462,16.2,3,2,5,2,1,1,0,0,4.4,3.6,1.6,5.2,52,31,134,Bundesliga,2020-2021
Wataru Endo,jp JPN,MF,Stuttgart,27,1993,33,33,2955,32.8,3,3,6,3,0,0,5,0,2.6,2.6,1.8,4.4,35,187,39,Bundesliga,2020-2021
Julian Brandt,de GER,"FW,MF",Dortmund,24,1996,31,17,1495,16.6,3,2,5,3,0,0,0,0,2.2,2.2,2.3,4.6,39,102,142,Bundesliga,2020-2021
Mark Uth,de GER,"FW,MF",Schalke 04,28,1991,20,18,1494,16.6,3,1,4,3,0,0,5,0,3.2,3.2,1.9,5.1,34,53,69,Bundesliga,2020-2021
Grischa Prömel,de GER,MF,Union Berlin,25,1995,24,21,1816,20.2,3,1,4,3,0,0,7,0,1.8,1.8,1.0,2.7,18,66,33,Bundesliga,2020-2021
Davie Selke,de GER,FW,Werder Bremen,25,1995,23,7,813,9.0,3,1,4,2,1,1,4,0,3.7,2.9,0.4,3.3,10,15,46,Bundesliga,2020-2021
Marco Richter,de GER,"FW,MF",Augsburg,22,1997,29,16,1416,15.7,3,1,4,3,0,0,4,1,5.1,5.1,1.7,6.8,32,38,107,Bundesliga,2020-2021
Nico Elvedi,ch SUI,DF,Gladbach,23,1996,29,29,2536,28.2,3,1,4,3,0,0,1,0,1.7,1.7,0.1,1.8,10,69,3,Bundesliga,2020-2021
Cedric Teuchert,de GER,"FW,MF",Union Berlin,23,1997,24,5,754,8.4,3,1,4,3,0,0,2,0,3.7,3.7,0.7,4.4,23,17,32,Bundesliga,2020-2021
Kevin Stöger,at AUT,"MF,FW",Mainz 05,26,1993,19,4,538,6.0,3,0,3,3,0,0,3,0,1.8,1.8,0.7,2.5,22,38,36,Bundesliga,2020-2021
Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,25,1995,18,15,1106,12.3,3,3,6,3,0,0,2,0,1.5,1.5,3.1,4.6,61,22,87,Bundesliga,2020-2021
Ömer Toprak,tr TUR,DF,Werder Bremen,31,1989,26,24,1940,21.6,2,0,2,2,0,0,1,0,0.7,0.7,0.0,0.8,12,52,1,Bundesliga,2020-2021
Jean-Paul Boëtius,nl NED,"MF,FW",Mainz 05,26,1994,31,23,2065,22.9,2,4,6,2,0,0,5,0,2.6,2.6,6.1,8.7,33,109,96,Bundesliga,2020-2021
Bartosz Białek,pl POL,"FW,MF",Wolfsburg,18,2001,19,1,270,3.0,2,0,2,2,0,0,1,0,1.9,1.9,0.2,2.1,3,12,15,Bundesliga,2020-2021
Julian Baumgartlinger,at AUT,MF,Leverkusen,32,1988,17,12,1072,11.9,2,0,2,2,0,0,1,0,1.0,1.0,0.2,1.2,3,51,8,Bundesliga,2020-2021
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,20,2000,29,27,2303,25.6,2,2,4,2,0,0,5,0,4.5,4.5,2.7,7.1,11,76,42,Bundesliga,2020-2021
Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,22,1998,26,9,977,10.9,2,3,5,2,0,0,5,0,1.9,1.9,3.2,5.0,30,46,76,Bundesliga,2020-2021
Andreas Voglsammer,de GER,"FW,MF",Arminia,28,1992,18,11,1000,11.1,2,2,4,2,0,0,1,0,3.9,3.9,1.9,5.8,20,23,71,Bundesliga,2020-2021
Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,27,1993,18,3,479,5.3,2,3,5,2,0,0,2,0,2.1,2.1,2.3,4.5,20,17,58,Bundesliga,2020-2021
Marius Wolf,de GER,"MF,DF",Köln,25,1995,31,29,2551,28.3,2,2,4,2,0,0,3,0,3.2,3.2,2.4,5.5,72,120,132,Bundesliga,2020-2021
Nadiem Amiri,de GER,MF,Leverkusen,23,1996,29,20,1890,21.0,2,6,8,2,0,0,5,0,2.2,2.2,3.1,5.3,45,113,82,Bundesliga,2020-2021
David Alaba,at AUT,"DF,MF",Bayern Munich,28,1992,32,30,2675,29.7,2,4,6,2,0,0,4,0,1.2,1.2,2.1,3.3,56,242,70,Bundesliga,2020-2021
Stefan Lainer,at AUT,DF,Gladbach,27,1992,33,31,2768,30.8,2,2,4,2,0,0,2,0,1.8,1.8,3.1,5.0,79,136,171,Bundesliga,2020-2021
Marc-Oliver Kempf,de GER,DF,Stuttgart,25,1995,32,32,2727,30.3,2,1,3,2,0,0,5,0,1.1,1.1,0.5,1.6,51,199,13,Bundesliga,2020-2021
Valentino Lazaro,at AUT,"DF,FW",Gladbach,24,1996,22,13,1240,13.8,2,0,2,2,0,0,3,0,2.3,2.3,1.2,3.4,33,30,71,Bundesliga,2020-2021
Manuel Akanji,ch SUI,DF,Dortmund,25,1995,28,26,2350,26.1,2,0,2,2,0,0,4,0,1.7,1.7,0.3,2.0,26,159,7,Bundesliga,2020-2021
Jessic Ngankam,de GER,FW,Hertha BSC,20,2000,15,2,296,3.3,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,3,1,12,Bundesliga,2020-2021
Mattéo Guendouzi,fr FRA,MF,Hertha BSC,21,1999,24,19,1818,20.2,2,1,3,2,0,0,5,0,1.0,1.0,1.6,2.6,40,125,61,Bundesliga,2020-2021
Robert Glatzel,de GER,FW,Mainz 05,26,1994,13,3,359,4.0,2,1,3,2,0,0,0,0,2.8,2.8,0.5,3.3,9,12,38,Bundesliga,2020-2021
Florian Grillitsch,at AUT,"MF,DF",Hoffenheim,24,1995,26,22,1879,20.9,2,1,3,2,0,0,6,1,2.5,2.5,1.6,4.2,29,160,43,Bundesliga,2020-2021
Martin Hinteregger,at AUT,DF,Eint Frankfurt,27,1992,29,29,2527,28.1,2,1,3,2,0,0,4,0,2.4,2.4,1.2,3.5,23,152,18,Bundesliga,2020-2021
Amine Harit,ma MAR,"MF,FW",Schalke 04,23,1997,28,25,2101,23.3,2,5,7,2,0,0,4,0,1.5,1.5,5.1,6.7,83,93,152,Bundesliga,2020-2021
Marcel Halstenberg,de GER,DF,RB Leipzig,28,1991,24,19,1651,18.3,2,2,4,1,1,1,2,0,1.9,1.1,1.7,2.9,44,143,59,Bundesliga,2020-2021
Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,36,1983,9,7,588,6.5,2,1,3,2,0,1,2,0,3.5,2.7,0.3,3.0,1,14,21,Bundesliga,2020-2021
Matthias Ginter,de GER,DF,Gladbach,26,1994,34,34,3060,34.0,2,1,3,2,0,0,2,0,1.4,1.4,1.8,3.2,47,178,21,Bundesliga,2020-2021
Yannick Gerhardt,de GER,"MF,FW",Wolfsburg,26,1994,29,21,1936,21.5,2,4,6,2,0,0,3,0,3.9,3.9,3.4,7.3,51,74,107,Bundesliga,2020-2021
Manuel Gulde,de GER,DF,Freiburg,29,1991,27,22,1954,21.7,2,0,2,2,0,0,3,0,0.8,0.8,0.0,0.8,9,54,7,Bundesliga,2020-2021
Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,19,2001,31,17,1506,16.7,2,1,3,2,0,0,2,0,2.8,2.8,2.6,5.4,46,29,149,Bundesliga,2020-2021
John Brooks,us USA,DF,Wolfsburg,27,1993,32,31,2774,30.8,2,0,2,2,0,0,5,0,1.6,1.6,0.4,2.1,28,144,6,Bundesliga,2020-2021
Jonathan Burkardt,de GER,"FW,MF",Mainz 05,20,2000,29,16,1373,15.3,2,0,2,2,0,0,0,0,3.7,3.7,1.9,5.6,39,33,97,Bundesliga,2020-2021
Jan Thielmann,de GER,"FW,MF",Köln,18,2002,24,9,1029,11.4,2,3,5,2,0,0,0,0,1.4,1.4,0.8,2.2,18,28,70,Bundesliga,2020-2021
Ryan Sessegnon,eng ENG,"DF,FW",Hoffenheim,20,2000,23,17,1574,17.5,2,3,5,2,0,0,4,0,0.8,0.8,1.7,2.5,45,68,103,Bundesliga,2020-2021
Jonathan Schmid,fr FRA,"MF,DF",Freiburg,30,1990,31,27,2393,26.6,2,2,4,2,0,0,4,0,1.1,1.1,2.4,3.5,49,130,122,Bundesliga,2020-2021
