Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,League,Season
Ludovic Blas,fr FRA,"MF,FW",Nantes,22,1997,36,32,2787,31.0,10,4,14,10,0,0,5,0,8.1,8.1,3.6,11.7,73,132,148,Ligue 1,2020-2021
Tino Kadewere,zw ZIM,FW,Lyon,24,1996,33,24,2009,22.3,10,3,13,10,0,0,4,0,9.9,9.9,3.4,13.3,36,39,186,Ligue 1,2020-2021
Yoane Wissa,cd COD,"MF,FW",Lorient,23,1996,38,30,2674,29.7,10,4,14,6,4,5,2,0,12.1,8.8,3.5,12.3,81,63,184,Ligue 1,2020-2021
Serhou Guirassy,gn GUI,FW,Rennes,24,1996,27,19,1764,19.6,10,1,11,9,1,1,3,0,9.2,8.4,2.7,11.2,17,36,151,Ligue 1,2020-2021
Stephy Mavididi,eng ENG,"FW,MF",Montpellier,22,1998,35,23,2030,22.6,9,0,9,9,0,0,3,0,5.6,5.6,1.2,6.8,76,23,140,Ligue 1,2020-2021
Martin Terrier,fr FRA,"FW,MF",Rennes,23,1997,34,30,2436,27.1,9,7,16,8,1,1,2,1,5.3,4.6,3.6,8.2,57,64,188,Ligue 1,2020-2021
Arkadiusz Milik,pl POL,FW,Marseille,26,1994,15,14,1220,13.6,9,1,10,6,3,3,2,0,7.4,5.1,0.9,5.9,15,24,74,Ligue 1,2020-2021
Steve Mounié,bj BEN,FW,Brest,25,1994,35,31,2680,29.8,9,4,13,8,1,2,6,0,12.1,10.5,2.9,13.4,27,49,140,Ligue 1,2020-2021
Habib Diallo,sn SEN,FW,Strasbourg,25,1995,32,27,2322,25.8,9,3,12,8,1,1,2,0,7.6,6.8,2.4,9.2,20,39,159,Ligue 1,2020-2021
Neymar,br BRA,"MF,FW",Paris S-G,28,1992,18,15,1415,15.7,9,5,14,4,5,6,7,2,13.1,8.4,7.2,15.6,103,160,163,Ligue 1,2020-2021
Randal Kolo Muani,fr FRA,FW,Nantes,21,1998,37,35,3029,33.7,9,4,13,9,0,0,3,0,9.5,9.5,6.9,16.5,89,39,206,Ligue 1,2020-2021
Moussa Koné,sn SEN,FW,Nîmes,23,1996,33,21,1755,19.5,9,0,9,9,0,0,2,0,6.4,6.4,1.0,7.4,22,26,85,Ligue 1,2020-2021
Lucas Paquetá,br BRA,MF,Lyon,22,1997,30,27,2275,25.3,9,5,14,9,0,0,6,1,7.0,7.0,5.1,12.1,40,190,99,Ligue 1,2020-2021
Franck Honorat,fr FRA,"MF,FW",Brest,23,1996,36,28,2458,27.3,8,4,12,8,0,0,3,0,4.2,4.2,7.9,12.1,83,83,227,Ligue 1,2020-2021
Florian Sotoca,fr FRA,FW,Lens,29,1990,33,28,2413,26.8,8,3,11,6,2,2,7,0,10.2,8.6,3.9,12.6,43,81,231,Ligue 1,2020-2021
Florian Thauvin,fr FRA,"FW,MF",Marseille,27,1993,36,33,2732,30.4,8,8,16,8,0,2,5,0,9.0,7.4,9.6,17.0,112,163,281,Ligue 1,2020-2021
Irvin Cardona,fr FRA,FW,Brest,22,1997,36,22,2029,22.5,8,1,9,8,0,0,2,0,7.7,7.7,1.1,8.8,46,34,164,Ligue 1,2020-2021
Dimitri Payet,fr FRA,"FW,MF",Marseille,33,1987,33,28,2417,26.9,7,10,17,7,0,1,4,2,5.9,5.1,8.0,13.1,78,150,248,Ligue 1,2020-2021
Sofiane Diop,fr FRA,"MF,FW",Monaco,20,2000,32,24,2023,22.5,7,1,8,7,0,0,4,0,4.8,4.8,2.8,7.6,65,127,132,Ligue 1,2020-2021
Imran Louza,ma MAR,MF,Nantes,21,1999,33,28,2379,26.4,7,2,9,2,5,5,4,1,5.8,1.9,1.8,3.7,33,148,76,Ligue 1,2020-2021
Angelo Fulgini,fr FRA,MF,Angers,23,1996,33,33,2725,30.3,7,3,10,6,1,1,4,0,5.4,4.6,4.8,9.4,101,201,192,Ligue 1,2020-2021
Mama Samba Baldé,gw GNB,FW,Dijon,24,1995,29,24,2161,24.0,7,0,7,7,0,0,4,0,8.1,8.1,0.6,8.7,22,24,162,Ligue 1,2020-2021
Denis Bouanga,ga GAB,"MF,FW",Saint-Étienne,25,1994,36,30,2720,30.2,7,4,11,4,3,4,7,0,12.8,9.6,3.1,12.7,85,51,222,Ligue 1,2020-2021
Ignatius Ganago,cm CMR,FW,Lens,21,1999,24,16,1304,14.5,7,0,7,7,0,0,0,0,7.8,7.8,1.3,9.1,27,13,107,Ligue 1,2020-2021
Houssem Aouar,dz ALG,"MF,FW",Lyon,22,1998,30,23,1781,19.8,7,3,10,5,2,2,3,1,9.9,8.3,4.0,12.3,74,130,172,Ligue 1,2020-2021
Arnaud Kalimuendo,fr FRA,"FW,MF",Lens,18,2002,28,13,1218,13.5,7,3,10,7,0,0,0,0,5.8,5.8,2.5,8.3,41,21,121,Ligue 1,2020-2021
Wahbi Khazri,tn TUN,FW,Saint-Étienne,29,1991,22,16,1181,13.1,7,1,8,4,3,3,5,1,4.8,2.4,1.5,3.9,37,56,64,Ligue 1,2020-2021
Mauro Icardi,ar ARG,FW,Paris S-G,27,1993,20,11,1079,12.0,7,3,10,6,1,1,1,0,8.6,7.8,2.7,10.5,3,12,46,Ligue 1,2020-2021
Yusuf Yazıcı,tr TUR,"FW,MF",Lille,23,1997,32,10,1086,12.1,7,4,11,7,0,0,1,0,4.2,4.2,4.0,8.2,25,52,85,Ligue 1,2020-2021
Benjamin Bourigeaud,fr FRA,"MF,FW",Rennes,26,1994,37,29,2552,28.4,6,5,11,6,0,0,8,0,4.3,4.3,5.6,9.9,21,192,164,Ligue 1,2020-2021
Ibrahima Niane,sn SEN,FW,Metz,21,1999,10,9,663,7.4,6,0,6,5,1,1,0,0,3.5,2.7,0.1,2.8,9,12,44,Ligue 1,2020-2021
Stéphane Bahoken,cm CMR,FW,Angers,28,1992,30,18,1616,18.0,6,2,8,6,0,1,4,0,8.3,7.5,1.0,8.5,34,22,110,Ligue 1,2020-2021
Pablo Sarabia,es ESP,"FW,MF",Paris S-G,28,1992,27,13,1320,14.7,6,4,10,6,0,0,2,0,5.3,5.3,6.1,11.5,44,66,173,Ligue 1,2020-2021
Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,27,1993,33,33,2957,32.9,6,10,16,5,1,1,2,0,5.9,5.1,6.5,11.6,92,121,266,Ligue 1,2020-2021
Farid Boulaya,dz ALG,"MF,FW",Metz,27,1993,33,32,2815,31.3,6,8,14,5,1,2,5,0,5.2,3.7,8.5,12.2,120,217,116,Ligue 1,2020-2021
Kasper Dolberg,dk DEN,FW,Nice,22,1997,25,21,1928,21.4,6,2,8,4,2,2,2,0,8.4,6.8,1.1,7.9,15,21,92,Ligue 1,2020-2021
Stevan Jovetić,me MNE,"FW,MF",Monaco,30,1989,29,6,802,8.9,6,0,6,6,0,1,1,0,5.5,4.3,0.6,4.9,30,50,80,Ligue 1,2020-2021
Romain Hamouma,fr FRA,"FW,MF",Saint-Étienne,33,1987,29,19,1769,19.7,6,1,7,6,0,0,5,0,4.8,4.7,3.5,8.1,62,59,165,Ligue 1,2020-2021
Moses Simon,ng NGA,"FW,MF",Nantes,25,1995,33,28,2324,25.8,6,5,11,5,1,1,2,0,7.7,7.0,3.0,10.0,117,55,223,Ligue 1,2020-2021
Gaëtan Charbonnier,fr FRA,"MF,FW",Brest,31,1988,36,17,1570,17.4,6,1,7,5,1,1,4,0,6.3,5.5,3.1,8.6,18,65,123,Ligue 1,2020-2021
Romain Faivre,fr FRA,"MF,FW",Brest,22,1998,36,33,2891,32.1,6,5,11,5,1,1,0,0,6.2,5.4,7.2,12.7,141,171,166,Ligue 1,2020-2021
Jonathan Bamba,ci CIV,MF,Lille,24,1996,38,34,2985,33.2,6,9,15,6,0,0,2,0,4.2,4.2,5.1,9.3,103,128,262,Ligue 1,2020-2021
Lois Diony,fr FRA,FW,Angers,27,1992,36,20,1749,19.4,5,1,6,4,1,1,2,0,4.0,3.3,1.9,5.1,45,20,159,Ligue 1,2020-2021
Aleksandr Golovin,ru RUS,"MF,FW",Monaco,24,1996,21,12,1069,11.9,5,9,14,5,0,0,2,0,2.9,2.9,5.4,8.3,45,36,93,Ligue 1,2020-2021
Darío Benedetto,ar ARG,FW,Marseille,30,1990,32,19,1579,17.5,5,3,8,4,1,1,3,2,7.6,6.8,1.8,8.6,15,22,96,Ligue 1,2020-2021
Moussa Konaté,sn SEN,FW,Dijon,27,1993,27,13,1196,13.3,5,1,6,4,1,2,4,0,5.2,3.7,0.4,4.2,10,19,72,Ligue 1,2020-2021
Téji Savanier,fr FRA,MF,Montpellier,28,1991,27,26,2165,24.1,5,5,10,3,2,4,6,1,5.9,2.8,6.8,9.6,46,171,76,Ligue 1,2020-2021
Simon Banza,cd COD,FW,Lens,23,1996,34,12,1372,15.2,5,2,7,4,1,1,6,1,6.0,5.2,2.1,7.3,17,34,115,Ligue 1,2020-2021
Guillermo Maripán,cl CHI,DF,Monaco,26,1994,28,22,2089,23.2,5,1,6,5,0,0,7,0,2.2,2.2,0.5,2.7,16,83,4,Ligue 1,2020-2021
Adrien Thomasson,fr FRA,"MF,FW",Strasbourg,26,1993,37,31,2624,29.2,5,1,6,5,0,0,8,1,6.2,6.2,4.0,10.2,37,99,159,Ligue 1,2020-2021
Romain Thomas,fr FRA,DF,Angers,32,1988,34,34,3024,33.6,4,0,4,4,0,0,5,1,2.6,2.6,0.2,2.8,4,61,5,Ligue 1,2020-2021
Luiz Araújo,br BRA,MF,Lille,24,1996,28,17,1496,16.6,4,2,6,4,0,0,5,0,3.7,3.7,2.0,5.6,50,65,135,Ligue 1,2020-2021
Pierre-Yves Hamel,fr FRA,FW,Lorient,26,1994,23,7,849,9.4,4,2,6,3,1,1,5,0,3.1,2.3,0.7,3.0,6,14,26,Ligue 1,2020-2021
Samuel Kalu,ng NGA,"FW,MF",Bordeaux,22,1997,20,14,964,10.7,4,1,5,4,0,0,3,0,1.8,1.8,0.6,2.4,34,26,80,Ligue 1,2020-2021
Adrian Grbić,at AUT,FW,Lorient,23,1996,33,9,961,10.7,4,0,4,1,3,3,2,0,6.5,4.1,0.5,4.7,13,10,53,Ligue 1,2020-2021
Clément Grenier,fr FRA,"MF,FW",Rennes,29,1991,23,12,1078,12.0,4,3,7,3,1,1,3,0,2.6,1.8,2.2,4.0,17,90,63,Ligue 1,2020-2021
Toma Bašić,hr CRO,MF,Bordeaux,23,1996,34,32,2601,28.9,4,1,5,4,0,0,7,0,4.6,4.6,2.5,7.0,31,111,76,Ligue 1,2020-2021
Vagner Gonçalves,cv CPV,"FW,MF",Metz,24,1996,26,10,967,10.7,4,1,5,2,2,2,3,0,4.7,3.1,1.6,4.7,14,19,73,Ligue 1,2020-2021
Nathanael Mbuku,cd COD,"MF,FW",Reims,18,2002,32,28,2210,24.6,4,1,5,4,0,0,3,0,2.6,2.6,2.4,5.0,47,77,114,Ligue 1,2020-2021
Niclas Eliasson,se SWE,"MF,FW",Nîmes,24,1995,30,19,1799,20.0,4,3,7,4,0,0,1,0,3.6,3.6,4.4,8.0,27,27,141,Ligue 1,2020-2021
Julian Draxler,de GER,"MF,FW",Paris S-G,26,1993,24,12,1064,11.8,4,3,7,4,0,0,3,0,1.6,1.6,3.1,4.8,49,70,94,Ligue 1,2020-2021
Aaron Leya Iseka,be BEL,FW,Metz,22,1997,21,12,1008,11.2,4,0,4,2,2,3,4,0,4.8,2.5,0.6,3.0,13,12,51,Ligue 1,2020-2021
El Bilal Touré,ml MLI,FW,Reims,18,2001,33,11,1245,13.8,4,1,5,4,0,0,4,0,3.1,3.1,0.7,3.8,13,20,65,Ligue 1,2020-2021
Pierre Lees-Melou,fr FRA,MF,Nice,27,1993,29,23,2063,22.9,4,2,6,3,1,1,3,1,4.7,3.9,0.8,4.7,38,141,56,Ligue 1,2020-2021
Mathieu Cafaro,fr FRA,"MF,FW",Reims,23,1997,31,27,2074,23.0,4,2,6,4,0,0,3,0,2.7,2.7,2.6,5.3,61,69,111,Ligue 1,2020-2021
Mathias Pereira Lage,pt POR,"FW,MF",Angers,23,1996,28,16,1467,16.3,4,1,5,4,0,0,5,0,2.1,2.1,0.6,2.7,24,44,87,Ligue 1,2020-2021
Damien Da Silva,fr FRA,DF,Rennes,32,1988,30,30,2661,29.6,4,0,4,4,0,0,7,1,2.1,2.1,0.3,2.3,28,145,4,Ligue 1,2020-2021
Ángel Di María,ar ARG,"FW,MF",Paris S-G,32,1988,27,23,1853,20.6,4,9,13,4,0,0,1,0,4.7,4.7,11.2,15.9,90,159,219,Ligue 1,2020-2021
Remi Oudin,fr FRA,"FW,MF",Bordeaux,23,1996,38,27,2420,26.9,4,4,8,4,0,0,2,0,3.9,3.9,5.0,8.9,77,77,210,Ligue 1,2020-2021
Arnaud Nordin,fr FRA,"MF,FW",Saint-Étienne,22,1998,32,20,1771,19.7,4,4,8,4,0,0,1,0,3.9,3.9,2.9,6.9,55,46,101,Ligue 1,2020-2021
Alexis Claude-Maurice,fr FRA,"MF,FW",Nice,22,1998,30,21,1910,21.2,4,5,9,4,0,0,2,0,3.8,3.8,3.8,7.6,61,76,116,Ligue 1,2020-2021
Adrien Hunou,fr FRA,"FW,MF",Rennes,26,1994,20,5,589,6.5,4,0,4,4,0,0,1,0,4.6,4.6,1.0,5.6,8,14,60,Ligue 1,2020-2021
Jonathan Ikone,fr FRA,"MF,FW",Lille,22,1998,37,26,2177,24.2,4,5,9,3,1,1,0,0,4.3,3.5,2.9,6.4,65,73,117,Ligue 1,2020-2021
Yunis Abdelhamid,ma MAR,DF,Reims,32,1987,33,33,2889,32.1,3,0,3,3,0,0,4,1,1.9,1.9,0.3,2.2,18,99,3,Ligue 1,2020-2021
Laurent Abergel,fr FRA,MF,Lorient,27,1993,38,32,2963,32.9,3,1,4,3,0,0,5,0,1.5,1.5,1.7,3.3,32,138,35,Ligue 1,2020-2021
Arber Zeneli,xk KVX,"MF,FW",Reims,25,1995,28,14,1289,14.3,3,3,6,3,0,0,1,0,1.5,1.5,1.8,3.2,47,33,104,Ligue 1,2020-2021
Charles Abi,fr FRA,"FW,MF",Saint-Étienne,20,2000,24,9,912,10.1,3,2,5,3,0,0,1,0,2.1,2.1,0.3,2.4,13,21,48,Ligue 1,2020-2021
Ismaël Traoré,ci CIV,DF,Angers,33,1986,34,34,2993,33.3,3,3,6,3,0,0,3,0,1.5,1.5,0.9,2.4,11,83,8,Ligue 1,2020-2021
Pierrick Capelle,fr FRA,"MF,DF",Angers,33,1987,35,24,2053,22.8,3,3,6,3,0,0,2,0,3.0,3.0,2.1,5.2,38,97,90,Ligue 1,2020-2021
Mahdi Camara,fr FRA,"MF,DF",Saint-Étienne,22,1998,37,37,3290,36.6,3,2,5,3,0,0,4,0,3.2,3.2,1.3,4.5,55,141,57,Ligue 1,2020-2021
Timothy Weah,us USA,"FW,MF",Lille,20,2000,28,7,878,9.8,3,0,3,3,0,0,1,0,3.0,3.0,1.2,4.2,26,19,80,Ligue 1,2020-2021
Elye Wahi,fr FRA,FW,Montpellier,17,2003,18,3,555,6.2,3,1,4,3,0,0,1,0,2.5,2.5,0.4,2.8,16,6,44,Ligue 1,2020-2021
Papa Ndiaga Yade,mr MTN,"FW,MF",Metz,20,2000,28,9,1001,11.1,3,4,7,3,0,0,4,0,1.4,1.4,2.4,3.8,41,22,81,Ligue 1,2020-2021
Jonathan Clauss,fr FRA,DF,Lens,27,1992,33,30,2521,28.0,3,6,9,3,0,0,2,0,1.7,1.7,7.1,8.8,102,113,235,Ligue 1,2020-2021
Brendan Chardonnet,fr FRA,DF,Brest,25,1994,33,30,2716,30.2,3,1,4,3,0,0,3,1,2.3,2.3,0.8,3.1,29,106,7,Ligue 1,2020-2021
Opa Nguette,sn SEN,"FW,MF",Metz,26,1994,16,13,1132,12.6,3,1,4,3,0,1,0,0,3.3,2.6,0.7,3.3,33,19,85,Ligue 1,2020-2021
Romain Perraud,fr FRA,DF,Brest,22,1997,36,35,3140,34.9,3,7,10,3,0,0,4,0,2.7,2.7,3.6,6.3,107,132,213,Ligue 1,2020-2021
Zeki Çelik,tr TUR,DF,Lille,23,1997,29,28,2381,26.5,3,2,5,3,0,0,8,0,0.6,0.6,2.0,2.6,69,102,119,Ligue 1,2020-2021
Thomas Mangani,fr FRA,MF,Angers,33,1987,35,32,2691,29.9,3,3,6,0,3,3,3,0,3.3,0.9,3.7,4.6,22,265,36,Ligue 1,2020-2021
Rony Lopes,pt POR,"FW,MF",Nice,24,1995,28,23,1783,19.8,3,1,4,3,0,0,1,0,2.9,2.9,3.9,6.8,55,68,159,Ligue 1,2020-2021
Myziane Maolida,km COM,"FW,MF",Nice,21,1999,19,11,1077,12.0,3,1,4,3,0,0,2,0,2.2,2.2,1.9,4.1,35,20,92,Ligue 1,2020-2021
Marcelo,br BRA,DF,Lyon,33,1987,34,34,2907,32.3,3,0,3,3,0,0,7,2,1.8,1.8,0.5,2.3,18,146,6,Ligue 1,2020-2021
Pape Matar Sarr,sn SEN,MF,Metz,17,2002,22,18,1594,17.7,3,0,3,3,0,0,5,0,1.1,1.1,0.5,1.6,44,99,29,Ligue 1,2020-2021
Gelson Martins,pt POR,"MF,FW",Monaco,25,1995,23,20,1551,17.2,3,2,5,3,0,0,3,0,2.7,2.7,3.2,5.8,57,60,191,Ligue 1,2020-2021
Marquinhos,br BRA,DF,Paris S-G,26,1994,25,24,2128,23.6,3,1,4,3,0,0,2,0,2.2,2.2,0.2,2.5,14,117,7,Ligue 1,2020-2021
Axel Disasi,fr FRA,DF,Monaco,22,1998,29,24,2011,22.3,3,0,3,3,0,0,4,2,2.4,2.4,0.4,2.8,19,87,4,Ligue 1,2020-2021
Florent Mollet,fr FRA,MF,Montpellier,28,1991,34,30,2355,26.2,3,5,8,3,0,0,5,2,4.2,4.2,3.4,7.6,48,143,127,Ligue 1,2020-2021
Harold Moukoudi,cm CMR,DF,Saint-Étienne,22,1997,26,26,2276,25.3,3,1,4,3,0,0,6,0,2.2,2.2,0.9,3.1,13,63,5,Ligue 1,2020-2021
Thomas Delaine,fr FRA,"DF,FW",Metz,28,1992,24,19,1779,19.8,3,2,5,3,0,0,4,0,1.7,1.7,1.1,2.8,98,43,113,Ligue 1,2020-2021
Kalifa Coulibaly,ml MLI,FW,Nantes,28,1991,17,11,981,10.9,3,1,4,2,1,1,2,0,2.6,1.8,1.1,2.9,6,20,70,Ligue 1,2020-2021
José Fonte,pt POR,DF,Lille,36,1983,36,36,3185,35.4,3,0,3,3,0,0,7,0,2.1,2.1,0.5,2.6,14,137,14,Ligue 1,2020-2021
Hicham Boudaoui,dz ALG,MF,Nice,20,1999,25,22,1736,19.3,3,2,5,3,0,0,9,0,2.2,2.2,1.9,4.1,33,64,70,Ligue 1,2020-2021
Kenny Lala,mg MAD,DF,Strasbourg,28,1991,21,21,1834,20.4,3,2,5,0,3,3,1,0,2.7,0.4,4.0,4.4,48,88,88,Ligue 1,2020-2021
Armand Lauriente,fr FRA,"MF,FW",Lorient,21,1998,29,16,1622,18.0,3,5,8,3,0,0,4,0,3.7,3.7,5.6,9.4,87,43,144,Ligue 1,2020-2021
Islam Slimani,dz ALG,FW,Lyon,32,1988,18,4,579,6.4,3,1,4,3,0,0,0,1,3.7,3.7,1.8,5.5,8,21,58,Ligue 1,2020-2021
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,26,1994,29,6,917,10.2,3,1,4,3,0,1,2,0,2.4,1.6,1.3,2.8,41,43,96,Ligue 1,2020-2021
Bruno Guimarães,br BRA,MF,Lyon,22,1997,33,21,1754,19.5,3,1,4,2,1,1,6,0,2.6,1.8,2.1,3.9,40,196,56,Ligue 1,2020-2021
Valère Germain,fr FRA,"FW,MF",Marseille,30,1990,24,6,857,9.5,3,0,3,3,0,0,1,0,2.2,2.2,0.1,2.2,4,17,38,Ligue 1,2020-2021
Lamine Gueye,sn SEN,"FW,MF",Metz,22,1998,26,19,1454,16.2,3,2,5,3,0,0,1,0,4.6,4.6,2.3,6.9,42,30,142,Ligue 1,2020-2021
Nayef Aguerd,ma MAR,DF,Rennes,24,1996,35,35,3147,35.0,3,1,4,3,0,0,6,0,3.2,3.2,0.7,4.0,14,136,2,Ligue 1,2020-2021
Pol Lirola,es ESP,"DF,FW",Marseille,22,1997,19,17,1553,17.3,2,2,4,2,0,0,3,0,1.3,1.3,2.2,3.5,63,55,128,Ligue 1,2020-2021
Bruno Ecuele Manga,ga GAB,DF,Dijon,32,1988,38,38,3420,38.0,2,0,2,2,0,0,3,0,2.4,2.4,0.1,2.5,10,76,2,Ligue 1,2020-2021
Cesc Fàbregas,es ESP,"MF,FW",Monaco,33,1987,21,7,877,9.7,2,3,5,0,2,2,2,0,3.2,1.6,3.3,4.9,10,115,48,Ligue 1,2020-2021
Dylan Bronn,tn TUN,DF,Metz,25,1995,38,38,3412,37.9,2,0,2,1,1,2,4,0,2.3,0.7,0.3,1.0,37,119,7,Ligue 1,2020-2021
Facundo Medina,ar ARG,DF,Lens,21,1999,24,23,2007,22.3,2,0,2,2,0,0,11,0,1.2,1.2,0.5,1.7,24,133,6,Ligue 1,2020-2021
Jeremy Doku,be BEL,"MF,FW",Rennes,18,2002,30,26,2313,25.7,2,3,5,2,0,0,1,1,2.8,2.8,2.9,5.7,135,106,281,Ligue 1,2020-2021
Mickaël Cuisance,fr FRA,MF,Marseille,20,1999,23,11,1024,11.4,2,1,3,2,0,0,3,0,0.8,0.8,0.5,1.3,19,45,53,Ligue 1,2020-2021
Daniel Congré,fr FRA,DF,Montpellier,35,1985,38,38,3292,36.6,2,0,2,2,0,0,4,0,1.3,1.3,0.2,1.5,26,101,4,Ligue 1,2020-2021
Mathieu Debuchy,fr FRA,DF,Saint-Étienne,35,1985,26,25,2103,23.4,2,1,3,2,0,0,5,0,2.7,2.7,1.5,4.2,33,80,91,Ligue 1,2020-2021
Thomas Monconduit,fr FRA,MF,Lorient,29,1991,27,12,1153,12.8,2,0,2,2,0,0,4,0,1.2,1.2,0.9,2.1,14,89,11,Ligue 1,2020-2021
Duje Ćaleta-Car,hr CRO,DF,Marseille,23,1996,33,32,2813,31.3,2,1,3,2,0,0,8,1,1.2,1.2,1.0,2.2,13,82,3,Ligue 1,2020-2021
Benoît Badiashile,fr FRA,DF,Monaco,19,2001,35,32,2870,31.9,2,1,3,2,0,0,5,0,2.3,2.3,1.2,3.5,17,170,6,Ligue 1,2020-2021
Danilo Pereira,pt POR,"MF,DF",Paris S-G,28,1991,23,16,1430,15.9,2,1,3,2,0,0,3,0,1.5,1.5,0.6,2.1,10,82,4,Ligue 1,2020-2021
Dante,br BRA,DF,Nice,36,1983,9,9,774,8.6,2,1,3,2,0,0,2,0,0.9,0.9,0.2,1.0,3,27,0,Ligue 1,2020-2021
Mehdi Chahiri,ma MAR,"FW,MF",Strasbourg,24,1996,23,8,801,8.9,2,0,2,2,0,0,0,0,1.6,1.6,1.0,2.6,24,37,77,Ligue 1,2020-2021
Trevoh Chalobah,eng ENG,"DF,MF",Lorient,21,1999,29,24,2237,24.9,2,2,4,2,0,0,5,0,1.6,1.6,0.7,2.2,25,93,20,Ligue 1,2020-2021
Jérôme Hergault,fr FRA,"DF,MF",Lorient,34,1986,22,19,1625,18.1,2,0,2,2,0,0,0,0,0.4,0.4,0.3,0.7,25,55,68,Ligue 1,2020-2021
Nicolas Pallois,fr FRA,DF,Nantes,32,1987,32,31,2776,30.8,2,0,2,2,0,0,8,1,1.9,1.9,0.2,2.1,20,104,5,Ligue 1,2020-2021
Kévin Zohi,ml MLI,"FW,MF",Strasbourg,23,1996,23,2,436,4.8,2,0,2,2,0,0,0,0,0.9,0.9,0.6,1.5,18,20,45,Ligue 1,2020-2021
Muzinga Ngonda,cd COD,DF,Dijon,25,1994,30,25,2307,25.6,2,0,2,2,0,0,5,0,0.3,0.3,1.1,1.4,40,135,96,Ligue 1,2020-2021
Abdoulaye Touré,gn GUI,MF,Nantes,26,1994,29,20,1681,18.7,2,2,4,1,1,1,2,0,2.6,1.8,1.4,3.2,22,101,23,Ligue 1,2020-2021
Dimitri Liénard,fr FRA,MF,Strasbourg,32,1988,34,19,1829,20.3,2,4,6,1,1,2,2,0,2.8,1.1,4.8,5.9,45,111,87,Ligue 1,2020-2021
