Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,season,game_id
23.0,Sat,2024-02-03,20:45,Bologna,Sassuolo,1.1,0.8,4–2,2023-2024,242
23.0,Sun,2024-02-04,12:30,Torino,Salernitana,0.8,0.1,0–0,2023-2024,243
23.0,Sun,2024-02-04,15:00,Napoli,Hellas Verona,1.2,0.9,2–1,2023-2024,244
23.0,Sun,2024-02-04,18:00,Atalanta,Lazio,2.3,1.2,3–1,2023-2024,245
23.0,Sun,2024-02-04,20:45,Inter,Juventus,1.7,0.6,1–0,2023-2024,246
23.0,Mon,2024-02-05,20:45,Roma,Cagliari,2.5,0.6,4–0,2023-2024,247
24.0,Fri,2024-02-09,20:45,Salernitana,Empoli,0.9,2.2,1–3,2023-2024,249
24.0,Sat,2024-02-10,15:00,Cagliari,Lazio,0.8,1.3,1–3,2023-2024,250
24.0,Sat,2024-02-10,18:00,Roma,Inter,0.7,0.9,2–4,2023-2024,251
24.0,Sat,2024-02-10,20:45,Sassuolo,Torino,0.4,1.0,1–1,2023-2024,252
24.0,Sun,2024-02-11,12:30,Fiorentina,Frosinone,2.2,1.1,5–1,2023-2024,253
24.0,Sun,2024-02-11,15:00,Monza,Hellas Verona,0.7,0.7,0–0,2023-2024,254
24.0,Sun,2024-02-11,15:00,Bologna,Lecce,1.5,1.2,4–0,2023-2024,255
24.0,Sun,2024-02-11,18:00,Genoa,Atalanta,0.8,2.1,1–4,2023-2024,256
24.0,Sun,2024-02-11,20:45,Milan,Napoli,0.9,0.7,1–0,2023-2024,257
24.0,Mon,2024-02-12,20:45,Juventus,Udinese,1.7,0.7,0–1,2023-2024,258
21.0,Wed,2024-02-14,19:00,Bologna,Fiorentina,2.1,0.9,2–0,2023-2024,260
25.0,Fri,2024-02-16,19:00,Torino,Lecce,1.2,0.5,2–0,2023-2024,262
25.0,Fri,2024-02-16,21:00,Inter,Salernitana,3.9,0.0,4–0,2023-2024,263
25.0,Sat,2024-02-17,15:00,Napoli,Genoa,1.4,0.3,1–1,2023-2024,264
25.0,Sat,2024-02-17,18:00,Hellas Verona,Juventus,0.6,1.8,2–2,2023-2024,265
25.0,Sat,2024-02-17,20:45,Atalanta,Sassuolo,4.2,1.6,3–0,2023-2024,266
25.0,Sun,2024-02-18,12:30,Lazio,Bologna,1.1,1.4,1–2,2023-2024,267
25.0,Sun,2024-02-18,15:00,Empoli,Fiorentina,1.0,0.7,1–1,2023-2024,268
25.0,Sun,2024-02-18,15:00,Udinese,Cagliari,1.0,0.2,1–1,2023-2024,269
25.0,Sun,2024-02-18,18:00,Frosinone,Roma,1.4,1.8,0–3,2023-2024,270
25.0,Sun,2024-02-18,20:45,Monza,Milan,1.8,1.3,4–2,2023-2024,271
21.0,Thu,2024-02-22,20:45,Torino,Lazio,1.5,0.5,0–2,2023-2024,273
26.0,Fri,2024-02-23,20:45,Bologna,Hellas Verona,1.6,0.6,2–0,2023-2024,275
26.0,Sat,2024-02-24,15:00,Sassuolo,Empoli,1.7,2.0,2–3,2023-2024,276
26.0,Sat,2024-02-24,18:00,Salernitana,Monza,0.9,2.4,0–2,2023-2024,277
26.0,Sat,2024-02-24,20:45,Genoa,Udinese,1.3,0.3,2–0,2023-2024,278
26.0,Sun,2024-02-25,12:30,Juventus,Frosinone,2.0,0.4,3–2,2023-2024,279
26.0,Sun,2024-02-25,15:00,Cagliari,Napoli,0.7,1.3,1–1,2023-2024,280
26.0,Sun,2024-02-25,18:00,Lecce,Inter,1.0,2.9,0–4,2023-2024,281
26.0,Sun,2024-02-25,20:45,Milan,Atalanta,1.3,1.1,1–1,2023-2024,282
26.0,Mon,2024-02-26,18:30,Roma,Torino,1.4,0.6,3–2,2023-2024,283
26.0,Mon,2024-02-26,20:45,Fiorentina,Lazio,2.5,0.3,2–1,2023-2024,284
21.0,Wed,2024-02-28,18:00,Sassuolo,Napoli,0.3,2.7,1–6,2023-2024,286
21.0,Wed,2024-02-28,20:45,Inter,Atalanta,2.0,0.3,4–0,2023-2024,287
27.0,Fri,2024-03-01,20:45,Lazio,Milan,1.3,1.0,0–1,2023-2024,289
27.0,Sat,2024-03-02,15:00,Udinese,Salernitana,1.8,1.1,1–1,2023-2024,290
27.0,Sat,2024-03-02,18:00,Monza,Roma,0.9,1.8,1–4,2023-2024,291
27.0,Sat,2024-03-02,20:45,Torino,Fiorentina,0.6,0.6,0–0,2023-2024,292
27.0,Sun,2024-03-03,12:30,Hellas Verona,Sassuolo,0.4,0.5,1–0,2023-2024,293
27.0,Sun,2024-03-03,15:00,Empoli,Cagliari,1.4,0.6,0–1,2023-2024,294
27.0,Sun,2024-03-03,15:00,Frosinone,Lecce,1.3,1.2,1–1,2023-2024,295
27.0,Sun,2024-03-03,18:00,Atalanta,Bologna,1.4,1.3,1–2,2023-2024,296
27.0,Sun,2024-03-03,20:45,Napoli,Juventus,2.1,1.6,2–1,2023-2024,297
27.0,Mon,2024-03-04,20:45,Inter,Genoa,1.8,0.8,2–1,2023-2024,298
28.0,Fri,2024-03-08,20:45,Napoli,Torino,1.6,0.9,1–1,2023-2024,300
28.0,Sat,2024-03-09,15:00,Cagliari,Salernitana,3.3,0.9,4–2,2023-2024,301
28.0,Sat,2024-03-09,15:00,Sassuolo,Frosinone,0.6,1.3,1–0,2023-2024,302
28.0,Sat,2024-03-09,18:00,Bologna,Inter,0.6,0.9,0–1,2023-2024,303
28.0,Sat,2024-03-09,20:45,Genoa,Monza,2.1,1.7,2–3,2023-2024,304
28.0,Sun,2024-03-10,12:30,Lecce,Hellas Verona,1.0,0.6,0–1,2023-2024,305
28.0,Sun,2024-03-10,15:00,Milan,Empoli,0.8,0.2,1–0,2023-2024,306
28.0,Sun,2024-03-10,18:00,Juventus,Atalanta,1.3,0.5,2–2,2023-2024,307
28.0,Sun,2024-03-10,20:45,Fiorentina,Roma,2.1,0.6,2–2,2023-2024,308
28.0,Mon,2024-03-11,20:45,Lazio,Udinese,2.2,1.2,1–2,2023-2024,309
