Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,League,Season
Kirian Rodríguez,es ESP,MF,Las Palmas,27,1996,37,36,3211,35.7,6,2,8,6,0,0,8,0,2.1,2.1,1.6,3.7,46,296,78,La_Liga,2023-2024
Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,28,1995,37,29,2565,28.5,6,4,10,6,0,0,5,0,4.1,4.1,5.6,9.7,71,106,179,La_Liga,2023-2024
Arda Güler,tr TUR,"FW,MF",Real Madrid,18,2005,10,4,377,4.2,6,0,6,6,0,0,1,0,1.4,1.4,0.1,1.6,16,17,25,La_Liga,2023-2024
Luis Javier Suárez,co COL,FW,Almería,25,1997,15,10,917,10.2,6,0,6,5,1,1,3,0,6.5,5.7,0.6,6.3,30,15,53,La_Liga,2023-2024
Álvaro García,es ESP,"FW,MF",Rayo Vallecano,30,1992,32,30,2475,27.5,6,1,7,6,0,0,8,1,6.2,6.2,3.0,9.2,56,63,252,La_Liga,2023-2024
Raphinha,br BRA,"FW,MF",Barcelona,26,1996,28,17,1368,15.2,6,9,15,5,1,1,4,1,7.4,6.6,5.7,12.3,49,57,164,La_Liga,2023-2024
Raúl,es ESP,FW,Osasuna,22,2000,35,13,1355,15.1,6,1,7,6,0,0,4,0,4.9,4.9,0.6,5.5,16,22,68,La_Liga,2023-2024
Chris Ramos,es ESP,"FW,MF",Cádiz,26,1997,37,30,2612,29.0,5,1,6,5,0,0,5,0,10.1,10.1,1.7,11.7,31,28,102,La_Liga,2023-2024
Williot Swedberg,se SWE,"FW,MF",Celta Vigo,19,2004,15,4,439,4.9,5,0,5,5,0,0,1,0,2.3,2.3,0.2,2.5,7,6,26,La_Liga,2023-2024
Nico Williams,es ESP,FW,Athletic Club,21,2002,31,29,2263,25.1,5,11,16,5,0,0,6,1,6.0,6.0,5.7,11.7,143,66,302,La_Liga,2023-2024
Eric García,es ESP,DF,Girona,22,2001,30,30,2637,29.3,5,0,5,5,0,0,4,0,2.8,2.8,0.5,3.4,45,221,18,La_Liga,2023-2024
İlkay Gündoğan,de GER,MF,Barcelona,32,1990,36,33,2994,33.3,5,9,14,4,1,2,5,0,7.3,5.7,10.3,16.0,71,224,116,La_Liga,2023-2024
Iván Martín,es ESP,MF,Girona,24,1999,36,33,2729,30.3,5,4,9,5,0,0,5,0,2.9,2.9,3.4,6.3,84,143,109,La_Liga,2023-2024
Dodi Lukebakio,be BEL,"FW,MF",Sevilla,25,1997,23,12,1125,12.5,5,1,6,5,0,0,0,0,5.6,5.6,0.7,6.2,48,26,116,La_Liga,2023-2024
Memphis,nl NED,FW,Atlético Madrid,29,1994,23,9,893,9.9,5,1,6,5,0,0,2,0,5.8,5.8,1.8,7.6,16,27,82,La_Liga,2023-2024
Jaime Mata,es ESP,"FW,MF",Getafe,34,1988,35,22,1787,19.9,5,1,6,5,0,0,10,1,5.6,5.6,1.5,7.2,16,19,138,La_Liga,2023-2024
Brais Méndez,es ESP,"MF,FW",Real Sociedad,26,1997,32,27,2413,26.8,5,6,11,5,0,0,7,0,4.2,4.2,4.2,8.4,45,128,121,La_Liga,2023-2024
Lamine Yamal,es ESP,FW,Barcelona,16,2007,37,22,2201,24.5,5,5,10,5,0,0,3,0,5.2,5.2,6.2,11.4,123,80,350,La_Liga,2023-2024
Luis Rioja,es ESP,"FW,MF",Alavés,29,1993,37,31,2498,27.8,5,4,9,2,3,4,4,0,6.1,3.0,3.9,6.9,70,77,173,La_Liga,2023-2024
Yangel Herrera,ve VEN,MF,Girona,25,1998,29,27,2107,23.4,5,0,5,5,0,0,9,0,4.9,4.9,2.4,7.3,31,92,76,La_Liga,2023-2024
Mikel Merino,es ESP,MF,Real Sociedad,27,1996,32,27,2482,27.6,5,3,8,5,0,0,10,0,3.3,3.3,1.9,5.2,26,163,99,La_Liga,2023-2024
Javier Guerra,es ESP,MF,Valencia,20,2003,36,28,2498,27.8,4,1,5,4,0,0,3,1,2.7,2.7,0.9,3.6,47,81,68,La_Liga,2023-2024
Nemanja Maksimović,rs SRB,MF,Getafe,28,1995,37,37,3265,36.3,4,0,4,4,0,0,4,0,5.5,5.5,1.1,6.6,22,73,35,La_Liga,2023-2024
Samuel Lino,br BRA,"DF,MF",Atlético Madrid,23,1999,34,25,2080,23.1,4,5,9,4,0,0,1,0,5.6,5.6,4.7,10.3,131,84,215,La_Liga,2023-2024
Marc Cardona,es ESP,FW,Las Palmas,28,1995,26,6,737,8.2,4,1,5,3,1,1,4,0,4.2,3.5,1.1,4.5,10,13,74,La_Liga,2023-2024
Martín Zubimendi,es ESP,MF,Real Sociedad,24,1999,31,29,2654,29.5,4,1,5,4,0,0,5,0,2.7,2.7,1.5,4.1,34,152,27,La_Liga,2023-2024
Oihan Sancet,es ESP,MF,Athletic Club,23,2000,30,25,1975,21.9,4,5,9,4,0,1,5,2,6.3,5.5,4.7,10.2,76,121,157,La_Liga,2023-2024
Isaac Romero,es ESP,FW,Sevilla,23,2000,14,14,1039,11.5,4,4,8,4,0,0,2,0,7.3,7.3,1.7,9.0,31,16,64,La_Liga,2023-2024
Lucas Ocampos,ar ARG,"FW,MF",Sevilla,29,1994,35,34,2871,31.9,4,3,7,3,1,1,8,0,5.4,4.6,4.5,9.1,117,124,265,La_Liga,2023-2024
Iker Muñoz,es ESP,MF,Osasuna,20,2002,28,20,1854,20.6,4,0,4,4,0,0,5,0,1.1,1.1,0.2,1.2,17,80,23,La_Liga,2023-2024
Pedri,es ESP,"MF,FW",Barcelona,20,2002,24,16,1476,16.4,4,2,6,4,0,0,3,0,3.1,3.1,4.2,7.3,41,136,81,La_Liga,2023-2024
Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,28,1994,37,34,2791,31.0,4,1,5,2,2,2,8,0,5.9,4.4,1.9,6.3,40,128,152,La_Liga,2023-2024
Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,21,2001,29,20,1427,15.9,4,1,5,4,0,0,1,0,3.5,3.5,1.3,4.8,56,39,163,La_Liga,2023-2024
Darwin Machís,ve VEN,MF,Cádiz,30,1993,21,10,785,8.7,4,0,4,3,1,1,0,1,1.4,0.6,0.7,1.3,20,15,54,La_Liga,2023-2024
Dani Carvajal,es ESP,DF,Real Madrid,31,1992,28,25,2171,24.1,4,3,7,4,0,0,5,1,1.7,1.7,2.7,4.4,30,82,168,La_Liga,2023-2024
Roman Yaremchuk,ua UKR,FW,Valencia,27,1995,25,11,928,10.3,3,0,3,3,0,0,2,0,4.6,4.6,0.1,4.8,12,20,46,La_Liga,2023-2024
Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,23,2000,27,22,1987,22.1,3,1,4,3,0,0,7,0,1.3,1.3,0.9,2.1,28,111,15,La_Liga,2023-2024
André Silva,pt POR,FW,Real Sociedad,27,1995,19,9,729,8.1,3,0,3,2,1,1,1,0,3.3,2.5,0.3,2.8,5,7,44,La_Liga,2023-2024
Kike Salas,es ESP,DF,Sevilla,21,2002,23,19,1605,17.8,3,0,3,3,0,0,10,0,0.8,0.8,0.5,1.4,11,61,16,La_Liga,2023-2024
Umar Sadiq,ng NGA,FW,Real Sociedad,26,1997,26,12,1077,12.0,3,1,4,3,0,0,4,0,3.6,3.6,1.1,4.7,18,13,74,La_Liga,2023-2024
Antonio Sánchez,es ESP,MF,Mallorca,26,1997,29,21,1452,16.1,3,1,4,3,0,0,3,0,2.5,2.5,0.8,3.3,35,57,61,La_Liga,2023-2024
Ricard Sánchez,es ESP,DF,Granada,23,2000,33,25,2295,25.5,3,0,3,3,0,0,8,0,1.0,1.0,1.9,2.9,49,84,103,La_Liga,2023-2024
Carlos Benavídez,uy URU,MF,Alavés,25,1998,29,10,1136,12.6,3,1,4,3,0,0,5,0,1.0,1.0,0.5,1.5,9,60,5,La_Liga,2023-2024
Daniel Parejo,es ESP,MF,Villarreal,34,1989,33,29,2580,28.7,3,5,8,0,3,3,4,0,2.9,0.6,3.0,3.6,11,210,28,La_Liga,2023-2024
Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,23,2000,34,17,1528,17.0,3,5,8,3,0,0,1,0,2.7,2.7,3.1,5.9,87,53,166,La_Liga,2023-2024
Sergi Roberto,es ESP,"MF,DF",Barcelona,31,1992,14,10,860,9.6,3,2,5,3,0,0,4,0,1.7,1.7,0.8,2.4,13,50,33,La_Liga,2023-2024
Largie Ramazani,be BEL,"FW,MF",Almería,22,2001,29,16,1555,17.3,3,5,8,3,0,0,11,2,4.7,4.7,5.7,10.5,59,42,104,La_Liga,2023-2024
Antonio Raillo,es ESP,DF,Mallorca,31,1991,26,25,2195,24.4,3,2,5,3,0,0,6,1,1.4,1.4,2.0,3.4,24,80,4,La_Liga,2023-2024
Sergio Ramos,es ESP,DF,Sevilla,37,1986,28,28,2517,28.0,3,0,3,3,0,0,7,1,1.9,1.9,0.1,2.0,11,81,5,La_Liga,2023-2024
Jonathan Bamba,ci CIV,"MF,FW",Celta Vigo,27,1996,27,24,1981,22.0,3,2,5,3,0,0,0,0,3.0,3.0,4.7,7.7,107,80,169,La_Liga,2023-2024
Luka Romero,ar ARG,FW,Almería,18,2004,13,5,438,4.9,3,0,3,3,0,0,2,0,1.3,1.3,0.1,1.4,11,14,20,La_Liga,2023-2024
Alberto Moleiro,es ESP,"FW,MF",Las Palmas,19,2003,28,21,1803,20.0,3,3,6,3,0,0,1,0,2.0,2.0,2.7,4.6,86,87,184,La_Liga,2023-2024
Anthony Lozano,hn HON,FW,Almería,30,1993,13,10,772,8.6,3,0,3,3,0,0,1,0,3.3,3.3,0.7,4.0,12,16,24,La_Liga,2023-2024
Sergio Camello,es ESP,FW,Rayo Vallecano,22,2001,31,20,1661,18.5,3,1,4,3,0,0,3,0,4.5,4.5,1.3,5.8,22,41,79,La_Liga,2023-2024
David López,es ESP,DF,Girona,33,1989,25,25,1965,21.8,3,0,3,3,0,0,4,0,2.1,1.9,0.2,2.1,15,54,1,La_Liga,2023-2024
Yuri Berchiche,es ESP,DF,Athletic Club,33,1990,27,22,1930,21.4,3,1,4,3,0,0,5,0,0.9,0.7,1.6,2.4,36,132,77,La_Liga,2023-2024
Diego López,es ESP,"MF,FW",Valencia,21,2002,36,30,2656,29.5,3,6,9,3,0,0,2,0,3.7,3.7,5.4,9.1,75,73,180,La_Liga,2023-2024
Florian Lejeune,fr FRA,DF,Rayo Vallecano,32,1991,37,37,3327,37.0,3,1,4,3,0,0,5,0,3.3,3.3,0.7,4.0,15,114,4,La_Liga,2023-2024
Kiké,es ESP,"FW,MF",Alavés,33,1989,33,15,1423,15.8,3,2,5,3,0,1,3,0,7.7,6.9,2.0,8.9,18,32,97,La_Liga,2023-2024
Juanmi,es ESP,FW,Cádiz,30,1993,16,9,873,9.7,3,1,4,3,0,0,3,0,2.5,2.5,1.6,4.2,7,12,40,La_Liga,2023-2024
Cyle Larin,ca CAN,FW,Mallorca,28,1995,35,20,1823,20.3,3,2,5,3,0,0,8,0,9.0,9.0,1.4,10.4,20,13,103,La_Liga,2023-2024
Rubén García,es ESP,"FW,MF",Osasuna,30,1993,30,19,1547,17.2,3,2,5,3,0,0,1,0,2.3,2.3,3.3,5.6,16,59,117,La_Liga,2023-2024
Gonçalo Guedes,pt POR,"FW,MF",Villarreal,26,1996,17,9,951,10.6,3,2,5,3,0,0,0,0,2.3,2.3,1.5,3.8,38,50,88,La_Liga,2023-2024
Munir El Haddadi,ma MAR,FW,Las Palmas,27,1995,38,32,2449,27.2,3,2,5,3,0,1,3,0,4.3,3.5,1.9,5.5,26,78,167,La_Liga,2023-2024
Jon Guridi,es ESP,MF,Alavés,28,1995,36,34,2678,29.8,3,4,7,3,0,0,2,0,4.0,4.0,3.5,7.5,30,117,92,La_Liga,2023-2024
Jorge Cuenca,es ESP,DF,Villarreal,23,1999,29,21,1963,21.8,3,1,4,3,0,0,7,0,1.2,1.2,0.2,1.5,11,78,30,La_Liga,2023-2024
Aleix García,es ESP,MF,Girona,26,1997,37,36,3199,35.5,3,6,9,3,0,0,4,1,1.8,1.8,5.5,7.3,58,294,52,La_Liga,2023-2024
Moi Gómez,es ESP,"MF,FW",Osasuna,29,1994,28,23,2006,22.3,3,0,3,3,0,0,3,0,1.7,1.7,0.9,2.6,36,127,69,La_Liga,2023-2024
Pablo Fornals,es ESP,"FW,MF",Betis,27,1996,15,14,1148,12.8,3,2,5,3,0,0,2,0,1.8,1.8,1.6,3.4,37,89,82,La_Liga,2023-2024
Adri Embarba,es ESP,"FW,MF",Almería,31,1992,36,29,2476,27.5,3,2,5,2,1,1,5,0,4.3,3.5,4.4,8.0,94,58,167,La_Liga,2023-2024
Rodrigo De Paul,ar ARG,MF,Atlético Madrid,29,1994,34,25,2075,23.1,3,5,8,3,0,0,7,0,1.8,1.8,5.0,6.8,73,202,55,La_Liga,2023-2024
Rubén Alcaraz,es ESP,MF,Cádiz,32,1991,36,36,3134,34.8,3,1,4,1,2,2,14,0,3.3,1.7,1.4,3.1,27,154,37,La_Liga,2023-2024
Lucas Vázquez,es ESP,DF,Real Madrid,32,1991,29,14,1419,15.8,3,6,9,3,0,0,0,0,1.2,1.1,3.8,4.8,28,58,160,La_Liga,2023-2024
Mikel Vesga,es ESP,MF,Athletic Club,30,1993,27,18,1534,17.0,3,1,4,1,2,2,2,0,2.7,1.1,1.2,2.3,10,88,29,La_Liga,2023-2024
Axel Witsel,be BEL,DF,Atlético Madrid,34,1989,35,30,2783,30.9,2,0,2,2,0,0,5,0,1.0,1.0,0.3,1.3,17,89,8,La_Liga,2023-2024
Federico Valverde,uy URU,MF,Real Madrid,25,1998,37,33,2904,32.3,2,7,9,2,0,0,2,0,3.5,3.5,5.8,9.3,104,231,102,La_Liga,2023-2024
Ilias Akhomach,ma MAR,"MF,FW",Villarreal,19,2004,31,17,1511,16.8,2,2,4,2,0,0,4,0,3.2,3.2,2.6,5.7,68,45,160,La_Liga,2023-2024
Sergio Akieme,es ESP,DF,Almería,25,1997,19,19,1675,18.6,2,0,2,2,0,0,2,0,1.2,1.2,2.2,3.3,27,28,72,La_Liga,2023-2024
Álex Suárez,es ESP,DF,Las Palmas,30,1993,32,30,2562,28.5,2,0,2,2,0,0,7,0,1.2,1.2,0.2,1.4,12,109,15,La_Liga,2023-2024
Aitor Ruibal,es ESP,"DF,FW",Betis,27,1996,18,11,1017,11.3,2,1,3,2,0,0,5,0,0.8,0.8,1.3,2.1,22,54,50,La_Liga,2023-2024
José Arnaiz,es ESP,"FW,MF",Osasuna,28,1995,26,9,929,10.3,2,1,3,2,0,0,3,0,1.7,1.7,1.8,3.5,23,11,85,La_Liga,2023-2024
Alex Baena,es ESP,"MF,FW",Villarreal,22,2001,34,33,2579,28.7,2,14,16,2,0,1,11,1,7.9,7.1,9.2,16.3,84,165,181,La_Liga,2023-2024
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,25,1998,24,9,967,10.7,2,1,3,2,0,0,9,0,1.5,1.5,2.1,3.6,13,52,48,La_Liga,2023-2024
Dani Rodríguez,es ESP,MF,Mallorca,35,1988,36,31,2615,29.1,2,4,6,2,0,0,9,0,1.4,1.4,4.1,5.5,54,118,110,La_Liga,2023-2024
Guido Rodríguez,ar ARG,MF,Betis,29,1994,24,22,1846,20.5,2,0,2,2,0,0,6,0,0.7,0.7,0.8,1.4,8,65,18,La_Liga,2023-2024
Vitor Roque,br BRA,FW,Barcelona,18,2005,14,2,328,3.6,2,0,2,2,0,0,4,1,2.5,2.5,0.0,2.6,12,2,26,La_Liga,2023-2024
Marc Roca,es ESP,MF,Betis,26,1996,26,24,1980,22.0,2,2,4,2,0,0,5,0,1.1,1.1,1.4,2.5,24,126,20,La_Liga,2023-2024
Ivan Rakitić,hr CRO,MF,Sevilla,35,1988,18,16,1425,15.8,2,1,3,2,0,0,6,0,1.3,1.3,3.0,4.3,24,127,52,La_Liga,2023-2024
Bebé,cv CPV,"MF,FW",Rayo Vallecano,33,1990,19,0,212,2.4,2,0,2,1,1,1,1,0,1.4,0.7,0.2,0.9,17,6,24,La_Liga,2023-2024
Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,28,1995,15,8,771,8.6,2,2,4,2,0,0,1,0,1.4,1.4,1.8,3.2,28,13,87,La_Liga,2023-2024
Pejiño,es ESP,FW,Las Palmas,27,1996,17,6,504,5.6,2,0,2,2,0,0,1,0,1.3,1.3,0.6,1.9,17,20,66,La_Liga,2023-2024
Facundo Pellistri,uy URU,"MF,FW",Granada,21,2001,15,14,1232,13.7,2,1,3,2,0,0,2,1,2.5,2.5,1.2,3.7,33,22,96,La_Liga,2023-2024
Aimar Oroz,es ESP,MF,Osasuna,21,2001,33,26,2339,26.0,2,1,3,1,1,1,3,0,3.5,2.8,1.6,4.4,52,103,126,La_Liga,2023-2024
Assane Diao,sn SEN,FW,Betis,17,2005,18,13,1048,11.6,2,0,2,2,0,0,4,0,2.5,2.5,0.7,3.2,33,20,101,La_Liga,2023-2024
Javier Muñoz,es ESP,MF,Las Palmas,28,1995,37,30,2640,29.3,2,3,5,2,0,0,6,0,2.5,2.5,1.4,4.0,33,122,126,La_Liga,2023-2024
Matija Nastasić,rs SRB,DF,Mallorca,30,1993,26,25,2258,25.1,2,0,2,2,0,0,8,0,1.0,1.0,0.6,1.6,11,64,4,La_Liga,2023-2024
Nahuel Molina,ar ARG,DF,Atlético Madrid,25,1998,30,19,1852,20.6,2,3,5,2,0,0,4,1,1.3,1.3,2.9,4.2,47,68,170,La_Liga,2023-2024
Alberto Moreno,es ESP,DF,Villarreal,31,1992,27,17,1484,16.5,2,2,4,2,0,0,5,2,0.7,0.7,1.6,2.4,26,55,79,La_Liga,2023-2024
Yerson Mosquera,co COL,DF,Villarreal,22,2001,16,14,1229,13.7,2,1,3,2,0,0,4,0,1.6,1.6,0.3,1.9,8,36,12,La_Liga,2023-2024
Iker Muniain,es ESP,"MF,FW",Athletic Club,30,1992,20,5,594,6.6,2,0,2,2,0,0,1,0,1.7,1.7,0.4,2.2,18,43,50,La_Liga,2023-2024
Bruno Méndez,uy URU,DF,Granada,23,1999,17,15,1333,14.8,2,0,2,2,0,0,4,0,0.6,0.6,0.1,0.7,8,47,14,La_Liga,2023-2024
Óscar Mingueza,es ESP,"DF,MF",Celta Vigo,24,1999,38,33,2998,33.3,2,2,4,2,0,0,4,0,2.6,2.6,3.9,6.5,74,170,134,La_Liga,2023-2024
Rafa Mir,es ESP,"FW,MF",Sevilla,26,1997,15,3,391,4.3,2,0,2,2,0,0,1,0,1.4,1.4,0.3,1.7,3,2,16,La_Liga,2023-2024
Luka Modrić,hr CRO,MF,Real Madrid,37,1985,32,18,1688,18.8,2,6,8,2,0,0,2,0,1.3,1.3,5.5,6.8,53,196,85,La_Liga,2023-2024
Roger Martí,es ESP,FW,Cádiz,32,1991,23,18,1359,15.1,2,3,5,2,0,0,3,0,2.8,2.8,2.9,5.6,7,19,64,La_Liga,2023-2024
Reinildo Mandava,mz MOZ,DF,Atlético Madrid,29,1994,16,7,731,8.1,2,1,3,2,0,0,2,0,0.9,0.9,0.6,1.5,10,36,17,La_Liga,2023-2024
João Cancelo,pt POR,DF,Barcelona,29,1994,32,29,2503,27.8,2,4,6,2,0,0,7,0,1.6,1.6,6.1,7.7,106,141,193,La_Liga,2023-2024
