Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,League,Season
Hugo Duro,es ESP,"FW,MF",Valencia,21,1999,30,22,1834,20.4,7,1,8,7,0,0,3,1,3.5,3.5,0.7,4.2,12,21,87,La_Liga,2021-2022
Álvaro Negredo,es ESP,FW,Cádiz,35,1985,34,24,2157,24.0,7,2,9,5,2,3,3,0,7.3,4.9,2.7,7.6,20,50,104,La_Liga,2021-2022
Roger Martí,es ESP,FW,Levante,30,1991,29,25,2115,23.5,7,3,10,6,1,3,8,0,8.4,6.1,3.2,9.3,24,50,133,La_Liga,2021-2022
Gonzalo Melero,es ESP,MF,Levante,27,1994,29,20,1692,18.8,7,2,9,5,2,2,5,0,4.2,2.6,1.0,3.7,19,84,39,La_Liga,2021-2022
Anthony Lozano,hn HON,"FW,MF",Cádiz,28,1993,31,21,1672,18.6,7,2,9,7,0,0,8,0,5.1,5.0,0.9,5.9,43,25,84,La_Liga,2021-2022
Álvaro García,es ESP,"FW,MF",Rayo Vallecano,28,1992,36,34,2998,33.3,7,4,11,7,0,0,6,0,5.3,5.3,4.7,9.9,124,86,293,La_Liga,2021-2022
Santi Mina,es ESP,FW,Celta Vigo,25,1995,33,30,2367,26.3,7,3,10,7,0,1,4,0,8.5,7.7,2.6,10.3,23,36,135,La_Liga,2021-2022
Raúl García,es ESP,FW,Athletic Club,35,1986,35,24,1802,20.0,6,2,8,6,0,1,3,0,6.1,5.3,2.7,8.0,12,87,113,La_Liga,2021-2022
Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,27,1994,36,22,1870,20.8,6,1,7,5,1,1,9,1,4.3,3.5,1.6,5.2,32,47,117,La_Liga,2021-2022
Alexander Isak,se SWE,FW,Real Sociedad,21,1999,32,26,2140,23.8,6,2,8,4,2,2,6,0,9.8,8.2,3.2,11.4,58,43,160,La_Liga,2021-2022
Borja Mayoral,es ESP,FW,Getafe,24,1997,18,11,1044,11.6,6,1,7,5,1,1,3,0,2.6,1.8,1.2,3.0,21,24,55,La_Liga,2021-2022
Luuk de Jong,nl NED,FW,Barcelona,30,1990,21,6,654,7.3,6,0,6,6,0,0,1,0,4.6,4.6,0.2,4.8,4,9,48,La_Liga,2021-2022
Radamel Falcao,co COL,FW,Rayo Vallecano,35,1986,22,8,838,9.3,6,0,6,6,0,0,1,0,4.9,4.9,0.3,5.2,8,15,38,La_Liga,2021-2022
Matheus Cunha,br BRA,FW,Atlético Madrid,22,1999,29,8,1063,11.8,6,4,10,6,0,0,3,0,5.8,5.8,2.2,8.0,16,20,61,La_Liga,2021-2022
Lucas Ocampos,ar ARG,FW,Sevilla,27,1994,30,23,2125,23.6,6,4,10,6,0,0,7,0,5.9,5.9,1.9,7.8,68,80,230,La_Liga,2021-2022
Nabil Fekir,fr FRA,MF,Betis,28,1993,34,33,2794,31.0,6,8,14,6,0,0,7,1,4.7,4.7,7.0,11.6,117,171,231,La_Liga,2021-2022
Oihan Sancet,es ESP,FW,Athletic Club,21,2000,27,16,1422,15.8,6,4,10,6,0,0,2,0,3.4,3.4,2.9,6.3,28,76,152,La_Liga,2021-2022
Yannick Carrasco,be BEL,"FW,MF",Atlético Madrid,27,1993,34,28,2583,28.7,6,6,12,4,2,2,5,0,5.3,3.8,7.0,10.8,141,84,263,La_Liga,2021-2022
Antonio Puertas,es ESP,"MF,FW",Granada,29,1992,33,25,2261,25.1,6,1,7,6,0,0,4,0,3.5,3.5,0.9,4.4,51,54,126,La_Liga,2021-2022
Yeremi Pino,es ESP,"MF,FW",Villarreal,18,2002,31,21,1678,18.6,6,4,10,6,0,0,2,0,5.5,5.5,3.5,9.0,43,38,164,La_Liga,2021-2022
Manu Trigueros,es ESP,"MF,FW",Villarreal,29,1991,35,27,2178,24.2,6,4,10,6,0,0,3,0,5.7,5.7,2.6,8.3,30,185,96,La_Liga,2021-2022
Kiké,es ESP,FW,Osasuna,31,1989,33,18,1862,20.7,5,1,6,4,1,1,2,0,6.7,5.9,2.0,8.0,26,36,144,La_Liga,2021-2022
Sergio Canales,es ESP,"FW,MF",Betis,30,1991,34,33,2791,31.0,5,8,13,5,0,0,6,0,4.1,4.1,5.6,9.8,99,238,166,La_Liga,2021-2022
Boulaye Dia,sn SEN,FW,Villarreal,24,1996,25,13,1269,14.1,5,5,10,5,0,0,3,0,5.4,5.4,2.4,7.8,22,16,93,La_Liga,2021-2022
Gonzalo Escalante,ar ARG,MF,Alavés,28,1993,17,15,1300,14.4,5,0,5,5,0,0,8,1,3.2,3.2,0.2,3.4,7,41,15,La_Liga,2021-2022
Vedat Muriqi,xk KVX,FW,Mallorca,27,1994,16,16,1438,16.0,5,3,8,3,2,2,6,0,5.3,3.7,1.4,5.1,19,33,84,La_Liga,2021-2022
Álex Moreno,es ESP,DF,Betis,28,1993,30,28,2404,26.7,5,3,8,5,0,0,3,1,3.8,3.8,1.9,5.7,93,97,175,La_Liga,2021-2022
Papu Gómez,ar ARG,"FW,MF",Sevilla,33,1988,29,19,1784,19.8,5,1,6,5,0,0,4,0,2.0,2.0,1.9,3.8,91,105,92,La_Liga,2021-2022
Maxi Gómez,uy URU,FW,Valencia,24,1996,29,21,1956,21.7,5,1,6,5,0,0,7,1,4.8,4.8,1.9,6.7,22,32,91,La_Liga,2021-2022
Salva Sevilla,es ESP,MF,Mallorca,37,1984,28,17,1507,16.7,5,3,8,1,4,4,2,0,4.8,1.7,2.8,4.5,30,132,14,La_Liga,2021-2022
Fidel,es ESP,MF,Elche,31,1989,33,29,2261,25.1,5,6,11,4,1,1,9,0,2.8,2.0,4.4,6.4,64,135,136,La_Liga,2021-2022
Youssef En-Nesyri,ma MAR,FW,Sevilla,24,1997,23,15,1277,14.2,5,1,6,4,1,1,1,0,6.4,5.6,1.2,6.7,7,14,57,La_Liga,2021-2022
Pau Torres,es ESP,DF,Villarreal,24,1997,33,33,2855,31.7,5,1,6,5,0,0,5,0,3.0,3.0,1.5,4.5,59,162,10,La_Liga,2021-2022
Érik Lamela,ar ARG,"FW,MF",Sevilla,29,1992,20,10,1015,11.3,5,2,7,5,0,0,5,0,3.1,3.1,1.7,4.8,26,62,90,La_Liga,2021-2022
Rubén Sobrino,es ESP,"FW,MF",Cádiz,29,1992,33,19,1861,20.7,4,1,5,4,0,0,4,0,5.4,5.3,1.8,7.1,36,38,87,La_Liga,2021-2022
Ivan Rakitić,hr CRO,MF,Sevilla,33,1988,35,26,2182,24.2,4,6,10,3,1,2,5,0,3.2,1.6,2.6,4.2,23,160,62,La_Liga,2021-2022
Franco Cervi,ar ARG,MF,Celta Vigo,27,1994,33,21,1801,20.0,4,3,7,4,0,0,5,0,3.1,3.1,1.1,4.1,35,61,86,La_Liga,2021-2022
Javi Puado,es ESP,"MF,FW",Espanyol,23,1998,30,26,2245,24.9,4,1,5,4,0,0,5,0,4.9,4.9,1.2,6.1,64,56,130,La_Liga,2021-2022
Alfonso Pedraza,es ESP,DF,Villarreal,25,1996,28,19,1701,18.9,4,4,8,4,0,0,2,0,1.9,1.9,5.2,7.2,94,64,182,La_Liga,2021-2022
Brais Méndez,es ESP,MF,Celta Vigo,24,1997,37,36,3021,33.6,4,5,9,4,0,0,8,0,4.6,4.6,3.3,7.9,57,195,161,La_Liga,2021-2022
Thomas Lemar,fr FRA,MF,Atlético Madrid,25,1995,24,17,1440,16.0,4,5,9,4,0,0,2,0,3.4,3.4,3.3,6.8,54,95,92,La_Liga,2021-2022
Darwin Machís,ve VEN,"MF,FW",Granada,28,1993,25,16,1376,15.3,4,2,6,4,0,0,2,0,1.8,1.8,2.3,4.1,51,35,97,La_Liga,2021-2022
Alexander Sørloth,no NOR,FW,Real Sociedad,25,1995,33,20,1763,19.6,4,0,4,4,0,0,2,0,5.9,5.9,3.4,9.4,55,33,112,La_Liga,2021-2022
Ansu Fati,es ESP,FW,Barcelona,18,2002,10,3,336,3.7,4,0,4,4,0,0,0,0,1.3,1.3,0.4,1.8,20,9,49,La_Liga,2021-2022
Aritz Elustondo,es ESP,DF,Real Sociedad,27,1994,30,22,2105,23.4,4,1,5,4,0,0,3,1,1.6,1.6,0.1,1.7,20,85,12,La_Liga,2021-2022
Denis Suárez,es ESP,MF,Celta Vigo,27,1994,38,33,2819,31.3,4,6,10,4,0,0,4,0,2.2,2.2,4.4,6.6,100,216,78,La_Liga,2021-2022
Jorge de Frutos,es ESP,"MF,FW",Levante,24,1997,25,20,1760,19.6,4,7,11,4,0,0,4,0,4.9,4.9,3.3,8.2,60,49,153,La_Liga,2021-2022
Ferrán Torres,es ESP,FW,Barcelona,21,2000,18,17,1412,15.7,4,4,8,3,1,1,1,0,7.0,6.2,3.1,9.4,34,53,215,La_Liga,2021-2022
Ángel Rodríguez,es ESP,"FW,MF",Mallorca,34,1987,29,19,1544,17.2,4,2,6,4,0,0,4,0,3.9,3.9,0.9,4.8,23,27,85,La_Liga,2021-2022
Rodrygo,br BRA,FW,Real Madrid,20,2001,33,17,1523,16.9,4,4,8,4,0,0,4,0,3.4,3.4,2.4,5.8,76,49,194,La_Liga,2021-2022
Ronald Araújo,uy URU,DF,Barcelona,22,1999,30,25,2272,25.2,4,0,4,4,0,0,6,0,1.5,1.5,1.2,2.8,30,91,14,La_Liga,2021-2022
David García,es ESP,DF,Osasuna,27,1994,35,35,3105,34.5,4,0,4,4,0,0,8,0,1.2,1.2,0.5,1.6,7,117,2,La_Liga,2021-2022
Iker Muniain,es ESP,MF,Athletic Club,28,1992,35,34,2785,30.9,4,10,14,3,1,3,3,0,5.8,3.4,9.5,12.8,81,218,161,La_Liga,2021-2022
Dani Gómez,es ESP,FW,Levante,23,1998,28,11,1063,11.8,4,2,6,4,0,0,1,0,4.7,4.7,2.2,6.9,22,15,87,La_Liga,2021-2022
Sandro Ramírez,es ESP,FW,Getafe,26,1995,29,19,1462,16.2,3,0,3,3,0,0,7,0,3.0,3.0,0.9,3.9,34,23,107,La_Liga,2021-2022
Dani Rodríguez,es ESP,"MF,FW",Mallorca,33,1988,36,33,2832,31.5,3,3,6,3,0,0,7,0,3.2,3.2,2.8,6.0,65,94,130,La_Liga,2021-2022
Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,22,1999,27,12,1333,14.8,3,3,6,3,0,0,4,0,4.6,4.6,4.6,9.3,89,41,164,La_Liga,2021-2022
Álex Berenguer,es ESP,MF,Athletic Club,26,1995,34,24,2168,24.1,3,6,9,3,0,1,8,0,5.2,4.5,5.4,9.9,59,77,202,La_Liga,2021-2022
Lucas Pérez,es ESP,"FW,MF",Cádiz,32,1988,15,11,1060,11.8,3,2,5,3,0,0,1,0,3.3,3.3,3.7,7.0,17,41,61,La_Liga,2021-2022
Tete Morente,es ESP,MF,Elche,24,1996,32,18,1632,18.1,3,3,6,3,0,0,4,0,3.0,3.0,1.8,4.8,59,50,135,La_Liga,2021-2022
Alberto Moreno,es ESP,"MF,DF",Villarreal,29,1992,24,13,1223,13.6,3,2,5,3,0,0,3,0,3.1,3.1,1.9,5.0,34,53,87,La_Liga,2021-2022
Randy Nteka,ao ANG,"FW,MF",Rayo Vallecano,23,1997,34,16,1462,16.2,3,0,3,3,0,0,2,0,3.4,3.4,1.4,4.7,21,31,84,La_Liga,2021-2022
Nacho,es ESP,DF,Real Madrid,31,1990,28,17,1555,17.3,3,0,3,3,0,0,7,0,1.3,1.3,0.3,1.7,15,59,10,La_Liga,2021-2022
Álex Fernández,es ESP,MF,Cádiz,28,1992,32,22,2051,22.8,3,2,5,2,1,2,2,0,3.0,1.5,1.3,2.7,48,122,44,La_Liga,2021-2022
Luis Milla,es ESP,MF,Granada,26,1994,34,33,2773,30.8,3,3,6,0,3,3,4,0,3.7,1.3,3.5,4.8,52,167,45,La_Liga,2021-2022
Enis Bardhi,mk MKD,"MF,FW",Levante,26,1995,30,17,1701,18.9,3,3,6,1,2,2,3,0,3.9,2.2,3.0,5.3,41,103,105,La_Liga,2021-2022
Roberto Soldado,es ESP,FW,Levante,36,1985,18,7,664,7.4,3,2,5,3,0,0,7,2,3.7,3.7,0.7,4.4,4,14,43,La_Liga,2021-2022
Mikel Merino,es ESP,MF,Real Sociedad,25,1996,34,33,2890,32.1,3,2,5,3,0,0,8,0,4.1,4.1,3.6,7.6,30,204,92,La_Liga,2021-2022
Sergi Darder,es ESP,MF,Espanyol,27,1993,36,36,3125,34.7,3,9,12,3,0,0,4,0,2.6,2.6,3.9,6.5,94,221,65,La_Liga,2021-2022
Pedri,es ESP,MF,Barcelona,18,2002,12,10,885,9.8,3,1,4,3,0,0,0,0,1.3,1.3,1.2,2.5,23,84,42,La_Liga,2021-2022
Abdón Prats,es ESP,FW,Mallorca,28,1992,23,6,641,7.1,3,0,3,3,0,0,3,0,1.5,1.5,0.7,2.2,4,17,33,La_Liga,2021-2022
Rodrigo De Paul,ar ARG,MF,Atlético Madrid,27,1994,36,24,2151,23.9,3,1,4,3,0,0,7,0,1.6,1.6,4.6,6.2,65,162,53,La_Liga,2021-2022
Diego Carlos,br BRA,DF,Sevilla,28,1993,34,34,2957,32.9,3,0,3,3,0,0,4,1,2.1,2.1,0.2,2.3,1,99,5,La_Liga,2021-2022
Lucas Vázquez,es ESP,DF,Real Madrid,30,1991,29,20,1833,20.4,3,0,3,3,0,0,3,0,2.2,2.2,2.5,4.7,58,108,156,La_Liga,2021-2022
Iñigo Martínez,es ESP,DF,Athletic Club,30,1991,27,26,2341,26.0,3,0,3,3,0,0,9,2,2.0,2.0,0.5,2.5,29,78,8,La_Liga,2021-2022
Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,30,1991,26,21,1695,18.8,3,4,7,3,0,0,3,0,5.1,5.1,3.1,8.2,39,53,126,La_Liga,2021-2022
Frenkie de Jong,nl NED,MF,Barcelona,24,1997,32,30,2476,27.5,3,3,6,3,0,0,7,1,4.8,4.8,3.4,8.2,78,206,121,La_Liga,2021-2022
Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,26,1995,33,17,1625,18.1,3,0,3,1,2,2,5,0,4.1,2.5,2.9,5.4,65,80,140,La_Liga,2021-2022
Óscar Trejo,ar ARG,MF,Rayo Vallecano,33,1988,32,24,2007,22.3,3,9,12,0,3,3,13,0,3.3,0.9,5.0,5.9,53,135,96,La_Liga,2021-2022
Víctor Laguardia,es ESP,DF,Alavés,31,1989,34,34,3042,33.8,3,2,5,3,0,0,9,0,2.0,2.0,0.9,2.9,2,72,3,La_Liga,2021-2022
Rubén Alcaraz,es ESP,MF,Cádiz,30,1991,14,12,1105,12.3,2,0,2,2,0,0,7,0,1.3,1.3,0.9,2.3,26,87,21,La_Liga,2021-2022
Roberto Torres,es ESP,"MF,FW",Osasuna,32,1989,28,6,809,9.0,2,2,4,0,2,2,3,0,2.1,0.5,2.3,2.8,7,35,50,La_Liga,2021-2022
Luka Modrić,hr CRO,MF,Real Madrid,35,1985,28,25,2032,22.6,2,8,10,1,1,1,4,0,2.5,1.7,5.2,6.8,67,221,87,La_Liga,2021-2022
Gavi,es ESP,"MF,FW",Barcelona,16,2004,34,28,2316,25.7,2,5,7,2,0,0,11,1,3.6,3.6,3.2,6.8,72,115,160,La_Liga,2021-2022
Ferland Mendy,fr FRA,DF,Real Madrid,26,1995,22,20,1734,19.3,2,1,3,2,0,0,4,0,1.0,1.0,1.4,2.5,71,99,116,La_Liga,2021-2022
Jules Koundé,fr FRA,DF,Sevilla,22,1998,32,31,2736,30.4,2,1,3,2,0,0,2,2,1.1,1.1,2.3,3.4,48,168,35,La_Liga,2021-2022
David Alaba,at AUT,DF,Real Madrid,29,1992,30,30,2642,29.4,2,3,5,2,0,0,2,0,1.6,1.6,2.2,3.8,40,154,76,La_Liga,2021-2022
Jordi Alba,es ESP,DF,Barcelona,32,1989,30,30,2644,29.4,2,10,12,2,0,0,11,0,1.5,1.5,7.1,8.7,47,291,213,La_Liga,2021-2022
Cristian Tello,es ESP,FW,Betis,29,1991,23,5,819,9.1,2,2,4,2,0,0,2,0,1.7,1.7,1.7,3.3,31,25,86,La_Liga,2021-2022
Óliver Torres,es ESP,"MF,FW",Sevilla,26,1994,26,11,1008,11.2,2,3,5,2,0,0,2,0,0.7,0.7,1.4,2.0,24,76,52,La_Liga,2021-2022
Munir El Haddadi,ma MAR,"FW,MF",Sevilla,25,1995,16,4,474,5.3,2,0,2,2,0,0,3,0,1.4,1.4,0.6,1.9,3,15,28,La_Liga,2021-2022
Salvi,es ESP,"MF,FW",Cádiz,30,1991,23,17,1395,15.5,2,1,3,2,0,1,3,1,2.6,1.8,1.2,3.0,36,25,88,La_Liga,2021-2022
Martin Braithwaite,dk DEN,FW,Barcelona,30,1991,4,3,235,2.6,2,1,3,2,0,0,0,0,0.9,0.9,1.2,2.1,5,4,24,La_Liga,2021-2022
Germán Sánchez,es ESP,DF,Granada,34,1986,32,25,2299,25.5,2,1,3,2,0,0,11,1,1.4,1.4,0.2,1.6,10,41,5,La_Liga,2021-2022
Lucas Pérez,es ESP,FW,Elche,32,1988,18,16,1266,14.1,2,1,3,2,0,0,0,0,2.2,2.2,1.6,3.8,17,40,59,La_Liga,2021-2022
Pathé Ciss,sn SEN,MF,Rayo Vallecano,27,1994,31,11,1097,12.2,2,1,3,2,0,0,5,0,1.7,1.7,0.5,2.2,8,55,6,La_Liga,2021-2022
Jesús Corona,mx MEX,"FW,DF",Sevilla,28,1993,18,12,1157,12.9,2,4,6,2,0,0,2,0,1.6,1.6,3.1,4.6,37,54,130,La_Liga,2021-2022
Leandro Cabrera,uy URU,DF,Espanyol,30,1991,37,37,3330,37.0,2,0,2,2,0,0,7,0,1.1,1.1,0.7,1.8,5,107,5,La_Liga,2021-2022
Kike Pérez,es ESP,"MF,FW",Elche,24,1997,12,5,519,5.8,2,0,2,2,0,0,1,0,1.0,1.0,0.8,1.8,23,19,20,La_Liga,2021-2022
Gabriel Paulista,br BRA,DF,Valencia,30,1990,19,19,1592,17.7,2,1,3,2,0,0,2,0,0.8,0.8,0.2,1.0,9,35,1,La_Liga,2021-2022
Antonio Raillo,es ESP,DF,Mallorca,29,1991,17,17,1530,17.0,2,0,2,2,0,0,8,0,0.7,0.7,0.0,0.7,15,50,0,La_Liga,2021-2022
Catena,es ESP,DF,Rayo Vallecano,26,1994,36,36,3240,36.0,2,2,4,2,0,0,8,0,1.4,1.4,0.8,2.2,13,84,6,La_Liga,2021-2022
William Carvalho,pt POR,MF,Betis,29,1992,33,20,1805,20.1,2,3,5,2,0,0,6,0,3.1,3.1,1.5,4.6,39,163,39,La_Liga,2021-2022
José Campaña,es ESP,MF,Levante,28,1993,20,16,1422,15.8,2,2,4,2,0,1,6,1,1.5,0.6,1.1,1.7,37,133,55,La_Liga,2021-2022
Nicolás González,es ESP,MF,Barcelona,19,2002,27,12,1114,12.4,2,1,3,2,0,0,6,0,1.4,1.4,0.8,2.2,37,65,45,La_Liga,2021-2022
Renan Lodi,br BRA,DF,Atlético Madrid,23,1998,29,13,1181,13.1,2,2,4,2,0,0,4,0,0.7,0.7,1.8,2.5,39,32,88,La_Liga,2021-2022
Nico Ribaudo,es ESP,"MF,FW",Espanyol,20,2001,31,7,1116,12.4,2,0,2,2,0,0,5,1,1.0,1.0,1.4,2.4,40,54,74,La_Liga,2021-2022
Eduardo Camavinga,fr FRA,MF,Real Madrid,18,2002,26,13,1236,13.7,2,1,3,2,0,0,8,0,1.2,1.2,1.0,2.2,30,79,33,La_Liga,2021-2022
Guido Carrillo,ar ARG,FW,Elche,30,1991,29,11,1168,13.0,2,0,2,2,0,0,3,0,2.6,2.6,0.3,2.9,5,13,47,La_Liga,2021-2022
Aleix Vidal,es ESP,"DF,MF",Espanyol,31,1989,31,21,1901,21.1,2,0,2,2,0,0,10,0,0.7,0.7,2.3,3.0,44,78,120,La_Liga,2021-2022
Mikel Vesga,es ESP,MF,Athletic Club,28,1993,32,17,1358,15.1,2,0,2,2,0,0,7,2,1.0,1.0,0.9,1.9,16,95,15,La_Liga,2021-2022
Martín Zubimendi,es ESP,MF,Real Sociedad,22,1999,36,26,2591,28.8,2,1,3,2,0,0,4,0,2.2,2.2,0.6,2.8,24,129,23,La_Liga,2021-2022
Asier Villalibre,es ESP,FW,Athletic Club,23,1997,19,3,548,6.1,2,0,2,2,0,0,0,0,2.4,2.4,0.1,2.5,12,3,49,La_Liga,2021-2022
Josan,es ESP,"DF,MF",Elche,31,1989,31,10,1211,13.5,2,3,5,2,0,0,2,0,1.0,1.0,3.2,4.3,42,38,82,La_Liga,2021-2022
Daniel Vivian,es ESP,DF,Athletic Club,22,1999,24,22,1986,22.1,2,1,3,2,0,0,2,0,1.3,1.3,0.5,1.8,3,56,2,La_Liga,2021-2022
Sergi Roberto,es ESP,"MF,DF",Barcelona,29,1992,9,4,400,4.4,2,1,3,2,0,0,1,0,1.5,1.5,0.4,1.9,6,15,15,La_Liga,2021-2022
Thomas Delaney,dk DEN,MF,Sevilla,29,1991,26,15,1549,17.2,2,1,3,2,0,0,4,1,1.2,1.2,0.8,2.0,14,64,17,La_Liga,2021-2022
Isaac Palazón Camacho,es ESP,"FW,MF",Rayo Vallecano,26,1994,34,27,2288,25.4,2,4,6,2,0,0,7,0,3.1,3.1,3.1,6.2,41,94,148,La_Liga,2021-2022
Daniel Parejo,es ESP,MF,Villarreal,32,1989,33,32,2704,30.0,2,10,12,1,1,1,3,0,1.5,0.7,6.9,7.6,36,256,36,La_Liga,2021-2022
Sergio Busquets,es ESP,MF,Barcelona,33,1988,36,36,3198,35.5,2,0,2,2,0,0,12,0,0.6,0.6,1.7,2.3,24,291,36,La_Liga,2021-2022
Philippe Coutinho,br BRA,"MF,FW",Barcelona,29,1992,12,5,503,5.6,2,0,2,1,1,1,1,0,3.1,2.3,0.3,2.5,22,35,49,La_Liga,2021-2022
Francis Coquelin,fr FRA,MF,Villarreal,30,1991,20,8,830,9.2,2,1,3,2,0,0,3,0,0.3,0.3,0.8,1.1,14,56,39,La_Liga,2021-2022
Álex Collado,es ESP,"MF,FW",Granada,22,1999,17,13,1020,11.3,2,1,3,2,0,0,1,0,0.8,0.8,1.0,1.8,20,38,32,La_Liga,2021-2022
