Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,League,Season
Giovanni Fabbian,it ITA,"MF,FW",Bologna,20,2003,27,11,1057,11.7,5,2,7,5,0,0,4,0,4.2,4.2,1.9,6.0,11,17,41,Serie A,2023-2024
Michael Folorunsho,it ITA,"MF,FW",Hellas Verona,25,1998,34,33,2781,30.9,5,1,6,5,0,0,5,0,4.0,3.9,1.4,5.3,56,54,110,Serie A,2023-2024
Tijjani Noslin,nl NED,"FW,MF",Hellas Verona,24,1999,17,17,1339,14.9,5,4,9,5,0,0,2,0,3.6,3.6,2.2,5.8,29,26,94,Serie A,2023-2024
Adrien Rabiot,fr FRA,MF,Juventus,28,1995,31,30,2651,29.5,5,3,8,5,0,0,8,0,3.5,3.4,4.1,7.4,72,120,106,Serie A,2023-2024
Roberto Piccoli,it ITA,FW,Lecce,22,2001,35,12,1378,15.3,5,0,5,4,1,1,5,0,6.4,5.6,0.9,6.5,25,19,72,Serie A,2023-2024
Giacomo Raspadori,it ITA,"FW,MF",Napoli,23,2000,37,14,1584,17.6,5,3,8,5,0,1,0,0,5.9,4.5,4.0,8.5,29,54,139,Serie A,2023-2024
Antonio Sanabria,py PAR,"FW,MF",Torino,27,1996,35,23,2133,23.7,5,0,5,3,2,2,2,0,9.3,7.7,1.4,9.1,19,57,109,Serie A,2023-2024
Florian Thauvin,fr FRA,FW,Udinese,30,1993,29,19,1710,19.0,5,3,8,4,1,1,4,0,4.7,3.9,4.2,8.2,72,69,97,Serie A,2023-2024
Nicolas Viola,it ITA,"MF,FW",Cagliari,33,1989,26,11,1207,13.4,5,2,7,5,0,1,3,0,3.4,2.6,3.9,6.5,22,57,68,Serie A,2023-2024
Milan Đurić,ba BIH,FW,Hellas Verona,33,1990,20,13,1204,13.4,5,1,6,4,1,3,2,0,4.5,2.2,1.2,3.4,3,15,33,Serie A,2023-2024
Theo Hernández,fr FRA,DF,Milan,25,1997,32,31,2791,31.0,5,4,9,4,1,2,11,1,4.9,3.4,4.3,7.7,116,166,124,Serie A,2023-2024
Marko Arnautović,at AUT,FW,Inter,34,1989,27,5,801,8.9,5,3,8,5,0,0,0,0,5.0,5.0,2.6,7.6,12,20,77,Serie A,2023-2024
Federico Dimarco,it ITA,DF,Inter,25,1997,30,29,2077,23.1,5,6,11,5,0,0,0,0,2.9,2.7,8.5,11.1,51,100,198,Serie A,2023-2024
Felipe Anderson,br BRA,"FW,MF",Lazio,30,1993,38,33,2770,30.8,5,6,11,5,0,0,3,0,4.4,4.4,6.3,10.7,108,126,226,Serie A,2023-2024
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,27,1996,29,26,2291,25.5,5,1,6,5,0,0,9,0,2.7,2.7,1.8,4.6,23,177,16,Serie A,2023-2024
Armand Lauriente,fr FRA,FW,Sassuolo,24,1998,37,35,2908,32.3,5,4,9,5,0,0,5,0,5.7,5.7,4.0,9.7,125,99,268,Serie A,2023-2024
Luca Mazzitelli,it ITA,MF,Frosinone,27,1995,29,26,2210,24.6,5,0,5,5,0,0,6,1,2.3,2.3,1.1,3.4,18,167,53,Serie A,2023-2024
Luis Alberto,es ESP,MF,Lazio,30,1992,33,29,2311,25.7,5,7,12,5,0,0,7,0,4.7,4.7,4.7,9.4,83,212,124,Serie A,2023-2024
Boulaye Dia,sn SEN,"FW,MF",Salernitana,26,1996,17,12,1143,12.7,4,0,4,3,1,1,1,0,3.9,3.1,0.5,3.6,18,22,57,Serie A,2023-2024
Houssem Aouar,dz ALG,"MF,FW",Roma,25,1998,16,9,756,8.4,4,0,4,4,0,0,3,0,2.3,2.3,0.5,2.8,17,26,60,Serie A,2023-2024
Valentín Castellanos,ar ARG,FW,Lazio,24,1998,35,16,1682,18.7,4,3,7,4,0,0,2,0,7.3,7.3,1.7,8.9,15,47,132,Serie A,2023-2024
Giulio Maggiore,it ITA,MF,Salernitana,25,1998,27,20,1800,20.0,4,2,6,4,0,0,9,1,2.3,2.3,1.1,3.4,8,64,25,Serie A,2023-2024
Gianluca Mancini,it ITA,DF,Roma,27,1996,36,34,2869,31.9,4,1,5,4,0,0,9,0,1.9,1.9,1.1,3.0,38,139,13,Serie A,2023-2024
Federico Gatti,it ITA,DF,Juventus,25,1998,32,30,2637,29.3,4,0,4,4,0,0,7,0,5.5,5.5,1.5,7.0,52,122,43,Serie A,2023-2024
Lorenzo Colombo,it ITA,FW,Monza,21,2002,25,16,1359,15.1,4,1,5,4,0,0,3,0,3.6,3.6,0.6,4.2,16,24,75,Serie A,2023-2024
Gianluca Gaetano,it ITA,"FW,MF",Cagliari,23,2000,11,10,745,8.3,4,1,5,3,1,1,1,1,1.3,0.5,1.3,1.8,17,41,42,Serie A,2023-2024
Caleb Ekuban,gh GHA,FW,Genoa,29,1994,29,10,1131,12.6,4,1,5,4,0,0,0,0,2.9,2.9,1.4,4.2,14,15,93,Serie A,2023-2024
Denzel Dumfries,nl NED,DF,Inter,27,1996,31,19,1639,18.2,4,4,8,4,0,0,2,1,2.3,2.3,4.9,7.1,50,51,147,Serie A,2023-2024
Leonardo Pavoletti,it ITA,FW,Cagliari,34,1988,19,5,628,7.0,4,1,5,4,0,0,4,0,2.6,2.6,0.3,2.9,1,16,40,Serie A,2023-2024
Alexis Saelemaekers,be BEL,"FW,MF",Bologna,24,1999,30,21,1887,21.0,4,2,6,4,0,0,7,1,2.6,2.6,2.8,5.5,65,77,180,Serie A,2023-2024
Milan Đurić,ba BIH,FW,Monza,33,1990,17,13,1257,14.0,4,1,5,4,0,0,2,0,3.0,3.0,0.7,3.7,2,8,31,Serie A,2023-2024
Fikayo Tomori,eng ENG,DF,Milan,25,1997,26,24,2121,23.6,4,0,4,4,0,0,8,1,3.7,3.7,0.2,3.9,16,63,2,Serie A,2023-2024
Loum Tchaouna,fr FRA,"FW,MF",Salernitana,19,2003,33,23,2100,23.3,4,3,7,4,0,0,4,0,2.6,2.6,1.5,4.1,72,59,151,Serie A,2023-2024
Szymon Żurkowski,pl POL,MF,Empoli,25,1997,13,10,868,9.6,4,0,4,4,0,0,4,0,1.0,1.0,0.1,1.1,17,20,37,Serie A,2023-2024
Marco Brescianini,it ITA,MF,Frosinone,23,2000,36,24,2321,25.8,4,2,6,4,0,0,1,0,2.3,2.3,1.6,3.9,46,70,100,Serie A,2023-2024
Arkadiusz Milik,pl POL,FW,Juventus,29,1994,32,7,919,10.2,4,1,5,4,0,0,2,1,5.1,5.1,2.6,7.7,12,22,49,Serie A,2023-2024
Dany Mota,pt POR,"FW,MF",Monza,25,1998,34,24,2049,22.8,4,3,7,4,0,0,3,0,3.6,3.6,3.0,6.5,112,57,152,Serie A,2023-2024
Roberto Pereyra,ar ARG,"FW,MF",Udinese,32,1991,27,22,1858,20.6,4,3,7,3,1,1,6,0,3.5,2.7,1.9,4.7,39,70,82,Serie A,2023-2024
Matteo Cancellieri,it ITA,"FW,MF",Empoli,21,2002,36,18,1788,19.9,4,3,7,4,0,0,7,0,4.7,4.7,2.9,7.6,48,26,138,Serie A,2023-2024
Zito Luvumbo,ao ANG,"FW,MF",Cagliari,21,2002,30,19,1946,21.6,4,5,9,4,0,0,5,0,4.0,4.0,3.1,7.1,85,21,181,Serie A,2023-2024
Ruslan Malinovskyi,ua UKR,MF,Genoa,30,1993,28,18,1544,17.2,4,1,5,4,0,0,7,0,1.1,1.1,0.6,1.6,24,83,31,Serie A,2023-2024
Daniel Maldini,it ITA,"MF,FW",Monza,21,2001,11,2,333,3.7,4,1,5,4,0,0,0,0,1.3,1.3,1.2,2.4,15,10,22,Serie A,2023-2024
Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,27,1995,27,12,1176,13.1,3,5,8,3,0,0,1,0,5.4,5.4,4.1,9.5,41,75,122,Serie A,2023-2024
Federico Bonazzoli,it ITA,"FW,MF",Hellas Verona,26,1997,24,10,1016,11.3,3,1,4,3,0,0,2,0,2.9,2.9,1.1,4.0,13,26,73,Serie A,2023-2024
Gleison Bremer,br BRA,DF,Juventus,26,1997,36,36,3233,35.9,3,0,3,3,0,0,9,0,1.4,1.4,0.4,1.9,7,120,4,Serie A,2023-2024
M'Bala Nzola,ao ANG,FW,Fiorentina,26,1996,33,15,1552,17.2,3,3,6,2,1,1,2,0,4.5,3.7,1.6,5.4,21,29,143,Serie A,2023-2024
Simeon Nwankwo,ng NGA,FW,Salernitana,31,1992,15,6,686,7.6,3,0,3,3,0,0,0,0,2.7,2.7,0.6,3.2,6,7,39,Serie A,2023-2024
Remi Oudin,fr FRA,"MF,FW",Lecce,26,1996,31,21,1819,20.2,3,2,5,3,0,0,3,0,1.8,1.8,5.7,7.4,20,79,82,Serie A,2023-2024
Amir Rrahmani,xk KVX,DF,Napoli,29,1994,30,30,2600,28.9,3,0,3,3,0,0,5,0,2.2,2.2,0.9,3.1,19,113,4,Serie A,2023-2024
Leandro Paredes,ar ARG,MF,Roma,29,1994,34,32,2634,29.3,3,5,8,0,3,3,15,1,3.3,1.0,2.3,3.2,36,214,19,Serie A,2023-2024
Nemanja Radonjić,rs SRB,"MF,FW",Torino,27,1996,10,4,374,4.2,3,0,3,3,0,0,1,0,1.7,1.7,0.2,1.9,11,7,24,Serie A,2023-2024
Tijjani Reijnders,nl NED,MF,Milan,25,1998,36,33,2820,31.3,3,3,6,3,0,0,8,0,3.2,3.2,3.7,7.0,88,204,90,Serie A,2023-2024
Francesco Acerbi,it ITA,DF,Inter,35,1988,29,26,2388,26.5,3,1,4,3,0,0,1,0,1.6,1.6,1.8,3.4,21,87,24,Serie A,2023-2024
Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,21,2002,32,23,2092,23.2,3,5,8,2,1,1,7,0,3.5,2.6,3.6,6.2,46,64,74,Serie A,2023-2024
Stephan El Shaarawy,it ITA,"FW,DF",Roma,30,1992,33,19,1738,19.3,3,4,7,3,0,0,2,0,2.5,2.5,2.3,4.8,46,44,131,Serie A,2023-2024
Eldor Shomurodov,uz UZB,"FW,MF",Cagliari,28,1995,22,10,936,10.4,3,3,6,3,0,0,1,0,3.5,3.5,1.7,5.2,12,18,52,Serie A,2023-2024
Andrea Belotti,it ITA,FW,Fiorentina,29,1993,15,11,949,10.5,3,0,3,3,0,0,0,0,3.7,3.7,0.7,4.4,10,15,60,Serie A,2023-2024
Andrea Belotti,it ITA,FW,Roma,29,1993,14,6,679,7.5,3,2,5,3,0,0,1,0,2.4,2.4,1.2,3.6,15,8,49,Serie A,2023-2024
Sardar Azmoun,ir IRN,"FW,MF",Roma,28,1995,23,3,585,6.5,3,0,3,3,0,0,4,0,2.9,2.9,1.4,4.2,5,14,35,Serie A,2023-2024
Nikola Vlašić,hr CRO,"MF,FW",Torino,25,1997,33,30,2608,29.0,3,2,5,3,0,0,3,0,2.4,2.4,2.9,5.3,67,150,174,Serie A,2023-2024
Francesco Caputo,it ITA,FW,Empoli,35,1987,20,15,1268,14.1,3,0,3,2,1,1,0,0,3.4,2.6,0.7,3.4,7,18,65,Serie A,2023-2024
Jonathan Ikone,fr FRA,FW,Fiorentina,25,1998,28,18,1682,18.7,3,1,4,3,0,0,5,0,4.6,4.6,2.0,6.6,51,58,154,Serie A,2023-2024
Kaio Jorge,br BRA,FW,Frosinone,21,2002,20,8,812,9.0,3,0,3,2,1,2,2,0,5.4,3.8,0.3,4.2,6,11,46,Serie A,2023-2024
Darko Lazović,rs SRB,"FW,MF",Hellas Verona,32,1990,32,22,1928,21.4,3,2,5,2,1,1,0,1,2.8,2.0,4.4,6.4,43,66,139,Serie A,2023-2024
Gianluca Lapadula,pe PER,FW,Cagliari,33,1990,23,14,1205,13.4,3,1,4,2,1,1,3,0,4.8,4.1,1.1,5.1,8,4,63,Serie A,2023-2024
Grigoris Kastanos,cy CYP,"MF,DF",Salernitana,25,1998,26,18,1480,16.4,3,3,6,3,0,0,5,0,2.9,2.9,2.8,5.7,28,78,69,Serie A,2023-2024
Rolando Mandragora,it ITA,MF,Fiorentina,26,1997,33,16,1588,17.6,3,3,6,3,0,0,5,0,3.5,3.5,1.6,5.2,7,93,32,Serie A,2023-2024
Alessandro Buongiorno,it ITA,DF,Torino,24,1999,29,29,2527,28.1,3,0,3,3,0,0,7,0,1.6,1.6,0.1,1.7,14,62,10,Serie A,2023-2024
Ivan Ilić,rs SRB,MF,Torino,22,2001,31,25,2098,23.3,3,2,5,3,0,0,3,0,2.1,2.1,5.0,7.1,49,138,52,Serie A,2023-2024
Gustav Isaksen,dk DEN,FW,Lazio,22,2001,28,12,1074,11.9,3,1,4,3,0,0,3,0,1.6,1.6,2.6,4.2,36,21,95,Serie A,2023-2024
Abdou Harroui,nl NED,"MF,FW",Frosinone,25,1998,18,13,1019,11.3,3,3,6,2,1,1,2,0,3.1,2.3,1.2,3.5,43,38,56,Serie A,2023-2024
Thomas Henry,fr FRA,FW,Hellas Verona,28,1994,18,2,334,3.7,3,0,3,3,0,1,2,2,3.3,2.5,0.0,2.5,2,3,20,Serie A,2023-2024
Piotr Zieliński,pl POL,MF,Napoli,29,1994,28,23,1924,21.4,3,2,5,2,1,1,1,0,2.6,1.8,3.4,5.2,38,131,88,Serie A,2023-2024
Bryan Cristante,it ITA,"MF,DF",Roma,28,1995,37,37,3289,36.5,3,4,7,3,0,0,8,0,4.0,4.0,2.9,6.9,47,234,80,Serie A,2023-2024
Kenan Yıldız,tr TUR,"FW,MF",Juventus,18,2005,27,9,952,10.6,2,0,2,2,0,0,3,0,1.6,1.6,1.1,2.7,32,40,73,Serie A,2023-2024
Oussama El Azzouzi,ma MAR,MF,Bologna,22,2001,18,5,547,6.1,2,2,4,2,0,0,4,0,0.5,0.5,0.6,1.0,4,19,8,Serie A,2023-2024
Yann Aurel Bisseck,de GER,DF,Inter,22,2000,16,9,904,10.0,2,0,2,2,0,0,0,0,0.9,0.9,0.5,1.4,24,30,20,Serie A,2023-2024
Morten Thorsby,no NOR,MF,Genoa,27,1996,24,9,1157,12.9,2,2,4,2,0,0,2,0,1.8,1.8,1.4,3.2,6,28,39,Serie A,2023-2024
Karol Świderski,pl POL,"FW,MF",Hellas Verona,26,1997,15,3,504,5.6,2,0,2,2,0,0,0,0,1.7,1.7,0.4,2.2,3,13,19,Serie A,2023-2024
Ibrahim Sulemana,gh GHA,MF,Cagliari,20,2003,21,16,1339,14.9,2,0,2,2,0,0,4,0,0.8,0.8,0.1,0.9,15,27,14,Serie A,2023-2024
Diego Coppola,it ITA,DF,Hellas Verona,19,2003,24,18,1634,18.2,2,0,2,2,0,0,9,0,1.2,1.2,0.2,1.4,1,40,0,Serie A,2023-2024
Alexis Sánchez,cl CHI,"FW,MF",Inter,34,1988,23,6,763,8.5,2,5,7,1,1,1,0,0,3.2,2.5,3.1,5.6,16,53,58,Serie A,2023-2024
Nicola Sansone,it ITA,"FW,MF",Lecce,31,1991,25,4,767,8.5,2,2,4,2,0,0,4,0,2.8,2.8,1.3,4.1,15,36,75,Serie A,2023-2024
Matteo Darmian,it ITA,DF,Inter,33,1989,33,27,2404,26.7,2,1,3,2,0,0,2,0,1.2,1.2,1.8,3.0,18,72,82,Serie A,2023-2024
Lorenzo De Silvestri,it ITA,DF,Bologna,35,1988,15,7,674,7.5,2,0,2,2,0,0,0,0,0.2,0.2,0.0,0.2,14,27,12,Serie A,2023-2024
Riccardo Sottil,it ITA,FW,Fiorentina,24,1999,22,13,1103,12.3,2,3,5,2,0,0,1,0,2.6,2.6,2.5,5.1,66,33,139,Serie A,2023-2024
Charalambos Lykogiannis,gr GRE,DF,Bologna,29,1993,22,10,904,10.0,2,1,3,2,0,0,2,0,1.3,1.3,1.6,2.9,36,35,41,Serie A,2023-2024
Andrea Cambiaso,it ITA,"DF,FW",Juventus,23,2000,34,28,2372,26.4,2,3,5,2,0,0,10,0,2.2,2.2,3.9,6.0,87,71,172,Serie A,2023-2024
Matheus Henrique,br BRA,MF,Sassuolo,25,1997,31,27,2501,27.8,2,2,4,2,0,0,8,1,2.3,2.3,1.6,3.9,43,94,44,Serie A,2023-2024
Nahitan Nández,uy URU,"MF,DF",Cagliari,27,1995,33,29,2341,26.0,2,3,5,1,1,1,7,0,3.7,2.9,2.5,5.5,57,76,89,Serie A,2023-2024
Morten Frendrup,dk DEN,MF,Genoa,22,2001,37,36,3145,34.9,2,5,7,2,0,0,6,0,1.7,1.7,1.6,3.3,36,105,69,Serie A,2023-2024
Ilario Monterisi,it ITA,DF,Frosinone,21,2001,24,16,1469,16.3,2,2,4,2,0,0,1,0,1.1,1.1,0.4,1.5,4,47,18,Serie A,2023-2024
Luis Muriel,co COL,"FW,MF",Atalanta,32,1991,18,2,409,4.5,2,1,3,2,0,0,0,0,1.5,1.5,1.7,3.3,19,24,57,Serie A,2023-2024
Gaetano Oristanio,it ITA,"FW,MF",Cagliari,20,2002,25,11,1104,12.3,2,1,3,2,0,0,1,0,1.8,1.8,1.1,2.8,25,26,76,Serie A,2023-2024
Jens Odgaard,dk DEN,"FW,MF",Bologna,24,1999,10,5,431,4.8,2,0,2,2,0,0,1,0,1.5,1.5,0.1,1.5,9,9,30,Serie A,2023-2024
Matteo Gabbia,it ITA,DF,Milan,23,1999,18,14,1275,14.2,2,1,3,2,0,0,5,0,1.6,1.6,0.3,1.9,11,42,2,Serie A,2023-2024
Valentin Gendrey,fr FRA,DF,Lecce,23,2000,37,35,3044,33.8,2,3,5,2,0,0,5,0,1.6,1.6,1.6,3.2,77,116,86,Serie A,2023-2024
Cristiano Biraghi,it ITA,DF,Fiorentina,30,1992,29,27,2356,26.2,2,5,7,2,0,1,8,0,1.6,0.8,3.6,4.4,55,129,109,Serie A,2023-2024
El Bilal Touré,ml MLI,FW,Atalanta,21,2001,11,3,394,4.4,2,0,2,2,0,0,2,0,1.2,1.2,0.8,2.0,16,11,39,Serie A,2023-2024
Martín Payero,ar ARG,MF,Udinese,24,1998,29,21,1796,20.0,2,2,4,2,0,0,6,1,1.5,1.5,1.1,2.6,47,71,64,Serie A,2023-2024
Patric,es ESP,DF,Lazio,30,1993,20,19,1608,17.9,2,0,2,2,0,0,4,0,1.4,1.4,0.2,1.5,3,72,12,Serie A,2023-2024
Patrick Dorgu,dk DEN,"DF,MF",Lecce,18,2004,32,17,1564,17.4,2,0,2,2,0,0,6,0,2.0,2.0,1.6,3.6,37,49,86,Serie A,2023-2024
Elif Elmas,mk MKD,"FW,MF",Napoli,23,1999,11,4,339,3.8,2,0,2,2,0,0,2,0,0.5,0.5,0.2,0.7,14,16,26,Serie A,2023-2024
Alberto Dossena,it ITA,DF,Cagliari,24,1998,35,33,2977,33.1,2,4,6,2,0,0,5,0,2.2,2.2,2.1,4.3,9,89,2,Serie A,2023-2024
