Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,League,Season
Felipe Anderson,br BRA,FW,Lazio,29,1993,38,35,2958,32.9,9,2,11,9,0,0,3,0,6.0,6.0,4.8,10.9,83,114,224,Serie A,2022-2023
Gabriel Strefezza,br BRA,"FW,MF",Lecce,25,1997,35,30,2442,27.1,8,4,12,6,2,3,5,0,6.2,3.9,4.3,8.2,71,107,177,Serie A,2022-2023
Adrien Rabiot,fr FRA,MF,Juventus,27,1995,32,31,2748,30.5,8,4,12,8,0,0,9,0,6.2,5.8,2.3,8.2,72,133,109,Serie A,2022-2023
Daniel Ciofani,it ITA,FW,Cremonese,37,1985,32,10,1060,11.8,8,0,8,5,3,4,1,0,5.5,2.3,0.7,2.9,5,10,36,Serie A,2022-2023
Arthur Cabral,br BRA,FW,Fiorentina,24,1998,28,15,1432,15.9,8,1,9,6,2,2,4,0,7.9,6.3,0.8,7.0,11,21,86,Serie A,2022-2023
Tammy Abraham,eng ENG,FW,Roma,24,1997,38,24,2189,24.3,8,3,11,8,0,0,2,0,10.8,10.8,3.7,14.5,35,54,141,Serie A,2022-2023
Antonio Candreva,it ITA,"MF,DF",Salernitana,35,1987,35,32,2726,30.3,7,4,11,7,0,0,3,1,3.7,3.7,4.7,8.3,71,135,171,Serie A,2022-2023
Stephan El Shaarawy,it ITA,"DF,MF",Roma,29,1992,29,14,1523,16.9,7,2,9,7,0,0,3,0,5.6,5.6,1.4,7.0,58,66,136,Serie A,2022-2023
Armand Lauriente,fr FRA,FW,Sassuolo,23,1998,28,27,2175,24.2,7,6,13,6,1,1,10,1,4.7,3.9,6.2,10.1,127,90,263,Serie A,2022-2023
Davide Frattesi,it ITA,MF,Sassuolo,22,1999,36,35,2873,31.9,7,0,7,7,0,0,4,0,7.8,7.8,1.9,9.7,73,137,94,Serie A,2022-2023
Arkadiusz Milik,pl POL,FW,Juventus,28,1994,27,17,1586,17.6,7,1,8,7,0,1,3,1,6.5,5.7,2.1,7.7,10,34,85,Serie A,2022-2023
Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,30,1991,35,27,2354,26.2,7,2,9,7,0,0,6,0,7.4,7.4,4.5,11.9,32,55,111,Serie A,2022-2023
Lewis Ferguson,sct SCO,"MF,FW",Bologna,22,1999,32,27,2314,25.7,7,0,7,7,0,0,4,0,4.7,4.7,1.0,5.7,31,88,114,Serie A,2022-2023
David Okereke,ng NGA,"FW,MF",Cremonese,24,1997,33,25,2266,25.2,7,0,7,6,1,1,4,0,5.9,5.2,1.1,6.3,56,70,144,Serie A,2022-2023
Elif Elmas,mk MKD,"FW,MF",Napoli,22,1999,36,14,1627,18.1,6,3,9,5,1,1,5,0,4.0,3.3,1.9,5.2,42,73,103,Serie A,2022-2023
Brahim Díaz,ma MAR,"MF,FW",Milan,22,1999,33,27,1925,21.4,6,7,13,6,0,0,3,0,6.0,6.0,5.6,11.5,80,121,116,Serie A,2022-2023
Carlos Augusto,br BRA,DF,Monza,23,1999,35,35,3083,34.3,6,5,11,6,0,0,4,0,4.4,4.4,3.7,8.1,87,101,151,Serie A,2022-2023
Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,21,2000,28,12,1285,14.3,6,1,7,6,0,0,5,1,3.4,3.4,1.1,4.5,73,42,99,Serie A,2022-2023
Patrick Ciurria,it ITA,"DF,MF",Monza,27,1995,36,31,2753,30.6,6,5,11,6,0,0,4,0,4.8,4.8,5.5,10.2,67,91,168,Serie A,2022-2023
Stefan Posch,at AUT,DF,Bologna,25,1997,30,30,2532,28.1,6,2,8,6,0,0,6,0,3.3,3.3,2.0,5.3,45,148,65,Serie A,2022-2023
Assan Ceesay,gm GAM,FW,Lecce,28,1994,34,20,1812,20.1,6,0,6,5,1,1,2,0,5.1,4.3,0.8,5.1,21,16,111,Serie A,2022-2023
Moise Kean,it ITA,FW,Juventus,22,2000,28,11,995,11.1,6,0,6,6,0,0,5,1,6.3,6.3,1.1,7.4,30,13,76,Serie A,2022-2023
Luka Jović,rs SRB,"FW,MF",Fiorentina,24,1997,31,16,1534,17.0,6,3,9,6,0,1,3,0,7.9,7.1,1.5,8.6,8,28,75,Serie A,2022-2023
Luis Alberto,es ESP,MF,Lazio,29,1992,35,27,2442,27.1,6,7,13,5,1,2,4,0,4.4,2.7,7.0,9.7,73,248,94,Serie A,2022-2023
Cyriel Dessers,ng NGA,FW,Cremonese,27,1994,26,19,1587,17.6,6,1,7,6,0,1,3,0,7.1,6.4,1.6,8.0,21,27,110,Serie A,2022-2023
Nicolás González,ar ARG,"FW,MF",Fiorentina,24,1998,24,13,1354,15.0,6,1,7,4,2,2,3,0,6.7,5.4,1.3,6.7,37,70,112,Serie A,2022-2023
Nicolò Barella,it ITA,MF,Inter,25,1997,35,31,2613,29.0,6,6,12,6,0,0,6,0,3.2,3.2,5.6,8.8,76,214,162,Serie A,2022-2023
Dany Mota,pt POR,"FW,MF",Monza,24,1998,29,21,1912,21.2,5,1,6,5,0,0,2,0,5.1,5.1,2.1,7.3,66,34,166,Serie A,2022-2023
Mario Pašalić,hr CRO,"MF,FW",Atalanta,27,1995,32,24,1769,19.7,5,2,7,5,0,0,3,0,5.7,5.7,2.2,7.9,24,82,83,Serie A,2022-2023
Giacomo Bonaventura,it ITA,MF,Fiorentina,32,1989,30,21,1911,21.2,5,1,6,5,0,0,4,1,4.3,4.3,3.1,7.4,64,102,91,Serie A,2022-2023
Lazar Samardzic,rs SRB,MF,Udinese,20,2002,37,19,1848,20.5,5,4,9,5,0,0,1,0,2.4,2.4,3.7,6.1,34,100,65,Serie A,2022-2023
Andrea Pinamonti,it ITA,FW,Sassuolo,23,1999,32,25,2161,24.0,5,0,5,4,1,1,3,1,7.1,6.3,1.5,7.8,17,29,166,Serie A,2022-2023
Roberto Pereyra,ar ARG,"DF,MF",Udinese,31,1991,34,33,2820,31.3,5,7,12,5,0,1,7,0,4.7,3.9,5.5,9.5,66,143,186,Serie A,2022-2023
Matteo Pessina,it ITA,MF,Monza,25,1997,35,34,2932,32.6,5,3,8,2,3,3,6,0,5.1,2.8,2.1,4.9,77,193,88,Serie A,2022-2023
Lorenzo Colombo,it ITA,FW,Lecce,20,2002,33,18,1515,16.8,5,2,7,4,1,2,4,0,6.2,4.6,1.4,6.1,14,21,119,Serie A,2022-2023
Simone Verdi,it ITA,"MF,FW",Hellas Verona,30,1992,24,12,1096,12.2,5,0,5,4,1,1,3,0,2.6,1.8,2.1,3.9,34,46,57,Serie A,2022-2023
Gianluca Caprari,it ITA,"MF,FW",Monza,29,1993,37,32,2441,27.1,5,2,7,4,1,1,7,0,5.0,4.2,2.5,6.7,100,92,188,Serie A,2022-2023
Francesco Caputo,it ITA,FW,Empoli,34,1987,21,20,1708,19.0,5,4,9,3,2,2,1,0,7.5,5.9,2.2,8.1,16,21,128,Serie A,2022-2023
Junior Messias,br BRA,"FW,DF",Milan,31,1991,25,19,1498,16.6,5,2,7,5,0,0,3,0,2.3,2.3,0.8,3.0,45,54,137,Serie A,2022-2023
Sandi Lovrić,si SVN,MF,Udinese,24,1998,37,28,2335,25.9,5,6,11,5,0,0,4,0,4.8,4.8,3.2,8.0,42,105,90,Serie A,2022-2023
Nikola Vlašić,hr CRO,"MF,FW",Torino,24,1997,34,29,2728,30.3,5,6,11,5,0,0,1,0,4.3,4.3,4.1,8.4,85,106,210,Serie A,2022-2023
Krzysztof Piątek,pl POL,FW,Salernitana,27,1995,33,23,2140,23.8,4,5,9,3,1,1,5,0,8.3,7.6,2.1,9.7,27,33,121,Serie A,2022-2023
Ángel Di María,ar ARG,"FW,MF",Juventus,34,1988,26,15,1363,15.1,4,4,8,3,1,1,1,1,3.1,2.3,4.5,6.7,56,96,95,Serie A,2022-2023
Aleksei Miranchuk,ru RUS,MF,Torino,26,1995,29,24,2089,23.2,4,5,9,4,0,0,0,0,2.9,2.9,4.2,7.1,47,99,105,Serie A,2022-2023
Andrea Colpani,it ITA,MF,Monza,23,1999,27,10,948,10.5,4,1,5,4,0,0,1,0,2.1,2.1,1.9,4.1,31,51,69,Serie A,2022-2023
Federico Dimarco,it ITA,DF,Inter,24,1997,33,26,2069,23.0,4,3,7,4,0,0,0,0,3.1,3.1,6.9,9.9,45,88,189,Serie A,2022-2023
Tommaso Baldanzi,it ITA,MF,Empoli,19,2003,26,24,1772,19.7,4,0,4,4,0,0,2,0,2.4,2.4,1.8,4.2,57,69,94,Serie A,2022-2023
Christian Kouamé,ci CIV,FW,Fiorentina,24,1997,28,22,1866,20.7,4,4,8,4,0,0,5,0,5.3,5.3,3.7,9.0,50,54,203,Serie A,2022-2023
Tonny Vilhena,nl NED,MF,Salernitana,27,1995,33,27,2265,25.2,4,1,5,4,0,0,5,0,2.4,2.4,1.7,4.1,30,80,59,Serie A,2022-2023
Yann Karamoh,fr FRA,"MF,FW",Torino,24,1998,21,7,716,8.0,4,0,4,4,0,0,2,0,3.3,3.3,0.7,4.0,27,12,74,Serie A,2022-2023
Theo Hernández,fr FRA,DF,Milan,24,1997,32,32,2771,30.8,4,3,7,3,1,1,7,0,4.1,3.3,3.3,6.6,108,128,146,Serie A,2022-2023
Darko Lazović,rs SRB,"MF,DF",Hellas Verona,31,1990,30,27,2242,24.9,4,5,9,4,0,0,0,0,3.6,3.6,6.4,10.0,72,81,167,Serie A,2022-2023
Matheus Henrique,br BRA,MF,Sassuolo,24,1997,30,21,1947,21.6,4,1,5,4,0,0,4,0,2.9,2.9,1.8,4.6,40,116,68,Serie A,2022-2023
Jonathan Ikone,fr FRA,FW,Fiorentina,24,1998,33,24,2007,22.3,4,4,8,4,0,0,4,0,4.1,4.1,3.7,7.8,83,67,178,Serie A,2022-2023
Gleison Bremer,br BRA,DF,Juventus,25,1997,30,30,2634,29.3,4,1,5,4,0,0,6,0,4.9,4.9,1.7,6.6,8,54,4,Serie A,2022-2023
Giovanni Simeone,ar ARG,FW,Napoli,27,1995,25,1,406,4.5,4,1,5,4,0,0,1,0,1.4,1.4,1.2,2.5,11,9,34,Serie A,2022-2023
Davide Zappacosta,it ITA,DF,Atalanta,30,1992,21,18,1471,16.3,4,2,6,4,0,0,4,0,1.5,1.5,1.6,3.2,48,55,101,Serie A,2022-2023
Nicola Sansone,it ITA,FW,Bologna,30,1991,18,8,740,8.2,4,2,6,4,0,0,2,0,2.8,2.8,1.0,3.7,17,13,72,Serie A,2022-2023
Lorenzo Pellegrini,it ITA,MF,Roma,26,1996,32,29,2545,28.3,4,5,9,2,2,3,5,0,8.0,5.6,7.1,12.7,58,106,113,Serie A,2022-2023
Andrea Petagna,it ITA,FW,Monza,27,1995,31,19,1663,18.5,4,5,9,3,1,1,2,0,5.7,4.9,4.4,9.3,23,34,132,Serie A,2022-2023
Pedro,es ESP,FW,Lazio,35,1987,36,17,1898,21.1,4,3,7,4,0,0,1,0,3.4,3.4,2.6,6.1,64,52,144,Serie A,2022-2023
Riccardo Saponara,it ITA,FW,Fiorentina,30,1991,29,14,1208,13.4,4,3,7,4,0,0,4,0,2.8,2.8,3.4,6.2,56,56,125,Serie A,2022-2023
Destiny Udogie,it ITA,DF,Udinese,19,2002,33,31,2704,30.0,3,4,7,3,0,0,5,0,2.9,2.9,4.2,7.1,109,106,155,Serie A,2022-2023
Frank Tsadjout,it ITA,FW,Cremonese,23,1999,20,14,1051,11.7,3,1,4,3,0,0,1,0,2.0,2.0,0.5,2.6,15,18,63,Serie A,2022-2023
Hakan Çalhanoğlu,tr TUR,MF,Inter,28,1994,33,28,2363,26.3,3,6,9,2,1,1,3,0,3.1,2.3,5.0,7.3,46,172,68,Serie A,2022-2023
Filip Đuričić,rs SRB,"MF,FW",Sampdoria,30,1992,32,27,2171,24.1,3,0,3,3,0,0,9,0,2.7,2.7,1.9,4.6,39,77,83,Serie A,2022-2023
Jaka Bijol,si SVN,DF,Udinese,23,1999,32,32,2728,30.3,3,2,5,3,0,0,10,0,2.2,2.2,1.6,3.9,3,66,7,Serie A,2022-2023
Daniele Verde,it ITA,"FW,MF",Spezia,26,1996,25,11,998,11.1,3,0,3,2,1,1,1,0,2.9,2.1,1.3,3.4,18,42,57,Serie A,2022-2023
Piotr Zieliński,pl POL,MF,Napoli,28,1994,37,27,2287,25.4,3,8,11,3,0,0,3,0,3.5,3.5,7.4,10.9,62,128,129,Serie A,2022-2023
Federico Baschirotto,it ITA,DF,Lecce,25,1996,37,37,3330,37.0,3,0,3,3,0,0,6,0,1.9,1.9,0.7,2.6,12,107,12,Serie A,2022-2023
Cyril Ngonge,be BEL,"MF,FW",Hellas Verona,22,2000,14,9,745,8.3,3,1,4,3,0,0,2,0,2.0,2.0,0.6,2.5,18,13,40,Serie A,2022-2023
Joakim Mæhle,dk DEN,"DF,MF",Atalanta,25,1997,34,25,2209,24.5,3,3,6,3,0,0,5,1,3.0,3.0,2.9,5.9,81,137,186,Serie A,2022-2023
Nicolò Fagioli,it ITA,MF,Juventus,21,2001,26,17,1520,16.9,3,3,6,3,0,0,3,0,1.5,1.5,1.3,2.8,27,56,56,Serie A,2022-2023
Chris Smalling,eng ENG,DF,Roma,32,1989,32,31,2808,31.2,3,1,4,3,0,0,7,0,1.7,1.7,0.4,2.1,5,51,7,Serie A,2022-2023
Marcelo Brozović,hr CRO,MF,Inter,29,1992,28,19,1770,19.7,3,5,8,3,0,0,8,0,2.5,2.5,2.8,5.3,29,114,35,Serie A,2022-2023
Lassana Coulibaly,ml MLI,MF,Salernitana,26,1996,35,34,2892,32.1,3,3,6,3,0,0,12,0,0.8,0.8,1.8,2.6,52,120,59,Serie A,2022-2023
Ante Rebić,hr CRO,"FW,MF",Milan,28,1993,23,10,980,10.9,3,2,5,3,0,0,4,0,3.5,3.5,2.0,5.5,17,29,92,Serie A,2022-2023
Joaquín Correa,ar ARG,FW,Inter,27,1994,26,12,950,10.6,3,1,4,3,0,0,1,0,3.4,3.4,1.3,4.7,19,29,61,Serie A,2022-2023
Stefano Sensi,it ITA,MF,Monza,26,1995,28,21,1618,18.0,3,1,4,3,0,0,8,0,1.4,1.4,2.1,3.5,27,143,37,Serie A,2022-2023
Remi Oudin,fr FRA,"FW,MF",Lecce,25,1996,31,12,1321,14.7,3,0,3,3,0,0,3,0,2.0,2.0,2.3,4.3,24,63,54,Serie A,2022-2023
Danilo,br BRA,DF,Juventus,31,1991,37,35,3184,35.4,3,3,6,3,0,0,5,0,2.8,2.8,2.4,5.2,39,176,43,Serie A,2022-2023
Matteo Politano,it ITA,FW,Napoli,28,1993,27,14,1166,13.0,3,3,6,1,2,3,1,0,4.1,1.7,3.6,5.4,81,72,138,Serie A,2022-2023
Giovanni Di Lorenzo,it ITA,DF,Napoli,28,1993,37,36,3257,36.2,3,4,7,3,0,0,2,0,2.7,2.7,4.7,7.4,73,256,182,Serie A,2022-2023
Marten de Roon,nl NED,MF,Atalanta,31,1991,35,34,2964,32.9,3,1,4,3,0,0,7,0,1.1,1.1,1.8,2.9,18,171,23,Serie A,2022-2023
Henrikh Mkhitaryan,am ARM,MF,Inter,33,1989,31,24,1986,22.1,3,2,5,3,0,0,4,0,2.8,2.8,2.1,4.9,48,133,74,Serie A,2022-2023
Luis Muriel,co COL,"FW,MF",Atalanta,31,1991,29,10,1073,11.9,3,3,6,2,1,1,2,2,2.8,2.0,3.5,5.6,53,71,124,Serie A,2022-2023
Musa Barrow,gm GAM,"FW,MF",Bologna,23,1998,32,26,1960,21.8,3,8,11,3,0,0,3,0,3.0,3.0,4.7,7.7,68,58,141,Serie A,2022-2023
Roger Ibanez,br BRA,DF,Roma,23,1998,33,32,2796,31.1,3,0,3,3,0,0,11,1,3.0,3.0,0.6,3.5,24,77,9,Serie A,2022-2023
Filip Kostić,rs SRB,"DF,FW",Juventus,29,1992,37,33,2564,28.5,3,8,11,3,0,0,3,0,2.4,2.4,7.1,9.4,101,78,230,Serie A,2022-2023
Hirving Lozano,mx MEX,FW,Napoli,27,1995,32,20,1605,17.8,3,3,6,2,1,1,3,0,5.4,4.6,3.3,7.9,86,49,190,Serie A,2022-2023
Robin Gosens,de GER,DF,Inter,28,1994,32,11,1184,13.2,3,0,3,3,0,0,2,0,3.0,3.0,2.4,5.3,29,41,102,Serie A,2022-2023
Nicolás Domínguez,ar ARG,MF,Bologna,24,1998,31,26,2300,25.6,3,2,5,3,0,0,10,0,2.6,2.6,2.9,5.4,39,147,84,Serie A,2022-2023
Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,26,1995,36,36,3050,33.9,3,5,8,3,0,0,3,0,4.4,4.4,2.6,7.0,58,181,140,Serie A,2022-2023
Ivan Ilić,rs SRB,MF,Torino,21,2001,14,13,1177,13.1,2,2,4,2,0,0,3,0,0.2,0.2,1.1,1.3,29,66,28,Serie A,2022-2023
Federico Ceccherini,it ITA,DF,Hellas Verona,30,1992,22,18,1417,15.7,2,0,2,2,0,0,9,1,0.8,0.8,0.2,1.0,25,53,20,Serie A,2022-2023
Martin Satriano,uy URU,FW,Empoli,21,2001,31,20,1705,18.9,2,1,3,2,0,0,4,0,3.9,3.9,1.2,5.1,29,22,127,Serie A,2022-2023
Alessio Romagnoli,it ITA,DF,Lazio,27,1995,34,33,2922,32.5,2,0,2,2,0,0,6,0,1.4,1.4,0.1,1.6,3,62,3,Serie A,2022-2023
Samuele Ricci,it ITA,MF,Torino,20,2001,28,23,2070,23.0,2,1,3,2,0,0,6,0,1.7,1.7,1.8,3.5,43,104,31,Serie A,2022-2023
Luca Caldirola,it ITA,DF,Monza,31,1991,31,27,2353,26.1,2,0,2,2,0,0,6,0,1.1,1.1,0.5,1.6,12,63,13,Serie A,2022-2023
Nicola Zalewski,pl POL,DF,Roma,20,2002,33,26,2197,24.4,2,1,3,2,0,0,3,0,1.3,1.3,1.2,2.5,92,85,99,Serie A,2022-2023
Lorenzo Pirola,it ITA,DF,Salernitana,20,2002,26,23,1941,21.6,2,0,2,2,0,0,4,0,1.5,1.5,0.4,1.9,13,43,4,Serie A,2022-2023
Giorgio Scalvini,it ITA,DF,Atalanta,18,2003,32,29,2335,25.9,2,2,4,2,0,0,7,0,2.0,2.0,0.4,2.4,22,158,34,Serie A,2022-2023
Nemanja Radonjić,rs SRB,"MF,FW",Torino,26,1996,28,16,1461,16.2,2,2,4,2,0,0,1,0,5.0,5.0,1.7,6.6,86,42,163,Serie A,2022-2023
Nehuén Pérez,ar ARG,DF,Udinese,22,2000,34,33,2818,31.3,2,0,2,2,0,0,7,1,1.0,1.0,0.5,1.5,23,101,26,Serie A,2022-2023
Pietro Pellegri,it ITA,FW,Torino,21,2001,18,4,465,5.2,2,0,2,2,0,0,3,0,1.5,1.5,0.5,2.0,4,8,50,Serie A,2022-2023
Fabiano Parisi,it ITA,DF,Empoli,21,2000,33,33,2830,31.4,2,0,2,2,0,0,10,1,1.8,1.8,2.0,3.8,102,154,68,Serie A,2022-2023
Federico Di Francesco,it ITA,"FW,MF",Lecce,28,1994,36,23,2031,22.6,2,2,4,2,0,0,5,0,3.2,3.2,2.7,6.0,50,60,177,Serie A,2022-2023
Divock Origi,be BEL,FW,Milan,27,1995,27,10,1027,11.4,2,1,3,2,0,0,1,0,2.1,2.1,1.2,3.3,24,18,79,Serie A,2022-2023
Gerard Deulofeu,es ESP,FW,Udinese,28,1994,16,15,1211,13.5,2,6,8,2,0,0,1,0,5.1,5.1,4.4,9.5,72,82,118,Serie A,2022-2023
Roberto Piccoli,it ITA,FW,Empoli,21,2001,13,6,516,5.7,2,0,2,2,0,0,0,0,1.3,1.3,0.4,1.7,8,4,25,Serie A,2022-2023
Amir Rrahmani,xk KVX,DF,Napoli,28,1994,29,27,2448,27.2,2,1,3,2,0,0,2,0,1.8,1.8,1.0,2.9,23,135,5,Serie A,2022-2023
Gaetano Castrovilli,it ITA,MF,Fiorentina,25,1997,15,7,718,8.0,2,1,3,2,0,0,3,0,1.2,1.2,1.1,2.3,12,14,16,Serie A,2022-2023
Alexis Saelemaekers,be BEL,"FW,DF",Milan,23,1999,30,14,1403,15.6,2,3,5,2,0,0,1,0,2.5,2.5,4.1,6.6,52,52,143,Serie A,2022-2023
Federico Chiesa,it ITA,"DF,MF",Juventus,24,1997,21,6,852,9.5,2,5,7,2,0,0,2,0,1.5,1.5,2.6,4.1,46,34,88,Serie A,2022-2023
Giacomo Raspadori,it ITA,"FW,MF",Napoli,22,2000,25,10,911,10.1,2,2,4,2,0,0,1,0,3.5,3.5,1.3,4.8,13,33,88,Serie A,2022-2023
Tommaso Pobega,it ITA,MF,Milan,23,1999,19,9,883,9.8,2,0,2,2,0,0,4,0,1.4,1.4,0.3,1.7,8,36,22,Serie A,2022-2023
Abdelhamid Sabiri,ma MAR,"MF,FW",Sampdoria,25,1996,18,12,1069,11.9,2,0,2,1,1,2,5,0,3.0,1.4,1.4,2.8,7,49,54,Serie A,2022-2023
Jeremie Boga,ci CIV,"MF,FW",Atalanta,25,1997,23,5,782,8.7,2,5,7,2,0,0,0,0,1.9,1.9,2.8,4.7,64,53,78,Serie A,2022-2023
Leonardo Sernicola,it ITA,DF,Cremonese,25,1997,32,27,2317,25.7,2,2,4,2,0,0,11,0,1.3,1.3,2.3,3.7,60,62,95,Serie A,2022-2023
Wilfried Singo,ci CIV,DF,Torino,21,2000,31,24,2046,22.7,2,1,3,2,0,0,8,0,2.7,2.7,1.9,4.6,54,67,93,Serie A,2022-2023
Federico Bonazzoli,it ITA,"FW,MF",Salernitana,25,1997,24,12,1119,12.4,2,1,3,2,0,0,1,0,2.4,2.4,1.1,3.5,11,43,67,Serie A,2022-2023
Rafael Tolói,it ITA,DF,Atalanta,31,1990,32,32,2784,30.9,2,1,3,2,0,0,8,0,2.8,2.8,1.2,4.0,21,148,29,Serie A,2022-2023
Kristian Thorstvedt,no NOR,MF,Sassuolo,23,1999,31,13,1136,12.6,2,1,3,2,0,0,5,0,2.1,2.1,1.1,3.2,31,60,54,Serie A,2022-2023
Sandro Tonali,it ITA,MF,Milan,22,2000,34,30,2713,30.1,2,7,9,2,0,0,7,0,2.4,2.4,5.7,8.1,61,159,86,Serie A,2022-2023
Alessandro Zanoli,it ITA,DF,Sampdoria,21,2000,22,16,1540,17.1,2,3,5,2,0,0,3,0,2.6,2.6,1.2,3.8,50,36,60,Serie A,2022-2023
Emanuele Valeri,it ITA,DF,Cremonese,23,1998,37,31,2785,30.9,2,3,5,2,0,0,3,0,2.2,2.2,4.6,6.8,111,90,158,Serie A,2022-2023
Ismaël Bennacer,dz ALG,MF,Milan,24,1997,28,24,2007,22.3,2,2,4,2,0,0,5,0,1.0,1.0,3.3,4.3,30,132,52,Serie A,2022-2023
Cristiano Biraghi,it ITA,DF,Fiorentina,29,1992,33,30,2551,28.3,2,4,6,2,0,1,1,0,1.8,1.1,5.5,6.6,69,161,113,Serie A,2022-2023
Duván Zapata,co COL,FW,Atalanta,31,1991,25,16,1390,15.4,2,2,4,2,0,0,1,0,3.9,3.9,1.1,5.1,35,40,140,Serie A,2022-2023
Matías Vecino,uy URU,MF,Lazio,30,1991,32,17,1691,18.8,2,0,2,2,0,0,6,0,2.5,2.5,0.5,3.0,22,88,17,Serie A,2022-2023
Tommaso Augello,it ITA,DF,Sampdoria,27,1994,37,35,3061,34.0,2,5,7,2,0,0,3,0,1.0,1.0,3.9,4.8,84,119,153,Serie A,2022-2023
Simone Bastoni,it ITA,"MF,DF",Spezia,25,1996,19,15,1189,13.2,2,4,6,2,0,0,7,0,1.1,1.1,1.7,2.8,20,32,65,Serie A,2022-2023
