Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,season,game_id
10.0,Sun,2021-10-24,14:00,Sevilla,Levante,1.6,1.9,5–3,2021-2022,100
10.0,Sun,2021-10-24,16:15,Barcelona,Real Madrid,1.6,1.5,1–2,2021-2022,101
10.0,Sun,2021-10-24,18:30,Betis,Rayo Vallecano,1.4,1.0,3–2,2021-2022,102
10.0,Sun,2021-10-24,21:00,Atlético Madrid,Real Sociedad,1.7,0.8,2–2,2021-2022,103
10.0,Mon,2021-10-25,21:00,Getafe,Celta Vigo,0.5,1.6,0–3,2021-2022,104
11.0,Tue,2021-10-26,19:00,Alavés,Elche,1.7,0.3,1–0,2021-2022,106
11.0,Tue,2021-10-26,21:00,Espanyol,Athletic Club,1.3,3.3,1–1,2021-2022,107
11.0,Tue,2021-10-26,21:30,Villarreal,Cádiz,1.7,1.4,3–3,2021-2022,108
11.0,Wed,2021-10-27,19:00,Mallorca,Sevilla,1.5,0.8,1–1,2021-2022,109
11.0,Wed,2021-10-27,19:00,Rayo Vallecano,Barcelona,0.8,2.5,1–0,2021-2022,110
11.0,Wed,2021-10-27,20:00,Betis,Valencia,2.0,1.6,4–1,2021-2022,111
11.0,Wed,2021-10-27,21:30,Real Madrid,Osasuna,0.7,0.5,0–0,2021-2022,112
11.0,Thu,2021-10-28,19:00,Celta Vigo,Real Sociedad,1.4,1.7,0–2,2021-2022,113
11.0,Thu,2021-10-28,20:00,Granada,Getafe,2.0,0.4,1–1,2021-2022,114
11.0,Thu,2021-10-28,21:30,Levante,Atlético Madrid,1.8,0.9,2–2,2021-2022,115
12.0,Sat,2021-10-30,14:00,Elche,Real Madrid,1.1,1.1,1–2,2021-2022,117
12.0,Sat,2021-10-30,16:15,Sevilla,Osasuna,2.0,0.6,2–0,2021-2022,118
12.0,Sat,2021-10-30,18:30,Valencia,Villarreal,1.1,0.8,2–0,2021-2022,119
12.0,Sat,2021-10-30,21:00,Barcelona,Alavés,1.3,0.9,1–1,2021-2022,120
12.0,Sun,2021-10-31,14:00,Cádiz,Mallorca,1.7,0.9,1–1,2021-2022,121
12.0,Sun,2021-10-31,16:15,Atlético Madrid,Betis,2.3,0.5,3–0,2021-2022,122
12.0,Sun,2021-10-31,18:30,Getafe,Espanyol,0.8,0.6,2–1,2021-2022,123
12.0,Sun,2021-10-31,21:00,Real Sociedad,Athletic Club,1.1,1.0,1–1,2021-2022,124
12.0,Mon,2021-11-01,18:30,Rayo Vallecano,Celta Vigo,0.6,0.6,0–0,2021-2022,125
12.0,Mon,2021-11-01,21:00,Levante,Granada,1.1,1.0,0–3,2021-2022,126
13.0,Fri,2021-11-05,21:00,Athletic Club,Cádiz,0.5,0.5,0–1,2021-2022,128
13.0,Sat,2021-11-06,14:00,Espanyol,Granada,1.6,2.0,2–0,2021-2022,129
13.0,Sat,2021-11-06,16:15,Celta Vigo,Barcelona,1.5,0.9,3–3,2021-2022,130
13.0,Sat,2021-11-06,18:30,Alavés,Levante,1.5,0.8,2–1,2021-2022,131
13.0,Sat,2021-11-06,21:00,Real Madrid,Rayo Vallecano,2.1,1.4,2–1,2021-2022,132
13.0,Sun,2021-11-07,14:00,Villarreal,Getafe,1.4,0.2,1–0,2021-2022,133
13.0,Sun,2021-11-07,16:15,Valencia,Atlético Madrid,1.1,2.3,3–3,2021-2022,134
13.0,Sun,2021-11-07,18:30,Mallorca,Elche,2.3,0.8,2–2,2021-2022,135
13.0,Sun,2021-11-07,18:30,Osasuna,Real Sociedad,0.4,1.5,0–2,2021-2022,136
13.0,Sun,2021-11-07,21:00,Betis,Sevilla,0.3,1.7,0–2,2021-2022,137
14.0,Fri,2021-11-19,21:00,Levante,Athletic Club,0.5,0.5,0–0,2021-2022,139
14.0,Sat,2021-11-20,14:00,Celta Vigo,Villarreal,1.0,2.8,1–1,2021-2022,140
14.0,Sat,2021-11-20,16:15,Sevilla,Alavés,1.8,1.1,2–2,2021-2022,141
14.0,Sat,2021-11-20,18:30,Atlético Madrid,Osasuna,1.0,0.5,1–0,2021-2022,142
14.0,Sat,2021-11-20,21:00,Barcelona,Espanyol,1.4,1.0,1–0,2021-2022,143
14.0,Sun,2021-11-21,14:00,Getafe,Cádiz,1.2,0.4,4–0,2021-2022,144
14.0,Sun,2021-11-21,16:15,Granada,Real Madrid,0.7,3.5,1–4,2021-2022,145
14.0,Sun,2021-11-21,18:30,Elche,Betis,0.8,1.9,0–3,2021-2022,146
14.0,Sun,2021-11-21,21:00,Real Sociedad,Valencia,0.3,0.7,0–0,2021-2022,147
14.0,Mon,2021-11-22,21:00,Rayo Vallecano,Mallorca,2.4,0.7,3–1,2021-2022,148
15.0,Fri,2021-11-26,21:00,Athletic Club,Granada,1.1,1.1,2–2,2021-2022,150
15.0,Sat,2021-11-27,14:00,Alavés,Celta Vigo,0.9,1.2,1–2,2021-2022,151
15.0,Sat,2021-11-27,16:15,Valencia,Rayo Vallecano,1.6,1.2,1–1,2021-2022,152
15.0,Sat,2021-11-27,18:30,Mallorca,Getafe,0.4,0.8,0–0,2021-2022,153
15.0,Sat,2021-11-27,21:00,Villarreal,Barcelona,1.1,3.2,1–3,2021-2022,154
15.0,Sun,2021-11-28,14:00,Betis,Levante,2.6,0.3,3–1,2021-2022,155
15.0,Sun,2021-11-28,16:15,Espanyol,Real Sociedad,0.4,1.7,1–0,2021-2022,156
15.0,Sun,2021-11-28,18:30,Cádiz,Atlético Madrid,1.0,3.8,1–4,2021-2022,157
15.0,Sun,2021-11-28,21:00,Real Madrid,Sevilla,1.2,0.7,2–1,2021-2022,158
15.0,Mon,2021-11-29,21:00,Osasuna,Elche,1.8,1.4,1–1,2021-2022,159
9.0,Wed,2021-12-01,21:00,Real Madrid,Athletic Club,1.8,2.4,1–0,2021-2022,161
16.0,Fri,2021-12-03,21:00,Granada,Alavés,1.0,2.1,2–1,2021-2022,163
16.0,Sat,2021-12-04,14:00,Sevilla,Villarreal,0.4,1.7,1–0,2021-2022,164
16.0,Sat,2021-12-04,16:15,Barcelona,Betis,1.0,0.6,0–1,2021-2022,165
16.0,Sat,2021-12-04,18:30,Atlético Madrid,Mallorca,1.5,0.6,1–2,2021-2022,166
16.0,Sat,2021-12-04,21:00,Real Sociedad,Real Madrid,0.7,1.6,0–2,2021-2022,167
16.0,Sun,2021-12-05,14:00,Rayo Vallecano,Espanyol,0.4,0.6,1–0,2021-2022,168
16.0,Sun,2021-12-05,16:15,Elche,Cádiz,2.4,1.7,3–1,2021-2022,169
16.0,Sun,2021-12-05,18:30,Levante,Osasuna,0.5,0.3,0–0,2021-2022,170
16.0,Sun,2021-12-05,21:00,Celta Vigo,Valencia,0.9,1.3,1–2,2021-2022,171
16.0,Mon,2021-12-06,21:00,Getafe,Athletic Club,1.2,0.5,0–0,2021-2022,172
17.0,Fri,2021-12-10,21:00,Mallorca,Celta Vigo,0.8,1.0,0–0,2021-2022,174
17.0,Sat,2021-12-11,14:00,Espanyol,Levante,2.3,2.9,4–3,2021-2022,175
17.0,Sat,2021-12-11,16:15,Alavés,Getafe,0.7,1.0,1–1,2021-2022,176
17.0,Sat,2021-12-11,18:30,Valencia,Elche,1.6,0.9,2–1,2021-2022,177
17.0,Sat,2021-12-11,21:00,Athletic Club,Sevilla,1.4,0.2,0–1,2021-2022,178
17.0,Sun,2021-12-12,14:00,Villarreal,Rayo Vallecano,2.4,1.5,2–0,2021-2022,179
17.0,Sun,2021-12-12,16:15,Osasuna,Barcelona,0.3,0.9,2–2,2021-2022,180
17.0,Sun,2021-12-12,18:30,Betis,Real Sociedad,1.6,0.9,4–0,2021-2022,181
17.0,Sun,2021-12-12,21:00,Real Madrid,Atlético Madrid,0.4,0.7,2–0,2021-2022,182
17.0,Mon,2021-12-13,21:00,Cádiz,Granada,0.7,1.0,1–1,2021-2022,183
18.0,Fri,2021-12-17,21:00,Celta Vigo,Espanyol,1.2,0.4,3–1,2021-2022,185
18.0,Sat,2021-12-18,14:00,Rayo Vallecano,Alavés,1.8,0.2,2–0,2021-2022,186
18.0,Sat,2021-12-18,16:15,Real Sociedad,Villarreal,0.9,2.9,1–3,2021-2022,187
18.0,Sat,2021-12-18,18:30,Barcelona,Elche,2.7,1.3,3–2,2021-2022,188
18.0,Sat,2021-12-18,21:00,Sevilla,Atlético Madrid,0.5,1.0,2–1,2021-2022,189
18.0,Sun,2021-12-19,14:00,Granada,Mallorca,1.9,0.9,4–1,2021-2022,190
18.0,Sun,2021-12-19,16:15,Athletic Club,Betis,1.3,2.1,3–2,2021-2022,191
18.0,Sun,2021-12-19,18:30,Getafe,Osasuna,1.1,0.6,1–0,2021-2022,192
18.0,Sun,2021-12-19,21:00,Real Madrid,Cádiz,2.0,0.2,0–0,2021-2022,193
18.0,Mon,2021-12-20,21:00,Levante,Valencia,2.7,2.1,3–4,2021-2022,194
4.0,Tue,2021-12-21,19:00,Villarreal,Alavés,3.3,0.8,5–2,2021-2022,196
4.0,Tue,2021-12-21,21:30,Sevilla,Barcelona,0.3,1.8,1–1,2021-2022,197
9.0,Wed,2021-12-22,19:00,Granada,Atlético Madrid,0.6,1.5,2–1,2021-2022,199
21.0,Wed,2021-12-22,21:30,Athletic Club,Real Madrid,1.0,1.1,1–2,2021-2022,201
19.0,Fri,2021-12-31,16:15,Valencia,Espanyol,0.7,2.0,1–2,2021-2022,203
19.0,Sun,2022-01-02,14:00,Getafe,Real Madrid,0.9,0.7,1–0,2021-2022,204
19.0,Sun,2022-01-02,16:15,Atlético Madrid,Rayo Vallecano,1.7,0.1,2–0,2021-2022,205
19.0,Sun,2022-01-02,16:15,Elche,Granada,1.2,1.1,0–0,2021-2022,206
19.0,Sun,2022-01-02,18:30,Betis,Celta Vigo,1.4,2.6,0–2,2021-2022,207
19.0,Sun,2022-01-02,18:30,Alavés,Real Sociedad,1.7,0.9,1–1,2021-2022,208
19.0,Sun,2022-01-02,21:00,Mallorca,Barcelona,0.8,1.3,0–1,2021-2022,209
19.0,Mon,2022-01-03,19:00,Villarreal,Levante,3.4,0.4,5–0,2021-2022,210
19.0,Mon,2022-01-03,21:00,Osasuna,Athletic Club,0.9,1.4,1–3,2021-2022,211
19.0,Mon,2022-01-03,21:15,Cádiz,Sevilla,0.2,0.9,0–1,2021-2022,212
20.0,Sat,2022-01-08,14:00,Levante,Mallorca,1.2,1.2,2–0,2021-2022,214
20.0,Sat,2022-01-08,16:15,Real Sociedad,Celta Vigo,1.7,0.4,1–0,2021-2022,215
20.0,Sat,2022-01-08,18:30,Granada,Barcelona,0.9,0.6,1–1,2021-2022,216
20.0,Sat,2022-01-08,21:00,Real Madrid,Valencia,3.9,1.3,4–1,2021-2022,217
20.0,Sun,2022-01-09,14:00,Rayo Vallecano,Betis,1.2,1.3,1–1,2021-2022,218
20.0,Sun,2022-01-09,16:15,Sevilla,Getafe,0.7,0.1,1–0,2021-2022,219
20.0,Sun,2022-01-09,18:30,Alavés,Athletic Club,0.5,0.8,0–0,2021-2022,220
20.0,Sun,2022-01-09,18:30,Osasuna,Cádiz,2.2,0.2,2–0,2021-2022,221
20.0,Sun,2022-01-09,21:00,Villarreal,Atlético Madrid,2.1,0.7,2–2,2021-2022,222
20.0,Mon,2022-01-10,21:00,Espanyol,Elche,1.3,1.0,1–2,2021-2022,223
21.0,Sun,2022-01-16,14:00,Elche,Villarreal,0.2,0.6,1–0,2021-2022,225
21.0,Tue,2022-01-18,20:00,Betis,Alavés,2.4,0.3,4–0,2021-2022,226
21.0,Tue,2022-01-18,21:30,Cádiz,Espanyol,0.9,1.7,2–2,2021-2022,227
21.0,Wed,2022-01-19,19:00,Celta Vigo,Osasuna,1.2,0.5,2–0,2021-2022,228
21.0,Wed,2022-01-19,21:30,Valencia,Sevilla,0.5,0.9,1–1,2021-2022,229
21.0,Thu,2022-01-20,19:00,Getafe,Granada,0.9,0.7,4–2,2021-2022,230
22.0,Fri,2022-01-21,21:00,Espanyol,Betis,1.4,2.4,1–4,2021-2022,232
22.0,Sat,2022-01-22,14:00,Levante,Cádiz,1.0,0.7,0–2,2021-2022,233
22.0,Sat,2022-01-22,16:15,Villarreal,Mallorca,1.9,1.2,3–0,2021-2022,234
22.0,Sat,2022-01-22,18:30,Sevilla,Celta Vigo,1.1,0.7,2–2,2021-2022,235
22.0,Sat,2022-01-22,21:00,Atlético Madrid,Valencia,2.5,0.7,3–2,2021-2022,236
22.0,Sun,2022-01-23,14:00,Granada,Osasuna,0.7,2.1,0–2,2021-2022,237
22.0,Sun,2022-01-23,16:15,Real Madrid,Elche,3.4,0.6,2–2,2021-2022,238
22.0,Sun,2022-01-23,18:30,Rayo Vallecano,Athletic Club,2.0,0.4,0–1,2021-2022,239
22.0,Sun,2022-01-23,18:30,Real Sociedad,Getafe,0.8,0.3,0–0,2021-2022,240
22.0,Sun,2022-01-23,21:00,Alavés,Barcelona,0.6,1.5,0–1,2021-2022,241
23.0,Fri,2022-02-04,21:00,Getafe,Levante,0.8,0.5,3–0,2021-2022,243
23.0,Sat,2022-02-05,14:00,Elche,Alavés,0.9,0.9,3–1,2021-2022,244
23.0,Sat,2022-02-05,16:15,Mallorca,Cádiz,2.3,0.8,2–1,2021-2022,245
23.0,Sat,2022-02-05,18:30,Celta Vigo,Rayo Vallecano,0.7,0.8,2–0,2021-2022,246
23.0,Sat,2022-02-05,21:00,Osasuna,Sevilla,0.4,1.3,0–0,2021-2022,247
23.0,Sun,2022-02-06,14:00,Valencia,Real Sociedad,1.1,0.4,0–0,2021-2022,248
23.0,Sun,2022-02-06,16:15,Barcelona,Atlético Madrid,1.0,1.3,4–2,2021-2022,249
23.0,Sun,2022-02-06,18:30,Betis,Villarreal,0.6,0.9,0–2,2021-2022,250
23.0,Sun,2022-02-06,21:00,Real Madrid,Granada,2.1,0.6,1–0,2021-2022,251
23.0,Mon,2022-02-07,21:00,Athletic Club,Espanyol,0.8,0.6,2–1,2021-2022,252
24.0,Fri,2022-02-11,21:00,Sevilla,Elche,0.8,0.3,2–0,2021-2022,254
24.0,Sat,2022-02-12,14:00,Cádiz,Celta Vigo,0.7,1.0,0–0,2021-2022,255
24.0,Sat,2022-02-12,16:15,Villarreal,Real Madrid,0.4,1.7,0–0,2021-2022,256
24.0,Sat,2022-02-12,18:30,Rayo Vallecano,Osasuna,0.9,1.6,0–3,2021-2022,257
24.0,Sat,2022-02-12,21:00,Atlético Madrid,Getafe,2.5,2.1,4–3,2021-2022,258
24.0,Sun,2022-02-13,14:00,Alavés,Valencia,1.8,1.2,2–1,2021-2022,259
24.0,Sun,2022-02-13,16:15,Levante,Betis,1.7,2.2,2–4,2021-2022,260
24.0,Sun,2022-02-13,18:30,Real Sociedad,Granada,2.9,1.2,2–0,2021-2022,261
24.0,Sun,2022-02-13,21:00,Espanyol,Barcelona,1.1,1.5,2–2,2021-2022,262
24.0,Mon,2022-02-14,21:00,Mallorca,Athletic Club,1.9,1.6,3–2,2021-2022,263
21.0,Wed,2022-02-16,19:00,Atlético Madrid,Levante,1.3,0.6,0–1,2021-2022,265
25.0,Fri,2022-02-18,21:00,Elche,Rayo Vallecano,2.5,0.7,2–1,2021-2022,267
25.0,Sat,2022-02-19,14:00,Granada,Villarreal,2.3,4.9,1–4,2021-2022,268
25.0,Sat,2022-02-19,16:15,Osasuna,Atlético Madrid,0.6,1.1,0–3,2021-2022,269
25.0,Sat,2022-02-19,18:30,Cádiz,Getafe,0.5,0.9,1–1,2021-2022,270
25.0,Sat,2022-02-19,21:00,Real Madrid,Alavés,2.9,0.6,3–0,2021-2022,271
25.0,Sun,2022-02-20,14:00,Espanyol,Sevilla,1.5,0.5,1–1,2021-2022,272
25.0,Sun,2022-02-20,16:15,Valencia,Barcelona,0.8,2.0,1–4,2021-2022,273
25.0,Sun,2022-02-20,18:30,Betis,Mallorca,1.5,0.4,2–1,2021-2022,274
25.0,Sun,2022-02-20,21:00,Athletic Club,Real Sociedad,2.8,0.4,4–0,2021-2022,275
25.0,Mon,2022-02-21,21:00,Celta Vigo,Levante,1.2,1.7,1–1,2021-2022,276
26.0,Fri,2022-02-25,21:00,Levante,Elche,2.1,0.6,3–0,2021-2022,278
26.0,Sat,2022-02-26,14:00,Mallorca,Valencia,1.8,0.6,0–1,2021-2022,279
26.0,Sat,2022-02-26,16:15,Getafe,Alavés,1.1,1.0,2–2,2021-2022,280
26.0,Sat,2022-02-26,18:30,Rayo Vallecano,Real Madrid,0.9,2.1,0–1,2021-2022,281
26.0,Sat,2022-02-26,21:00,Atlético Madrid,Celta Vigo,0.6,0.8,2–0,2021-2022,282
26.0,Sun,2022-02-27,14:00,Villarreal,Espanyol,4.4,1.1,5–1,2021-2022,283
26.0,Sun,2022-02-27,16:15,Sevilla,Betis,1.4,0.7,2–1,2021-2022,284
26.0,Sun,2022-02-27,18:30,Real Sociedad,Osasuna,1.0,0.4,1–0,2021-2022,285
26.0,Sun,2022-02-27,21:00,Barcelona,Athletic Club,3.1,0.3,4–0,2021-2022,286
26.0,Mon,2022-02-28,21:00,Granada,Cádiz,0.2,0.7,0–0,2021-2022,287
21.0,Wed,2022-03-02,21:00,Mallorca,Real Sociedad,0.5,1.6,0–2,2021-2022,289
27.0,Fri,2022-03-04,21:00,Alavés,Sevilla,1.4,1.2,0–0,2021-2022,291
27.0,Sat,2022-03-05,14:00,Osasuna,Villarreal,0.8,0.5,1–0,2021-2022,292
27.0,Sat,2022-03-05,16:15,Espanyol,Getafe,0.1,0.4,2–0,2021-2022,293
27.0,Sat,2022-03-05,18:30,Valencia,Granada,1.6,0.4,3–1,2021-2022,294
27.0,Sat,2022-03-05,21:00,Real Madrid,Real Sociedad,2.0,0.8,4–1,2021-2022,295
27.0,Sun,2022-03-06,14:00,Cádiz,Rayo Vallecano,1.1,1.1,2–0,2021-2022,296
27.0,Sun,2022-03-06,16:15,Elche,Barcelona,1.1,4.1,1–2,2021-2022,297
27.0,Sun,2022-03-06,18:30,Celta Vigo,Mallorca,2.7,1.5,4–3,2021-2022,298
27.0,Sun,2022-03-06,21:00,Betis,Atlético Madrid,1.0,2.8,1–3,2021-2022,299
27.0,Mon,2022-03-07,21:00,Athletic Club,Levante,3.1,0.5,3–1,2021-2022,300
28.0,Fri,2022-03-11,21:00,Atlético Madrid,Cádiz,0.3,0.8,2–1,2021-2022,302
28.0,Sat,2022-03-12,14:00,Levante,Espanyol,1.1,0.4,1–1,2021-2022,303
28.0,Sat,2022-03-12,16:15,Granada,Elche,1.4,1.2,0–1,2021-2022,304
