Wk,Day,Date,Time,Home,Away,xG,xG.1,Score,season,game_id
1.0,Fri,2023-08-11,21:00,Nice,Lille,1.2,1.3,1–1,2023-2024,0
1.0,Sat,2023-08-12,17:00,Marseille,Reims,1.0,0.8,2–1,2023-2024,1
1.0,Sat,2023-08-12,21:00,Paris S-G,Lorient,1.2,0.1,0–0,2023-2024,2
1.0,Sun,2023-08-13,13:00,Brest,Lens,2.5,0.7,3–2,2023-2024,3
1.0,Sun,2023-08-13,15:00,Montpellier,Le Havre,1.6,1.0,2–2,2023-2024,4
1.0,Sun,2023-08-13,15:00,Clermont Foot,Monaco,1.8,2.5,2–4,2023-2024,5
1.0,Sun,2023-08-13,15:00,Nantes,Toulouse,1.1,1.1,1–2,2023-2024,6
1.0,Sun,2023-08-13,17:05,Rennes,Metz,4.0,0.4,5–1,2023-2024,7
1.0,Sun,2023-08-13,20:45,Strasbourg,Lyon,1.3,1.7,2–1,2023-2024,8
2.0,Fri,2023-08-18,21:00,Metz,Marseille,0.5,1.9,2–2,2023-2024,10
2.0,Sat,2023-08-19,19:00,Lyon,Montpellier,0.4,2.9,1–4,2023-2024,11
2.0,Sat,2023-08-19,21:00,Toulouse,Paris S-G,1.2,2.1,1–1,2023-2024,12
2.0,Sun,2023-08-20,13:00,Lille,Nantes,2.2,1.1,2–0,2023-2024,13
2.0,Sun,2023-08-20,15:00,Reims,Clermont Foot,2.4,0.4,2–0,2023-2024,14
2.0,Sun,2023-08-20,15:00,Le Havre,Brest,1.2,1.1,1–2,2023-2024,15
2.0,Sun,2023-08-20,15:00,Lorient,Nice,0.8,1.7,1–1,2023-2024,16
2.0,Sun,2023-08-20,19:00,Monaco,Strasbourg,0.9,0.5,3–0,2023-2024,17
2.0,Sun,2023-08-20,20:45,Lens,Rennes,1.0,1.4,1–1,2023-2024,18
3.0,Fri,2023-08-25,21:00,Nantes,Monaco,1.0,3.3,3–3,2023-2024,20
3.0,Sat,2023-08-26,19:00,Marseille,Brest,2.9,1.5,2–0,2023-2024,21
3.0,Sat,2023-08-26,21:00,Paris S-G,Lens,1.5,0.5,3–1,2023-2024,22
3.0,Sun,2023-08-27,13:00,Rennes,Le Havre,3.2,0.4,2–2,2023-2024,23
3.0,Sun,2023-08-27,15:00,Montpellier,Reims,0.9,1.4,1–3,2023-2024,24
3.0,Sun,2023-08-27,15:00,Clermont Foot,Metz,0.7,1.1,0–1,2023-2024,25
3.0,Sun,2023-08-27,15:00,Strasbourg,Toulouse,3.4,0.3,2–0,2023-2024,26
3.0,Sun,2023-08-27,17:05,Lorient,Lille,1.6,1.1,4–1,2023-2024,27
3.0,Sun,2023-08-27,20:45,Nice,Lyon,1.9,0.2,0–0,2023-2024,28
4.0,Fri,2023-09-01,21:00,Nantes,Marseille,0.9,2.6,1–1,2023-2024,30
4.0,Sat,2023-09-02,17:00,Brest,Rennes,1.4,0.3,0–0,2023-2024,31
